 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | b-tag Eigenvar. 15 | 0.00153522 / -0.00153522 | 0.00267233 / -0.00267233 | 0.00262871 / -0.00262871 | 0.000928283 / -0.000928283 | 0.00269493 / -0.00269493 | 0.00253606 / -0.00253606 | 0.000946094 / -0.000946094 | 0.00142779 / -0.00142779 | 0.001489 / -0.001489 | 0.00184938 / -0.00184938 |
 | b-tag Eigenvar. 16 | 0.000701755 / -0.000701755 | 0.0010457 / -0.0010457 | 0.00105891 / -0.00105891 | 0.000219823 / -0.000219823 | 0.00122599 / -0.00122599 | 0.000630916 / -0.000630916 | 0.000396736 / -0.000396736 | 0.000651323 / -0.000651323 | 0.000732898 / -0.000732898 | -2.11311e-05 / 2.11311e-05 |
 | b-tag Eigenvar. 17 | -0.000602988 / 0.000602988 | -0.00122657 / 0.00122657 | -0.00134658 / 0.00134658 | -0.000428872 / 0.000428872 | -0.0014147 / 0.0014147 | -0.00156056 / 0.00156056 | -0.00048397 / 0.00048397 | -0.000682027 / 0.000682027 | -0.000789936 / 0.000789936 | -0.000654592 / 0.000654592 |
 | b-tag Eigenvar. 18 | 0.00154689 / -0.00154689 | 0.00281627 / -0.00281627 | 0.00262658 / -0.00262658 | 0.00162974 / -0.00162974 | 0.00254304 / -0.00254304 | 0.00270238 / -0.00270238 | 0.00126175 / -0.00126175 | 0.00235915 / -0.00235915 | 0.00174276 / -0.00174276 | 0.00055303 / -0.00055303 |
 | b-tag Eigenvar. 19 | 0.00158356 / -0.00158356 | 0.0022657 / -0.0022657 | 0.00209846 / -0.00209846 | 0.00181657 / -0.00181657 | 0.00178222 / -0.00178222 | 0.00180167 / -0.00180167 | 0.00103102 / -0.00103102 | 0.00267775 / -0.00267775 | 0.00195838 / -0.00195838 | 0.00112524 / -0.00112524 |
 | b-tag Eigenvar. 20 | 0.000429896 / -0.000429896 | 0.000578984 / -0.000578984 | 0.000764411 / -0.000764411 | 0.000142594 / -0.000142594 | 0.00054566 / -0.00054566 | 0.00110478 / -0.00110478 | 0.000298209 / -0.000298209 | 5.70504e-05 / -5.70504e-05 | 0.00018657 / -0.00018657 | 0.000302849 / -0.000302849 |
 | b-tag Eigenvar. 21 | -0.000161187 / 0.000161187 | -0.000127323 / 0.000127323 | -0.000202402 / 0.000202402 | 0.000157874 / -0.000157874 | -0.000764992 / 0.000764992 | -0.000115592 / 0.000115592 | 4.79426e-05 / -4.79426e-05 | 0.000331325 / -0.000331325 | 0.000139954 / -0.000139954 | 0.000111462 / -0.000111462 |
 | b-tag Eigenvar. 22 | -0.00116663 / 0.00116663 | -0.00164651 / 0.00164651 | -0.00204887 / 0.00204887 | -0.00151294 / 0.00151294 | -0.00326509 / 0.00326509 | -0.0026598 / 0.0026598 | -0.00118386 / 0.00118386 | -0.00192148 / 0.00192148 | -0.00155501 / 0.00155501 | -0.00116816 / 0.00116816 |
 | b-tag Eigenvar. 23 | -0.000104839 / 0.000104839 | 9.78131e-05 / -9.78131e-05 | 0.00050891 / -0.00050891 | -0.0002361 / 0.0002361 | 0.00142737 / -0.00142737 | 0.00112686 / -0.00112686 | 0.000412535 / -0.000412535 | -0.000299499 / 0.000299499 | -4.20257e-05 / 4.20257e-05 | 9.47256e-05 / -9.47256e-05 |
 | b-tag Eigenvar. 24 | -8.00129e-05 / 8.00129e-05 | -0.000222587 / 0.000222587 | -0.00014579 / 0.00014579 | 6.49129e-05 / -6.49129e-05 | 0.000362654 / -0.000362654 | 5.38481e-05 / -5.38481e-05 | -0.000108735 / 0.000108735 | 0.00022013 / -0.00022013 | -2.23597e-06 / 2.23597e-06 | 0.000122427 / -0.000122427 |
 | b-tag Eigenvar. 25 | 0.000109284 / -0.000109284 | 0.000576322 / -0.000576322 | 0.000510544 / -0.000510544 | -0.000606438 / 0.000606438 | 0.000684059 / -0.000684059 | 0.000516541 / -0.000516541 | 8.01997e-05 / -8.01997e-05 | 0.000458554 / -0.000458554 | -0.000472788 / 0.000472788 | 0.000151067 / -0.000151067 |
 | b-tag Eigenvar. 26 | 0.00186636 / -0.00186636 | 0.00289138 / -0.00289138 | 0.00260179 / -0.00260179 | 0.00139128 / -0.00139128 | 0.00228048 / -0.00228048 | 0.00238264 / -0.00238264 | 0.00135392 / -0.00135392 | 0.000816574 / -0.000816574 | 0.00201972 / -0.00201972 | 0.00121383 / -0.00121383 |
 | b-tag Eigenvar. 27 | 0.000177228 / -0.000177228 | 0.000229396 / -0.000229396 | 9.103e-05 / -9.103e-05 | 0.000341688 / -0.000341688 | 3.75478e-05 / -3.75478e-05 | 5.62211e-06 / -5.62211e-06 | 0.000171704 / -0.000171704 | -0.000647156 / 0.000647156 | 0.000298235 / -0.000298235 | 0.000241602 / -0.000241602 |
 | b-tag Eigenvar. 28 | 0.000232841 / -0.000232841 | 0.000301652 / -0.000301652 | 0.000281608 / -0.000281608 | 0.000137927 / -0.000137927 | 0.00052 / -0.00052 | 0.000233678 / -0.000233678 | 0.000162927 / -0.000162927 | -5.35136e-05 / 5.35136e-05 | 0.000173209 / -0.000173209 | 9.55191e-05 / -9.55191e-05 |
 | b-tag Eigenvar. 29 | -0.000287929 / 0.000287929 | -0.000298551 / 0.000298551 | -0.000294459 / 0.000294459 | 0.000112786 / -0.000112786 | -0.000237243 / 0.000237243 | -0.000241309 / 0.000241309 | 2.07326e-05 / -2.07326e-05 | -8.97848e-05 / 8.97848e-05 | -8.33758e-05 / 8.33758e-05 | -0.000150478 / 0.000150478 |
 | b-tag Eigenvar. 30 | 0.000343496 / -0.000343496 | 0.000105134 / -0.000105134 | 4.28704e-05 / -4.28704e-05 | -0.000203808 / 0.000203808 | 0.000156875 / -0.000156875 | -2.06122e-05 / 2.06122e-05 | 0.000231062 / -0.000231062 | -0.000137119 / 0.000137119 | 0.000127861 / -0.000127861 | 9.4942e-05 / -9.4942e-05 |
 | b-tag Eigenvar. 31 | -6.15569e-05 / 6.15569e-05 | -0.000189881 / 0.000189881 | -0.000164187 / 0.000164187 | -1.93164e-05 / 1.93164e-05 | -9.188e-05 / 9.188e-05 | -8.43363e-05 / 8.43363e-05 | -0.000220098 / 0.000220098 | -0.000173531 / 0.000173531 | -0.000204695 / 0.000204695 | 5.02874e-05 / -5.02874e-05 |
 | b-tag Eigenvar. 32 | 0.00134167 / -0.00134167 | 0.00179061 / -0.00179061 | 0.00160834 / -0.00160834 | 0.000571644 / -0.000571644 | 0.00124619 / -0.00124619 | 0.00148894 / -0.00148894 | 0.000753539 / -0.000753539 | 0.000820775 / -0.000820775 | 0.00125777 / -0.00125777 | 0.000642989 / -0.000642989 |
 | b-tag Eigenvar. 33 | -0.000360692 / 0.000360692 | -0.00073285 / 0.00073285 | -0.000733649 / 0.000733649 | -0.000268241 / 0.000268241 | -0.000379156 / 0.000379156 | -0.000555341 / 0.000555341 | -0.000100835 / 0.000100835 | -0.000299989 / 0.000299989 | -7.15754e-05 / 7.15754e-05 | -0.000153075 / 0.000153075 |
 | b-tag Eigenvar. 34 | 0.000207117 / -0.000207117 | -0.000259381 / 0.000259381 | -0.000222078 / 0.000222078 | 9.26883e-05 / -9.26883e-05 | -7.11765e-05 / 7.11765e-05 | -0.000373952 / 0.000373952 | -7.00041e-05 / 7.00041e-05 | 0.000105435 / -0.000105435 | -2.85674e-05 / 2.85674e-05 | 3.54987e-05 / -3.54987e-05 |
 | b-tag Eigenvar. 35 | 0.000631606 / -0.000631606 | 0.000682329 / -0.000682329 | 0.000629451 / -0.000629451 | 0.000201682 / -0.000201682 | 0.000645852 / -0.000645852 | 0.000618967 / -0.000618967 | 0.000237535 / -0.000237535 | 0.000285601 / -0.000285601 | 0.000226457 / -0.000226457 | 0.000285824 / -0.000285824 |
 | b-tag Eigenvar. 36 | -0.000751535 / 0.000751535 | -0.00122638 / 0.00122638 | -0.00107716 / 0.00107716 | -0.000286156 / 0.000286156 | -0.0010374 / 0.0010374 | -0.000984527 / 0.000984527 | -0.000396854 / 0.000396854 | -0.000531761 / 0.000531761 | -0.000626193 / 0.000626193 | -0.000405276 / 0.000405276 |
 | b-tag Eigenvar. 37 | -0.00178793 / 0.00178793 | -0.00271591 / 0.00271591 | -0.00249545 / 0.00249545 | -0.000853782 / 0.000853782 | -0.00215256 / 0.00215256 | -0.00243694 / 0.00243694 | -0.000852512 / 0.000852512 | -0.00142208 / 0.00142208 | -0.000857227 / 0.000857227 | -0.00120148 / 0.00120148 |
 | b-tag Eigenvar. 38 | 0.000715965 / -0.000715965 | 0.000930283 / -0.000930283 | 0.000869183 / -0.000869183 | 0.000316698 / -0.000316698 | 0.000444966 / -0.000444966 | 0.00087776 / -0.00087776 | 0.000432065 / -0.000432065 | 0.000597546 / -0.000597546 | 0.000343681 / -0.000343681 | 0.000623006 / -0.000623006 |
 | b-tag Eigenvar. 39 | 0.00181924 / -0.00181924 | 0.00235687 / -0.00235687 | 0.00209654 / -0.00209654 | 0.00109606 / -0.00109606 | 0.00183398 / -0.00183398 | 0.00181406 / -0.00181406 | 0.00104967 / -0.00104967 | 0.00161328 / -0.00161328 | 0.00104098 / -0.00104098 | 0.00103969 / -0.00103969 |
 | b-tag Eigenvar. 40 | 0.00060286 / -0.00060286 | 0.00101575 / -0.00101575 | 0.00129566 / -0.00129566 | 0.000589484 / -0.000589484 | 0.00147882 / -0.00147882 | 0.00166271 / -0.00166271 | 0.000175764 / -0.000175764 | 0.000322852 / -0.000322852 | 0.000364063 / -0.000364063 | 0.000349091 / -0.000349091 |
 | b-tag Eigenvar. 41 | -0.00103646 / 0.00103646 | -0.00173398 / 0.00173398 | -0.00180658 / 0.00180658 | -0.000343889 / 0.000343889 | -0.00178498 / 0.00178498 | -0.00195061 / 0.00195061 | -0.000356478 / 0.000356478 | -0.00059632 / 0.00059632 | -0.000618001 / 0.000618001 | -0.000530511 / 0.000530511 |
 | b-tag Eigenvar. 42 | -0.00210397 / 0.00210397 | -0.00333341 / 0.00333341 | -0.00300873 / 0.00300873 | -0.00107448 / 0.00107448 | -0.00241876 / 0.00241876 | -0.00298179 / 0.00298179 | -0.000759142 / 0.000759142 | -0.00125501 / 0.00125501 | -0.00112298 / 0.00112298 | -0.000874474 / 0.000874474 |
 | b-tag Eigenvar. 43 | 0.000540551 / -0.000540551 | 0.000924388 / -0.000924388 | 0.00103724 / -0.00103724 | 2.28662e-06 / -2.28662e-06 | 0.000884694 / -0.000884694 | 0.00100071 / -0.00100071 | 0.000161391 / -0.000161391 | 0.000109146 / -0.000109146 | 0.00024684 / -0.00024684 | 0.000577919 / -0.000577919 |
 | b-tag Eigenvar. 44 | 0.000373548 / -0.000373548 | 0.000590583 / -0.000590583 | 0.000621353 / -0.000621353 | 5.93428e-05 / -5.93428e-05 | 0.000635563 / -0.000635563 | 0.000543555 / -0.000543555 | 0.000131877 / -0.000131877 | 0.000115518 / -0.000115518 | 0.000155558 / -0.000155558 | -4.61105e-06 / 4.61105e-06 |
 | b-tag Eigenvar. 45 | -0.0010924 / 0.0010924 | -0.00175975 / 0.00175975 | -0.00157261 / 0.00157261 | -0.000294812 / 0.000294812 | -0.00121595 / 0.00121595 | -0.0015706 / 0.0015706 | -0.000455772 / 0.000455772 | -0.00109165 / 0.00109165 | -0.000627851 / 0.000627851 | -0.000338907 / 0.000338907 |
 | b-tag Eigenvar. 45 | -0.0010924 / 0.0010924 | -0.00175975 / 0.00175975 | -0.00157261 / 0.00157261 | -0.000294812 / 0.000294812 | -0.00121595 / 0.00121595 | -0.0015706 / 0.0015706 | -0.000455772 / 0.000455772 | -0.00109165 / 0.00109165 | -0.000627851 / 0.000627851 | -0.000338907 / 0.000338907 |
 | Muon momentum resolution (ID) | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | 2.67462e-05 / -2.67407e-05 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | 5.35018e-05 / -5.35132e-05 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon momentum resolution (MS) | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -9.83513e-06 / 9.76964e-06 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | 3.48867e-05 / -3.48116e-05 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon momentum scale | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | 3.39204e-05 / -3.39149e-05 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -7.97122e-06 / 7.95982e-06 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon Sagitta ResBias | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -1.91403e-05 / 1.91458e-05 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | 9.60135e-05 / -9.60249e-05 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon Sagitta Rho | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Met ResoPara | 0.00257521 / -0.00257521 | -0.0022934 / 0.0022934 | -0.00275571 / 0.00275571 | 0.00597919 / -0.00597919 | 0.00169683 / -0.00169683 | -0.00844787 / 0.00844787 | -0.0112239 / 0.0112239 | 0.0045399 / -0.0045399 | -0.0207494 / 0.0207494 | 0.00608955 / -0.00608955 |
 | Met ResoPerp | -0.00169753 / 0.00169753 | -0.00180101 / 0.00180101 | -0.00226602 / 0.00226602 | -0.000767219 / 0.000767219 | -0.00362144 / 0.00362144 | -0.00719235 / 0.00719235 | -0.00256762 / 0.00256762 | 0.000443149 / -0.000443149 | -0.0200221 / 0.0200221 | -0.00400592 / 0.00400592 |
 | MET Scale | -0.00216252 / 0.00216248 | -0.00339569 / 0.00339575 | -0.00242555 / 0.00242556 | -0.00944262 / 0.00944268 | 0.000629728 / -0.00062973 | -0.00406 / 0.00405999 | -0.0040306 / 0.00403059 | -0.00418926 / 0.00418923 | -0.0235272 / 0.0235272 | -0.0352221 / 0.0352221 |
 | Electron energy resolution | -0.00221928 / 0.00221923 | 0.000370486 / -0.000370522 | 0.000349302 / -0.000349296 | 0.00179113 / -0.00179107 | -0.00185142 / 0.00185142 | -7.4466e-05 / 7.44546e-05 | 0.0056587 / -0.00565871 | 0.00317378 / -0.00317381 | 0.00810492 / -0.0081049 | -0.0125223 / 0.0125223 |
 | Electron energy scale | -0.000584941 / 0.000584976 | 0.00926544 / -0.00926547 | 0.00702203 / -0.00702202 | -0.00205128 / 0.00205127 | 0.00734253 / -0.00734253 | 0.00887142 / -0.00887143 | 0.00393481 / -0.00393471 | 0.00112845 / -0.00112848 | 0.0136766 / -0.0136766 | 0.00963876 / -0.00963875 |
 | AF2 Electron energy scale | 0.000737034 / -0.00073708 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | -9.48161e-08 / 9.33968e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | BJES Response | 0.00928357 / -0.00928353 | 0.00774919 / -0.00774923 | 0.00718924 / -0.00718923 | 0.0025513 / -0.00255132 | 0.00566656 / -0.00566656 | 0.00304559 / -0.00304561 | 0.00349835 / -0.00349836 | 0.00425624 / -0.00425621 | 0.00571792 / -0.00571791 | -0.00628396 / 0.00628397 |
 | JES EffectiveNP Detector1 | 0.00126148 / -0.00126153 | 0.000746219 / -0.000746256 | 0.000720087 / -0.000720082 | 0.00386735 / -0.00386737 | 0.000199913 / -0.000199914 | 0.000331602 / -0.000331614 | 0.00115236 / -0.00115226 | 0.000161592 / -0.000161627 | 0.00430315 / -0.00430313 | -0.00108072 / 0.00108073 |
 | JES EffectiveNP Detector2 | 0.00017388 / -0.000173845 | -1.71316e-05 / 1.70951e-05 | 5.03288e-05 / -5.03232e-05 | -8.74801e-07 / 8.56455e-07 | -5.80394e-06 / 5.86526e-06 | -6.05263e-05 / 6.05149e-05 | 6.54204e-07 / -6.62412e-07 | 2.08492e-05 / -2.08136e-05 | 0.000167455 / -0.000167441 | 4.09092e-05 / -4.08974e-05 |
 | JES EffectiveNP Mixed1 | 0.000930659 / -0.000930705 | 0.000645345 / -0.000645382 | 0.000421115 / -0.000421109 | 0.0030362 / -0.00303622 | 0.00129694 / -0.00129694 | 0.000546239 / -0.00054625 | 0.000367441 / -0.000367449 | -0.000176751 / 0.000176787 | 0.00358362 / -0.0035836 | -0.00296047 / 0.00296048 |
 | JES EffectiveNP Mixed2 | -0.00261968 / 0.00261971 | -0.00129854 / 0.00129851 | -0.00104093 / 0.00104087 | -0.00432209 / 0.00432207 | -0.00136608 / 0.00136608 | -0.000891884 / 0.000891873 | -0.000686619 / 0.000686611 | -0.000997474 / 0.000997509 | -0.00335237 / 0.00335239 | 0.00271643 / -0.00271642 |
 | JES EffectiveNP Mixed3 | 0.000196338 / -0.000196384 | 0.000213233 / -0.00021327 | 0.000130666 / -0.00013066 | -3.81041e-06 / 3.86734e-06 | 0.000557705 / -0.000557707 | -9.40335e-05 / 9.40221e-05 | -1.92047e-05 / 1.91965e-05 | 1.31322e-06 / -1.27757e-06 | 0.000647272 / -0.000647258 | -7.69674e-05 / 7.69792e-05 |
 | JES EffectiveNP Modelling1 | 0.0339345 / -0.0339345 | 0.0286375 / -0.0286374 | 0.0220113 / -0.0220114 | 0.048471 / -0.0484709 | 0.0272865 / -0.0272865 | 0.0139157 / -0.0139157 | 0.0261156 / -0.0261156 | 0.0844465 / -0.0844465 | 0.0323199 / -0.0323199 | 0.00635481 / -0.0063548 |
 | JES EffectiveNP Modelling2 | -0.00104046 / 0.00104042 | -0.00171002 / 0.00171008 | -0.00138508 / 0.00138509 | -0.00464215 / 0.00464213 | -0.00139431 / 0.00139431 | -0.000307457 / 0.000307446 | -0.0017319 / 0.00173189 | -0.00626176 / 0.0062618 | -0.00378197 / 0.00378198 | -0.00605419 / 0.0060542 |
 | JES EffectiveNP Modelling3 | 0.000695712 / -0.000695677 | 0.000654663 / -0.000654604 | 0.000501878 / -0.000501872 | 0.00081816 / -0.000818178 | 0.000377962 / -0.000377964 | -0.000791709 / 0.000791698 | 0.000580294 / -0.000580302 | 3.28929e-05 / -3.29273e-05 | -2.0668e-05 / 2.06821e-05 | 0.00169724 / -0.00169723 |
 | JES EffectiveNP Modelling4 | 0.000344394 / -0.000344359 | -1.06405e-06 / 1.02759e-06 | 1.78673e-05 / -1.78617e-05 | 0.00028817 / -0.000288188 | 0.00025531 / -0.000255311 | 3.07308e-05 / -3.07422e-05 | -6.62412e-07 / 6.54204e-07 | 2.64509e-05 / -2.64853e-05 | -3.79635e-06 / 3.8105e-06 | -0.0015707 / 0.00157071 |
 | JES EffectiveNP Stat1 | 0.00194345 / -0.0019435 | 0.000914881 / -0.000914822 | 0.000912939 / -0.000912933 | 0.00357266 / -0.00357261 | 0.00066185 / -0.000661851 | -2.83179e-05 / 2.83065e-05 | -0.000629346 / 0.000629338 | 5.04683e-05 / -5.04327e-05 | 0.00166503 / -0.00166502 | -0.00150274 / 0.00150275 |
 | JES EffectiveNP Stat2 | -0.00201626 / 0.0020163 | -0.00221477 / 0.00221483 | -0.00201449 / 0.0020145 | -0.00739168 / 0.00739167 | -0.0029992 / 0.0029992 | -0.00111648 / 0.00111647 | -0.00309317 / 0.00309316 | -0.0114075 / 0.0114075 | -0.00466202 / 0.00466203 | -0.00113007 / 0.00113008 |
 | JES EffectiveNP Stat3 | -0.000144119 / 0.000144154 | 0.000108271 / -0.000108213 | 4.08816e-05 / -4.0876e-05 | -0.00120914 / 0.00120912 | 1.86637e-05 / -1.86652e-05 | 0.000340001 / -0.000340012 | 0.00121315 / -0.00121316 | -5.88353e-05 / 5.88709e-05 | -0.00168023 / 0.00168024 | 0.00171621 / -0.0017162 |
 | JES EffectiveNP Stat4 | -0.000198426 / 0.000198461 | -0.000183987 / 0.000184045 | -0.0002718 / 0.000271806 | 0.000511502 / -0.00051152 | 0.000108253 / -0.000108254 | 6.31124e-05 / -6.31238e-05 | 0.00126691 / -0.00126692 | 5.04683e-05 / -5.04327e-05 | 0.000851 / -0.000850986 | -0.00134237 / 0.00134231 |
 | JES EffectiveNP Stat5 | 0.000567173 / -0.000567138 | -1.70365e-05 / 1.70001e-05 | 3.20736e-05 / -3.20681e-05 | 0.00106776 / -0.00106771 | -0.000746108 / 0.000746106 | 3.11124e-06 / -3.12264e-06 | -0.00112681 / 0.0011268 | -7.39599e-05 / 7.39956e-05 | -0.000583673 / 0.000583687 | 0.0001124 / -0.000112388 |
 | JES EffectiveNP Stat6 | 0.000778438 / -0.000778484 | 0.000174538 / -0.000174574 | 6.06994e-05 / -6.06939e-05 | 0.000299686 / -0.000299705 | 0.000251609 / -0.00025161 | 0.000229263 / -0.000229274 | 0.000658084 / -0.000658092 | -4.91869e-06 / 4.88432e-06 | 7.60756e-05 / -7.60615e-05 | -0.00135875 / 0.00135869 |
 | JES EtaIntercalibration Modeling | 0.0152399 / -0.0152398 | 0.0116418 / -0.0116419 | 0.00896695 / -0.00896694 | 0.0190965 / -0.0190966 | 0.00966903 / -0.00966903 | 0.00362673 / -0.00362666 | 0.0103272 / -0.0103272 | 0.0285802 / -0.0285801 | 0.00785662 / -0.0078567 | 0.0105609 / -0.010561 |
 | JES EtaIntercalibration Nonclosure HighE | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | -8.77643e-05 / 8.77785e-05 | 4.26406e-05 / -4.26288e-05 |
 | JES EtaIntercalibration Nonclosure NegEta | 0.000240926 / -0.000240891 | 0.000174823 / -0.00017486 | 4.92633e-05 / -4.92578e-05 | -0.000284349 / 0.000284331 | -0.000392456 / 0.000392455 | 0.000430739 / -0.00043075 | -3.65402e-05 / 3.6532e-05 | -7.17402e-07 / 7.5305e-07 | -0.000216983 / 0.000216998 | 0.0011365 / -0.00113649 |
 | JES EtaIntercalibration Nonclosure PosEta | -0.000122886 / 0.00012284 | -0.000109354 / 0.000109317 | 2.19871e-05 / -2.19816e-05 | 0.000279363 / -0.000279381 | -7.77013e-05 / 7.76998e-05 | 8.25933e-05 / -8.26047e-05 | -0.000577559 / 0.000577551 | 4.72964e-07 / -4.37316e-07 | 0.000694767 / -0.000694752 | -3.02397e-06 / 3.03578e-06 |
 | JES EtaIntercalibration TotalStat | 0.00411245 / -0.00411249 | 0.00315055 / -0.00315059 | 0.00273632 / -0.00273632 | 0.00800483 / -0.00800485 | 0.00255351 / -0.00255352 | 0.00114599 / -0.001146 | 0.00333147 / -0.00333148 | 0.0110624 / -0.0110624 | 0.00789144 / -0.00789142 | -0.00231583 / 0.00231577 |
 | JES Flavor Composition | 0.0500091 / -0.0500091 | 0.0417358 / -0.0417359 | 0.0295537 / -0.0295537 | 0.0758274 / -0.0758274 | 0.0368892 / -0.0368892 | 0.0155592 / -0.0155591 | 0.0517466 / -0.0517466 | 0.121301 / -0.121301 | 0.0667665 / -0.0667665 | 0.0758798 / -0.0758798 |
 | JES Flavor Response | -0.0198596 / 0.0198596 | -0.0174343 / 0.0174342 | -0.013185 / 0.013185 | -0.035749 / 0.035749 | -0.0150887 / 0.0150887 | -0.00844848 / 0.00844847 | -0.0171049 / 0.0171049 | -0.0584594 / 0.0584595 | -0.0247128 / 0.0247128 | -0.0239064 / 0.0239065 |
 | JER DataVsMC AFII | 1.77016e-08 / 1.77016e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / 7.68439e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP2 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / 7.68439e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP3 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP4 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP5 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP6 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP7 RestTerm | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | 5.93392e-06 / -5.99942e-06 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
