 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | b-tag Eigenvar. 14 | 4.44431e-05 / -4.44431e-05 | 0.000135203 / -0.000135203 | 0.000230025 / -0.000230025 | 5.78179e-06 / -5.78179e-06 | 9.98843e-05 / -9.98843e-05 | 0.000169071 / -0.000169071 | 6.01065e-06 / -6.01065e-06 | -1.23248e-05 / 1.23248e-05 | -3.51e-06 / 3.51e-06 | 3.1007e-05 / -3.1007e-05 |
 | b-tag Eigenvar. 15 | 0.00119232 / -0.00119232 | 0.00219233 / -0.00219233 | 0.0019644 / -0.0019644 | 6.56492e-05 / -6.56492e-05 | 0.00128674 / -0.00128674 | 0.00193944 / -0.00193944 | 7.26627e-05 / -7.26627e-05 | 7.05749e-05 / -7.05749e-05 | 6.23382e-05 / -6.23382e-05 | 8.12552e-05 / -8.12552e-05 |
 | b-tag Eigenvar. 16 | -0.000364205 / 0.000364205 | -0.000238677 / 0.000238677 | -0.000212629 / 0.000212629 | 1.63726e-05 / -1.63726e-05 | 0.00060087 / -0.00060087 | -0.000327995 / 0.000327995 | 1.40664e-05 / -1.40664e-05 | -1.35395e-05 / 1.35395e-05 | 2.78088e-05 / -2.78088e-05 | -1.01848e-05 / 1.01848e-05 |
 | b-tag Eigenvar. 17 | -0.000845714 / 0.000845714 | -0.00141797 / 0.00141797 | -0.00123833 / 0.00123833 | -3.29776e-05 / 3.29776e-05 | -0.00083911 / 0.00083911 | -0.00136851 / 0.00136851 | -3.79126e-05 / 3.79126e-05 | -6.23076e-05 / 6.23076e-05 | -3.01643e-05 / 3.01643e-05 | -4.35862e-05 / 4.35862e-05 |
 | b-tag Eigenvar. 18 | 0.00199952 / -0.00199952 | 0.00348594 / -0.00348594 | 0.00290253 / -0.00290253 | 0.000101173 / -0.000101173 | 0.0021571 / -0.0021571 | 0.00254521 / -0.00254521 | 0.000113133 / -0.000113133 | 0.000153171 / -0.000153171 | 8.83261e-05 / -8.83261e-05 | 0.00012196 / -0.00012196 |
 | b-tag Eigenvar. 19 | 0.000168203 / -0.000168203 | 1.81366e-05 / -1.81366e-05 | 0.000165726 / -0.000165726 | -6.65887e-05 / 6.65887e-05 | 0.000259905 / -0.000259905 | 0.000124785 / -0.000124785 | -2.78428e-05 / 2.78428e-05 | -3.25487e-05 / 3.25487e-05 | 1.44816e-05 / -1.44816e-05 | 1.4355e-05 / -1.4355e-05 |
 | b-tag Eigenvar. 20 | -0.000128967 / 0.000128967 | -0.000209394 / 0.000209394 | -0.000144717 / 0.000144717 | -4.29418e-06 / 4.29418e-06 | -0.000187505 / 0.000187505 | -1.1793e-05 / 1.1793e-05 | -5.30581e-06 / 5.30581e-06 | -1.09887e-05 / 1.09887e-05 | -3.63116e-06 / 3.63116e-06 | -4.92628e-06 / 4.92628e-06 |
 | b-tag Eigenvar. 21 | -0.000192044 / 0.000192044 | -0.000320186 / 0.000320186 | -0.000255248 / 0.000255248 | 1.00122e-06 / -1.00122e-06 | -0.000343381 / 0.000343381 | -0.000145699 / 0.000145699 | -2.81235e-06 / 2.81235e-06 | 2.19022e-06 / -2.19022e-06 | -5.9937e-06 / 5.9937e-06 | 3.35104e-06 / -3.35104e-06 |
 | b-tag Eigenvar. 22 | 0.000800952 / -0.000800952 | 0.00139757 / -0.00139757 | 0.00119143 / -0.00119143 | 8.06175e-06 / -8.06175e-06 | 0.000961447 / -0.000961447 | 0.000869906 / -0.000869906 | 1.48337e-05 / -1.48337e-05 | 1.89524e-05 / -1.89524e-05 | 2.20539e-05 / -2.20539e-05 | 1.67895e-05 / -1.67895e-05 |
 | b-tag Eigenvar. 23 | 0.000791792 / -0.000791792 | 0.00147359 / -0.00147359 | 0.00135446 / -0.00135446 | -6.20641e-06 / 6.20641e-06 | 0.00118889 / -0.00118889 | 0.00107673 / -0.00107673 | 3.8049e-06 / -3.8049e-06 | 2.73681e-06 / -2.73681e-06 | 2.52039e-05 / -2.52039e-05 | 1.78607e-05 / -1.78607e-05 |
 | b-tag Eigenvar. 24 | -0.000383877 / 0.000383877 | -0.00102696 / 0.00102696 | -0.00107998 / 0.00107998 | 1.66315e-06 / -1.66315e-06 | -0.000783614 / 0.000783614 | -0.000971469 / 0.000971469 | 1.59915e-06 / -1.59915e-06 | -7.64843e-06 / 7.64843e-06 | -1.5141e-05 / 1.5141e-05 | -3.22901e-05 / 3.22901e-05 |
 | b-tag Eigenvar. 25 | 0.00115131 / -0.00115131 | 0.00219246 / -0.00219246 | 0.00185972 / -0.00185972 | 2.48305e-05 / -2.48305e-05 | 0.00162286 / -0.00162286 | 0.00176478 / -0.00176478 | 3.71789e-05 / -3.71789e-05 | 2.27178e-05 / -2.27178e-05 | 4.64668e-05 / -4.64668e-05 | 3.5876e-05 / -3.5876e-05 |
 | b-tag Eigenvar. 26 | 0.000876207 / -0.000876207 | 0.00166759 / -0.00166759 | 0.00140739 / -0.00140739 | 2.50512e-05 / -2.50512e-05 | 0.00128331 / -0.00128331 | 0.00141374 / -0.00141374 | 3.67953e-05 / -3.67953e-05 | 2.47827e-05 / -2.47827e-05 | 4.14388e-05 / -4.14388e-05 | 3.7142e-05 / -3.7142e-05 |
 | b-tag Eigenvar. 27 | 0.000285094 / -0.000285094 | 0.000470584 / -0.000470584 | 0.000347889 / -0.000347889 | 8.42949e-06 / -8.42949e-06 | 0.000262735 / -0.000262735 | 0.000390593 / -0.000390593 | 1.70394e-05 / -1.70394e-05 | 8.02053e-06 / -8.02053e-06 | 1.70865e-05 / -1.70865e-05 | 1.0265e-05 / -1.0265e-05 |
 | b-tag Eigenvar. 28 | 7.16099e-05 / -7.16099e-05 | 6.54599e-05 / -6.54599e-05 | 6.91178e-05 / -6.91178e-05 | 6.22307e-06 / -6.22307e-06 | 0.000394148 / -0.000394148 | -4.25305e-06 / 4.25305e-06 | -2.07461e-05 / 2.07461e-05 | 6.19856e-06 / -6.19856e-06 | -2.82864e-05 / 2.82864e-05 | 7.21775e-07 / -7.21775e-07 |
 | b-tag Eigenvar. 29 | 0.000306015 / -0.000306015 | 0.000595168 / -0.000595168 | 0.000519424 / -0.000519424 | 9.82689e-06 / -9.82689e-06 | 0.000629579 / -0.000629579 | 0.000316912 / -0.000316912 | -7.89517e-06 / 7.89517e-06 | 1.18467e-05 / -1.18467e-05 | -1.26573e-05 / 1.26573e-05 | 6.75935e-06 / -6.75935e-06 |
 | b-tag Eigenvar. 30 | -0.00110978 / 0.00110978 | -0.00229129 / 0.00229129 | -0.00201396 / 0.00201396 | -1.59882e-05 / 1.59882e-05 | -0.00134798 / 0.00134798 | -0.00169741 / 0.00169741 | -3.12953e-05 / 3.12953e-05 | -2.27101e-05 / 2.27101e-05 | -4.11894e-05 / 4.11894e-05 | -2.68368e-05 / 2.68368e-05 |
 | b-tag Eigenvar. 31 | -0.00054844 / 0.00054844 | -0.000905387 / 0.000905387 | -0.000773786 / 0.000773786 | -1.85623e-05 / 1.85623e-05 | -0.00136456 / 0.00136456 | -0.00125236 / 0.00125236 | -1.68141e-05 / 1.68141e-05 | -4.06522e-06 / 4.06522e-06 | -2.33795e-05 / 2.33795e-05 | -3.11215e-05 / 3.11215e-05 |
 | b-tag Eigenvar. 32 | -4.89447e-06 / 4.89447e-06 | -1.57872e-05 / 1.57872e-05 | -3.50362e-05 / 3.50362e-05 | 3.13409e-06 / -3.13409e-06 | -0.00018326 / 0.00018326 | -0.000230452 / 0.000230452 | 8.31934e-07 / -8.31934e-07 | 9.96397e-06 / -9.96397e-06 | -4.29751e-06 / 4.29751e-06 | -9.33688e-07 / 9.33688e-07 |
 | b-tag Eigenvar. 33 | -0.000228787 / 0.000228787 | -0.000460653 / 0.000460653 | -0.000419131 / 0.000419131 | -1.86712e-06 / 1.86712e-06 | -0.000289906 / 0.000289906 | -0.000391846 / 0.000391846 | -3.10006e-06 / 3.10006e-06 | -4.00449e-06 / 4.00449e-06 | -5.9937e-06 / 5.9937e-06 | -5.3158e-06 / 5.3158e-06 |
 | b-tag Eigenvar. 34 | -0.00157589 / 0.00157589 | -0.00284375 / 0.00284375 | -0.00239869 / 0.00239869 | -4.20239e-05 / 4.20239e-05 | -0.0018333 / 0.0018333 | -0.00174217 / 0.00174217 | -3.23502e-05 / 3.23502e-05 | -3.5889e-05 / 3.5889e-05 | -2.89527e-05 / 2.89527e-05 | -2.84923e-05 / 2.84923e-05 |
 | b-tag Eigenvar. 35 | -0.000157591 / 0.000157591 | -0.000308617 / 0.000308617 | -0.000243344 / 0.000243344 | -8.85411e-06 / 8.85411e-06 | -0.000203881 / 0.000203881 | -0.000192943 / 0.000192943 | -4.8263e-06 / 4.8263e-06 | -3.39716e-06 / 3.39716e-06 | -9.65731e-07 / 9.65731e-07 | -2.49177e-06 / 2.49177e-06 |
 | b-tag Eigenvar. 36 | -0.000217233 / 0.000217233 | -0.000363849 / 0.000363849 | -0.0003306 / 0.0003306 | -2.84409e-08 / 2.84409e-08 | -0.000201152 / 0.000201152 | -0.000252499 / 0.000252499 | -4.34679e-06 / 4.34679e-06 | -6.31232e-06 / 6.31232e-06 | -1.04159e-05 / 1.04159e-05 | -4.53676e-06 / 4.53676e-06 |
 | b-tag Eigenvar. 37 | -0.00037451 / 0.00037451 | -0.000657659 / 0.000657659 | -0.000581313 / 0.000581313 | -5.83867e-06 / 5.83867e-06 | -0.000460541 / 0.000460541 | -0.000479271 / 0.000479271 | -8.47058e-06 / 8.47058e-06 | -1.12924e-05 / 1.12924e-05 | -1.27178e-05 / 1.27178e-05 | -1.05743e-05 / 1.05743e-05 |
 | b-tag Eigenvar. 38 | 7.78552e-05 / -7.78552e-05 | 0.00014102 / -0.00014102 | 0.000123108 / -0.000123108 | 3.64892e-06 / -3.64892e-06 | 0.000199455 / -0.000199455 | 0.000133948 / -0.000133948 | 1.79096e-06 / -1.79096e-06 | 2.61535e-06 / -2.61535e-06 | -3.59952e-07 / 3.59952e-07 | 5.0065e-06 / -5.0065e-06 |
 | b-tag Eigenvar. 39 | 7.68143e-05 / -7.68143e-05 | 0.000143896 / -0.000143896 | 0.000101108 / -0.000101108 | 6.885e-06 / -6.885e-06 | 8.69452e-05 / -8.69452e-05 | 7.5537e-05 / -7.5537e-05 | 4.28441e-06 / -4.28441e-06 | 5.28757e-06 / -5.28757e-06 | 7.91028e-07 / -7.91028e-07 | 3.25366e-06 / -3.25366e-06 |
 | b-tag Eigenvar. 40 | -7.60075e-06 / 7.60075e-06 | -3.1066e-06 / 3.1066e-06 | 1.55529e-05 / -1.55529e-05 | -6.16819e-07 / 6.16819e-07 | 1.8004e-05 / -1.8004e-05 | 6.24614e-05 / -6.24614e-05 | -9.90208e-07 / 9.90208e-07 | -1.0286e-06 / 1.0286e-06 | -6.02263e-07 / 6.02263e-07 | -4.46787e-07 / 4.46787e-07 |
 | b-tag Eigenvar. 41 | -3.21654e-05 / 3.21654e-05 | -6.41563e-05 / 6.41563e-05 | -6.74515e-05 / 6.74515e-05 | -1.01988e-07 / 1.01988e-07 | -2.96078e-05 / 2.96078e-05 | -7.05857e-05 / 7.05857e-05 | -5.10697e-07 / 5.10697e-07 | -1.78346e-07 / 1.78346e-07 | -1.3292e-06 / 1.3292e-06 | -9.33688e-07 / 9.33688e-07 |
 | b-tag Eigenvar. 42 | -0.000144164 / 0.000144164 | -0.000260247 / 0.000260247 | -0.000230166 / 0.000230166 | -1.79357e-06 / 1.79357e-06 | -0.000152833 / 0.000152833 | -0.00018254 / 0.00018254 | -3.38776e-06 / 3.38776e-06 | -4.36888e-06 / 4.36888e-06 | -5.75138e-06 / 5.75138e-06 | -3.46557e-06 / 3.46557e-06 |
 | b-tag Eigenvar. 43 | -9.16206e-06 / 9.16206e-06 | 1.61587e-07 / -1.61587e-07 | 7.58189e-06 / -7.58189e-06 | -3.2263e-07 / 3.2263e-07 | 2.39682e-05 / -2.39682e-05 | 1.34993e-05 / -1.34993e-05 | -5.10697e-07 / 5.10697e-07 | -4.82008e-07 / 4.82008e-07 | -4.2053e-07 / 4.2053e-07 | 4.29634e-07 / -4.29634e-07 |
 | b-tag Eigenvar. 44 | 2.22724e-05 / -2.22724e-05 | 4.51972e-05 / -4.51972e-05 | 4.05286e-05 / -4.05286e-05 | 2.65748e-07 / -2.65748e-07 | 2.16432e-05 / -2.16432e-05 | 4.2323e-05 / -4.2323e-05 | 2.5652e-07 / -2.5652e-07 | 4.28978e-07 / -4.28978e-07 | 1.85249e-07 / -1.85249e-07 | 5.27015e-07 / -5.27015e-07 |
 | b-tag Eigenvar. 45 | -5.88118e-05 / 5.88118e-05 | -9.94527e-05 / 9.94527e-05 | -9.22147e-05 / 9.22147e-05 | -4.69724e-07 / 4.69724e-07 | -9.00577e-05 / 9.00577e-05 | -7.94619e-05 / 7.94619e-05 | -1.18201e-06 / 1.18201e-06 | -1.87885e-06 / 1.87885e-06 | -1.93498e-06 / 1.93498e-06 | -2.39439e-06 / 2.39439e-06 |
 | b-tag Eigenvar. 45 | -5.88118e-05 / 5.88118e-05 | -9.94527e-05 / 9.94527e-05 | -9.22147e-05 / 9.22147e-05 | -4.69724e-07 / 4.69724e-07 | -9.00577e-05 / 9.00577e-05 | -7.94619e-05 / 7.94619e-05 | -1.18201e-06 / 1.18201e-06 | -1.87885e-06 / 1.87885e-06 | -1.93498e-06 / 1.93498e-06 | -2.39439e-06 / 2.39439e-06 |
 | Muon momentum resolution (ID) | 0.00058873 / -0.000588735 | 0.000246066 / -0.000246069 | 0.000380863 / -0.000380897 | -0.000136035 / 0.000136051 | 0.00426524 / -0.00426522 | 0.00154343 / -0.00154345 | 7.97287e-06 / -7.93975e-06 | -0.000280374 / 0.000280382 | 0.000460203 / -0.000460256 | 0.000846075 / -0.000846093 |
 | Muon momentum resolution (MS) | -0.000976883 / 0.000976872 | -0.000172356 / 0.000172352 | 0.000442068 / -0.000442103 | -0.000199477 / 0.000199493 | 0.00263998 / -0.00264001 | -0.0025833 / 0.00258325 | 0.000155631 / -0.000155598 | -0.000749518 / 0.000749522 | -0.00211023 / 0.0021102 | 0.0031087 / -0.00310878 |
 | Muon momentum scale | -0.00200025 / 0.00200025 | -0.00140052 / 0.00140051 | -0.00137958 / 0.00137965 | -0.00181319 / 0.0018132 | -0.00322931 / 0.00322933 | -0.000872209 / 0.000872197 | -0.00169002 / 0.00168996 | -0.00245905 / 0.00245906 | -0.00126662 / 0.00126663 | -0.00115255 / 0.00115253 |
 | Muon Sagitta ResBias | -0.000336309 / 0.000336305 | 0.000355871 / -0.000355875 | 3.92532e-05 / -3.91811e-05 | -0.000789411 / 0.000789428 | 0.000465414 / -0.000465393 | 0.000302881 / -0.000302893 | -0.000325907 / 0.00032594 | 0.000276761 / -0.000276754 | -0.0035933 / 0.0035933 | 6.17507e-06 / -6.09484e-06 |
 | Muon Sagitta Rho | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | Met ResoPara | -0.00164991 / 0.0016499 | 0.000398086 / -0.000398087 | -0.00185506 / 0.00185504 | -0.0012347 / 0.00123469 | -0.00690354 / 0.00690325 | -0.00303762 / 0.00303756 | -0.00263785 / 0.00263781 | 0.00450345 / -0.00450358 | -0.0258629 / 0.025859 | -0.0242343 / 0.0242309 |
 | Met ResoPerp | -0.000983529 / 0.000983524 | -9.03166e-05 / 9.03166e-05 | -0.00201797 / 0.00201794 | -0.00345847 / 0.0034584 | -0.0044972 / 0.00449709 | -0.0021527 / 0.00215268 | -0.00259344 / 0.0025934 | -0.0011989 / 0.00119889 | -0.0156582 / 0.0156569 | -0.016542 / 0.0165405 |
 | MET Scale | -0.00247847 / 0.00247842 | -0.00135888 / 0.00135887 | -0.0014495 / 0.00144945 | -0.00523272 / 0.00523256 | -0.00257155 / 0.00257143 | -0.000459622 / 0.000459609 | -0.0043329 / 0.00433272 | -0.00285302 / 0.00285298 | -0.0117639 / 0.0117629 | -0.0234225 / 0.0234188 |
 | Electron energy resolution | 0.000833461 / -0.000833457 | -0.000741983 / 0.000741987 | -3.68442e-05 / 3.6811e-05 | -0.000705729 / 0.000705751 | 0.0038421 / -0.0038419 | 0.00280298 / -0.00280289 | -0.000254178 / 0.000254211 | 0.0062409 / -0.0062404 | -0.000547256 / 0.000547267 | -0.00132916 / 0.00132917 |
 | Electron energy scale | 0.00321017 / -0.00320949 | 0.00821958 / -0.00821505 | 0.00547162 / -0.00546965 | 0.00599855 / -0.0059962 | 0.00679805 / -0.00679494 | 0.00676122 / -0.00675817 | 0.00526375 / -0.00526187 | 0.0116174 / -0.0116083 | 0.00715455 / -0.00715112 | 0.0112302 / -0.0112217 |
 | AF2 Electron energy scale | 0.00111301 / -0.00111301 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | BJES Response | -0.000233168 / 0.000233163 | -0.00025322 / 0.000253216 | -0.00387437 / 0.00387423 | -0.000137906 / 0.000137923 | 0.000189818 / -0.000189797 | -0.00450044 / 0.00450038 | -7.04026e-05 / 7.03407e-05 | 0.000415379 / -0.000415373 | 0.00016632 / -0.000166314 | 0.000414566 / -0.000414584 |
 | JES EffectiveNP Detector1 | 0.000567067 / -0.000567072 | 0.000447707 / -0.000447711 | 0.000198885 / -0.000198919 | -4.7687e-05 / 4.77037e-05 | 0.0005199 / -0.000519878 | 0.000296487 / -0.000296499 | 0.000620264 / -0.000620231 | 0.0008488 / -0.000848792 | 9.09915e-05 / -9.09845e-05 | 0.000678391 / -0.000678408 |
 | JES EffectiveNP Detector2 | 4.19449e-05 / -4.19497e-05 | -4.47433e-05 / 4.47396e-05 | 2.5862e-05 / -2.58962e-05 | 5.41023e-05 / -5.40857e-05 | 0.000101805 / -0.000101885 | -0.000365694 / 0.000365683 | -2.98568e-05 / 2.98903e-05 | -3.84398e-05 / 3.84475e-05 | -4.02202e-05 / 4.02272e-05 | -3.47246e-05 / 3.47075e-05 |
 | JES EffectiveNP Mixed1 | 0.000471305 / -0.000471208 | 0.000308269 / -0.000308273 | 0.000402401 / -0.00040233 | 0.000138864 / -0.000138921 | 0.000511153 / -0.000511134 | -3.41866e-05 / 3.4175e-05 | 0.000571211 / -0.000571179 | 0.000148663 / -0.000148716 | -0.00122045 / 0.00122045 | 0.000908219 / -0.000908144 |
 | JES EffectiveNP Mixed2 | -0.00057606 / 0.000576054 | -0.0010752 / 0.00107519 | -0.000555529 / 0.000555493 | -0.000365127 / 0.000365143 | -0.000504709 / 0.000504628 | -0.00112636 / 0.00112634 | -0.00103725 / 0.00103728 | -0.00146946 / 0.00146945 | -0.000117046 / 0.000117053 | -0.000871486 / 0.000871465 |
 | JES EffectiveNP Mixed3 | 0.00023534 / -0.000235344 | -8.16738e-05 / 8.16701e-05 | 6.70985e-05 / -6.70264e-05 | -0.000195958 / 0.000195975 | 0.000100592 / -0.000100571 | -0.00037772 / 0.000377709 | 8.41709e-05 / -8.42333e-05 | 0.000243176 / -0.000243169 | 0.000353536 / -0.000353529 | 0.00010599 / -0.000106007 |
 | JES EffectiveNP Modelling1 | 0.0172276 / -0.0172291 | 0.0166582 / -0.0166595 | 0.00945498 / -0.00945535 | 0.0263501 / -0.0263539 | 0.0145467 / -0.0145478 | 0.00149399 / -0.00149401 | 0.0279181 / -0.0279224 | 0.0398376 / -0.0398472 | 0.0401165 / -0.0401262 | 0.0289 / -0.0289046 |
 | JES EffectiveNP Modelling2 | -0.00125686 / 0.00125686 | -0.000707205 / 0.000707201 | -0.000320716 / 0.000320788 | -0.000438296 / 0.000438313 | -0.00181419 / 0.00181421 | 0.00166208 / -0.00166209 | -0.00187185 / 0.00187179 | -0.00181152 / 0.00181153 | -0.0015096 / 0.0015096 | -0.00183431 / 0.00183429 |
 | JES EffectiveNP Modelling3 | -0.000144867 / 0.000144863 | 0.000181128 / -0.000181132 | -3.39602e-05 / 3.39263e-05 | -0.000298926 / 0.000298942 | 0.000300368 / -0.000300347 | -0.00040481 / 0.000404798 | 0.000625895 / -0.000625959 | 0.00151127 / -0.00151128 | 0.00102256 / -0.00102256 | 0.00121247 / -0.00121249 |
 | JES EffectiveNP Modelling4 | 0.000237213 / -0.000237218 | -4.42857e-05 / 4.42821e-05 | 0.000153079 / -0.000153007 | 4.2373e-06 / -4.29418e-06 | 0.000102614 / -0.000102592 | -0.000362831 / 0.000362819 | -7.44513e-05 / 7.44848e-05 | 1.4944e-05 / -1.49363e-05 | -0.000131814 / 0.00013176 | -0.000206503 / 0.000206584 |
 | JES EffectiveNP Stat1 | 0.000390326 / -0.000390331 | 0.000509149 / -0.000509087 | 0.000258189 / -0.000258223 | 8.86695e-05 / -8.86529e-05 | 0.000525662 / -0.00052564 | -0.000114012 / 0.000114 | 0.000963306 / -0.000963369 | 0.00180534 / -0.00180533 | 0.00053739 / -0.000537444 | 0.000897399 / -0.000897318 |
 | JES EffectiveNP Stat2 | -0.0021115 / 0.00211147 | -0.00108608 / 0.00108606 | -0.000846794 / 0.000846756 | -0.000651804 / 0.000651818 | -0.0018047 / 0.0018047 | 0.000997182 / -0.0009972 | -0.00248669 / 0.00248669 | -0.0028074 / 0.0028073 | -0.000196535 / 0.000196482 | -0.00181104 / 0.00181101 |
 | JES EffectiveNP Stat3 | -0.000266467 / 0.000266462 | -0.000149456 / 0.000149452 | -0.000150987 / 0.000150953 | -0.000788087 / 0.000788104 | 0.00011161 / -0.00011169 | -0.000662044 / 0.000662032 | 2.59583e-05 / -2.59248e-05 | 0.000163738 / -0.000163731 | 0.000618383 / -0.000618376 | 0.000249918 / -0.000249935 |
 | JES EffectiveNP Stat4 | 0.000109498 / -0.000109503 | 4.00988e-05 / -4.01025e-05 | 0.00017476 / -0.000174794 | 0.000134195 / -0.000134252 | -0.000524427 / 0.000524449 | 0.000200853 / -0.000200865 | -0.000324372 / 0.000324406 | -0.000418503 / 0.000418511 | -0.000906423 / 0.00090643 | -0.000145641 / 0.000145624 |
 | JES EffectiveNP Stat5 | 0.000423218 / -0.000423223 | 0.000193965 / -0.000193969 | -8.42437e-05 / 8.42095e-05 | -0.000327167 / 0.000327183 | -0.000100773 / 0.000100794 | -0.000282564 / 0.000282552 | 0.000172017 / -0.000171984 | 0.00010993 / -0.000109922 | 0.000156779 / -0.000156772 | 0.000220898 / -0.000220916 |
 | JES EffectiveNP Stat6 | 0.00037388 / -0.000373885 | -0.000143965 / 0.000143962 | 4.47798e-05 / -4.4814e-05 | -0.000269653 / 0.000269669 | 9.90756e-05 / -9.91555e-05 | -0.000394327 / 0.000394316 | 9.17543e-06 / -9.1419e-06 | 0.000347211 / -0.000347203 | 7.17277e-05 / -7.17207e-05 | -0.00026016 / 0.000260143 |
 | JES EtaIntercalibration Modeling | 0.00677159 / -0.00677157 | 0.00803854 / -0.00803851 | 0.00364001 / -0.00364004 | 0.011501 / -0.0115009 | 0.0119373 / -0.0119372 | 0.00378668 / -0.00378669 | 0.0106753 / -0.0106752 | 0.0179493 / -0.017949 | 0.000284995 / -0.000284988 | 0.0131779 / -0.0131776 |
 | JES EtaIntercalibration Nonclosure HighE | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -4.69724e-07 / 4.12843e-07 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | 2.63419e-05 / -2.63084e-05 | 3.85141e-09 / 3.85141e-09 | 2.91125e-06 / -2.90422e-06 | 8.9922e-05 / -8.99392e-05 |
 | JES EtaIntercalibration Nonclosure NegEta | 0.00011668 / -0.000116685 | 0.000276977 / -0.000276981 | -1.43117e-05 / 1.43838e-05 | 9.48475e-05 / -9.49044e-05 | -0.000314976 / 0.000314997 | 4.9004e-05 / -4.90157e-05 | 0.000209803 / -0.000209769 | -6.55872e-05 / 6.55949e-05 | 0.000906188 / -0.000906181 | -3.67696e-05 / 3.67524e-05 |
 | JES EtaIntercalibration Nonclosure PosEta | -8.55624e-05 / 8.55577e-05 | 2.78758e-05 / -2.78794e-05 | -2.51522e-05 / 2.5118e-05 | 3.58626e-05 / -3.58459e-05 | -0.00254333 / 0.00254335 | 6.49429e-05 / -6.49546e-05 | 1.3491e-05 / -1.34575e-05 | 2.18068e-05 / -2.17991e-05 | 2.76876e-05 / -2.77412e-05 | -0.000130741 / 0.000130724 |
 | JES EtaIntercalibration TotalStat | 0.00238669 / -0.00238671 | 0.00179291 / -0.00179292 | 0.000874415 / -0.000874347 | 0.00173603 / -0.00173602 | 0.00281612 / -0.00281622 | -0.00111519 / 0.00111518 | 0.00328374 / -0.00328373 | 0.00539126 / -0.00539131 | 0.00159017 / -0.00159023 | 0.0030212 / -0.00302115 |
 | JES Flavor Composition | 0.0406536 / -0.0406637 | 0.0326673 / -0.0326735 | 0.0239045 / -0.0239077 | 0.0469202 / -0.0469342 | 0.041944 / -0.0419548 | 0.0110437 / -0.0110444 | 0.0560663 / -0.056087 | 0.0774995 / -0.0775431 | 0.0721513 / -0.0721883 | 0.059656 / -0.0596799 |
 | JES Flavor Response | -0.0157867 / 0.015785 | -0.016751 / 0.0167492 | -0.0113589 / 0.011358 | -0.0232099 / 0.0232062 | -0.0165019 / 0.0165001 | -0.00759279 / 0.0075924 | -0.0246791 / 0.024675 | -0.0305656 / 0.0305592 | -0.0189455 / 0.018943 | -0.0237161 / 0.0237124 |
 | JER DataVsMC AFII | -2.35417e-09 / -2.35417e-09 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | -1.78218e-07 / 1.85249e-07 | 4.01137e-08 / 4.01137e-08 |
 | JER Effective NP2 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JER Effective NP3 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84409e-08 / -2.84409e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
