 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | JES EtaIntercalibration Nonclosure HighE | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | JES EtaIntercalibration Nonclosure NegEta | -0.000381463 / 0.000381477 | 2.28801e-06 / -2.26206e-06 | 0.000547484 / -0.000547485 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | 1.86355e-07 / -1.41903e-07 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | -0.0163703 / 0.0163703 |
 | JES EtaIntercalibration Nonclosure PosEta | -0.000151349 / 0.000151279 | 1.37799e-06 / -1.35205e-06 | -3.19561e-05 / 3.19543e-05 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | -3.71727e-06 / 3.72929e-06 | -1.43282e-08 / -1.43282e-08 | 0.0819673 / -0.0819673 | 2.87719e-08 / 2.87719e-08 |
 | JES EtaIntercalibration TotalStat | 0.00293101 / -0.00293099 | -0.00882444 / 0.00882436 | 0.00365884 / -0.00365884 | -0.00293065 / 0.00293063 | 0.0295775 / -0.0295775 | -0.016083 / 0.016083 | 0.0174324 / -0.0174325 | -0.1205 / 0.1205 | -0.0003667 / 0.000366696 | -0.0140016 / 0.0140016 |
 | JES Flavor Composition | 0.0171102 / -0.0171102 | 0.0116533 / -0.00926377 | -0.00115774 / 0.00115774 | -0.014157 / 0.0249624 | -0.18776 / 0.213762 | 0.00158753 / 0.000848842 | 0.108418 / -0.10691 | -0.192622 / 0.192622 | 0.220391 / -0.220391 | 0.101895 / -0.101895 |
 | JES Flavor Response | -0.0115011 / 0.0115176 | 0.0059742 / -0.00597417 | -0.00204595 / 0.00204595 | 0.0264921 / -0.026492 | 0.255497 / -0.21371 | -0.000378295 / 0.000378339 | -0.0514935 / 0.0514935 | 0.139706 / -0.139706 | -0.0522202 / 0.0522202 | -0.00299641 / 0.0029964 |
 | JER DataVsMC AFII | -3.47506e-08 / -3.47506e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | JER Effective NP2 | -1.04071e-06 / 1.05504e-06 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | JER Effective NP3 | -1.04071e-06 / 1.05504e-06 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | JER Effective NP4 | -3.47506e-08 / 4.90797e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | JER Effective NP5 | -3.47506e-08 / 4.90797e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | JER Effective NP6 | -3.47506e-08 / 4.90797e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | JER Effective NP7 RestTerm | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | JES Pileup OffsetMu | 0.00158335 / -0.00158334 | -0.00598358 / 0.0059836 | -0.00203169 / 0.00203169 | 0.00414753 / -0.00414756 | -0.0112897 / 0.0112897 | -0.0480481 / 0.0480482 | 0.0124374 / -0.0124374 | 0.000341332 / -0.000341361 | 0.000493384 / -0.000493389 | -0.0118694 / 0.0118693 |
 | JES Pileup NPV | 0.000987235 / -0.000987221 | -0.00479985 / 0.00479988 | 0.00348671 / -0.00348671 | -0.00118752 / 0.0011875 | -0.168329 / 0.168329 | -0.00451774 / 0.00451767 | 0.0138656 / -0.0138656 | -0.119773 / 0.119773 | 0.0103522 / -0.0103522 | -0.0208017 / 0.0208018 |
 | JES Pileup PtTerm | 0.000650992 / -0.000651061 | -0.00482452 / 0.00482455 | 0.00131299 / -0.00131299 | -0.00288106 / 0.00288111 | -0.184677 / 0.184677 | 0.0157986 / -0.0157985 | 0.00309978 / -0.00309977 | 3.98938e-05 / -3.98491e-05 | 0.00551858 / -0.00551858 | -0.00720111 / 0.00720116 |
 | JES Pileup RhoTopology | 0.00973283 / -0.00973282 | 0.0195777 / -0.0195777 | -0.000621304 / 0.000621302 | -0.0109069 / 0.0265177 | -0.167904 / 0.193723 | 0.0738809 / -0.0693407 | 0.072342 / -0.072342 | -0.102061 / 0.102061 | 0.193537 / -0.193537 | 0.0815044 / -0.0815044 |
 | JET PunchThrough AFII | -3.47506e-08 / -3.47506e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES Relative NonClosure | 0.000240558 / -0.000240544 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES SingleParticle HighPt | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | #it{t#bar{t}} cross-section |    nan    | 0.056 / -0.056 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER DataVsMC |    nan    | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | JET PunchThrough MC16 |    nan    | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | -9.20571e-06 / 9.18996e-06 |
 | VV cross-section |    nan    | 0 / 0 | 0 / 0 | 0.06 / -0.06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top cross-section |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets cross-section |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.05 | 0.05 / -0.05 | 0.05 / -0.05 |
