 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | b-tag Eigenvar. 15 | 0.00150924 / -0.00150924 | 0.00256744 / -0.00256744 | 0.00257421 / -0.00257421 | 0.0007391 / -0.0007391 | 0.00240577 / -0.00240577 | 0.00266592 / -0.00266592 | 0.00100302 / -0.00100302 | 0.000971237 / -0.000971237 | 0.00141658 / -0.00141658 | 0.00125862 / -0.00125862 |
 | b-tag Eigenvar. 16 | 0.000743868 / -0.000743868 | 0.00107929 / -0.00107929 | 0.00108446 / -0.00108446 | 0.000354985 / -0.000354985 | 0.00106042 / -0.00106042 | 0.00121764 / -0.00121764 | 0.000581628 / -0.000581628 | 0.000464963 / -0.000464963 | 0.000725943 / -0.000725943 | 0.000224368 / -0.000224368 |
 | b-tag Eigenvar. 17 | -0.000590415 / 0.000590415 | -0.00129188 / 0.00129188 | -0.00134894 / 0.00134894 | -0.000465583 / 0.000465583 | -0.00115449 / 0.00115449 | -0.00157205 / 0.00157205 | -0.000665522 / 0.000665522 | -0.000447064 / 0.000447064 | -0.000985019 / 0.000985019 | -0.00075246 / 0.00075246 |
 | b-tag Eigenvar. 18 | 0.00163031 / -0.00163031 | 0.00286419 / -0.00286419 | 0.00260544 / -0.00260544 | 0.000767324 / -0.000767324 | 0.00243996 / -0.00243996 | 0.00248347 / -0.00248347 | 0.00121099 / -0.00121099 | 0.00137056 / -0.00137056 | 0.00135685 / -0.00135685 | 0.00132255 / -0.00132255 |
 | b-tag Eigenvar. 19 | 0.00165456 / -0.00165456 | 0.00231287 / -0.00231287 | 0.00213548 / -0.00213548 | 0.000894281 / -0.000894281 | 0.00217523 / -0.00217523 | 0.00209687 / -0.00209687 | 0.00126654 / -0.00126654 | 0.00137493 / -0.00137493 | 0.00137378 / -0.00137378 | 0.00135718 / -0.00135718 |
 | b-tag Eigenvar. 20 | 0.000568399 / -0.000568399 | 0.000651088 / -0.000651088 | 0.000706981 / -0.000706981 | 0.000234409 / -0.000234409 | 0.00122146 / -0.00122146 | 0.000925797 / -0.000925797 | 0.000200803 / -0.000200803 | 0.000215383 / -0.000215383 | 0.000329447 / -0.000329447 | 0.000322202 / -0.000322202 |
 | b-tag Eigenvar. 21 | -1.90344e-05 / 1.90344e-05 | -0.000137703 / 0.000137703 | -0.000184176 / 0.000184176 | -0.000141919 / 0.000141919 | -0.0002869 / 0.0002869 | -0.000100439 / 0.000100439 | 1.80891e-05 / -1.80891e-05 | 5.23247e-05 / -5.23247e-05 | 2.04193e-05 / -2.04193e-05 | 0.000114351 / -0.000114351 |
 | b-tag Eigenvar. 22 | -0.00117291 / 0.00117291 | -0.00161281 / 0.00161281 | -0.00192014 / 0.00192014 | -0.000887547 / 0.000887547 | -0.00381123 / 0.00381123 | -0.00242937 / 0.00242937 | -0.00106769 / 0.00106769 | -0.00130998 / 0.00130998 | -0.00148208 / 0.00148208 | -0.00150419 / 0.00150419 |
 | b-tag Eigenvar. 23 | -0.000294587 / 0.000294587 | 7.39636e-05 / -7.39636e-05 | 0.000392945 / -0.000392945 | 3.88912e-05 / -3.88912e-05 | 0.00178983 / -0.00178983 | 0.000721872 / -0.000721872 | 5.6864e-05 / -5.6864e-05 | 0.000194958 / -0.000194958 | 0.000553366 / -0.000553366 | 2.7012e-05 / -2.7012e-05 |
 | b-tag Eigenvar. 24 | -2.93026e-05 / 2.93026e-05 | -0.000209364 / 0.000209364 | -0.000185381 / 0.000185381 | -2.38302e-05 / 2.38302e-05 | 0.000222166 / -0.000222166 | -0.000174012 / 0.000174012 | -2.03144e-06 / 2.03144e-06 | 0.000135174 / -0.000135174 | 0.000133681 / -0.000133681 | 9.86079e-05 / -9.86079e-05 |
 | b-tag Eigenvar. 25 | 0.000251904 / -0.000251904 | 0.000570727 / -0.000570727 | 0.0005378 / -0.0005378 | 0.000206941 / -0.000206941 | 0.00010324 / -0.00010324 | 0.000478784 / -0.000478784 | -1.66942e-05 / 1.66942e-05 | 0.000278496 / -0.000278496 | -0.000149473 / 0.000149473 | -0.000124142 / 0.000124142 |
 | b-tag Eigenvar. 26 | 0.00164481 / -0.00164481 | 0.0028723 / -0.0028723 | 0.00261377 / -0.00261377 | 0.00097052 / -0.00097052 | 0.00213559 / -0.00213559 | 0.00264042 / -0.00264042 | 0.00117441 / -0.00117441 | 0.00121221 / -0.00121221 | 0.00138785 / -0.00138785 | 0.00166328 / -0.00166328 |
 | b-tag Eigenvar. 27 | 6.05118e-05 / -6.05118e-05 | 0.000242058 / -0.000242058 | 0.000140598 / -0.000140598 | 0.000224027 / -0.000224027 | -0.000105473 / 0.000105473 | 8.98115e-05 / -8.98115e-05 | 0.00023355 / -0.00023355 | 0.000340231 / -0.000340231 | 0.000203493 / -0.000203493 | 0.000232209 / -0.000232209 |
 | b-tag Eigenvar. 28 | 0.000136614 / -0.000136614 | 0.000336575 / -0.000336575 | 0.000290494 / -0.000290494 | 9.27451e-05 / -9.27451e-05 | 0.000466711 / -0.000466711 | 0.000327921 / -0.000327921 | -6.43482e-05 / 6.43482e-05 | 4.6702e-05 / -4.6702e-05 | 0.000134332 / -0.000134332 | -1.66572e-05 / 1.66572e-05 |
 | b-tag Eigenvar. 29 | -0.00021972 / 0.00021972 | -0.000291495 / 0.000291495 | -0.000288051 / 0.000288051 | -0.000269201 / 0.000269201 | -0.000402119 / 0.000402119 | -0.000380611 / 0.000380611 | -0.000108011 / 0.000108011 | 4.22268e-05 / -4.22268e-05 | -0.000135722 / 0.000135722 | -0.000294898 / 0.000294898 |
 | b-tag Eigenvar. 30 | 0.000431208 / -0.000431208 | 0.000109647 / -0.000109647 | 7.01428e-05 / -7.01428e-05 | -1.22885e-06 / 1.22885e-06 | 3.57972e-05 / -3.57972e-05 | 2.64939e-05 / -2.64939e-05 | 8.5212e-05 / -8.5212e-05 | 0.000188762 / -0.000188762 | 8.83598e-05 / -8.83598e-05 | -0.000109545 / 0.000109545 |
 | b-tag Eigenvar. 31 | 6.71406e-05 / -6.71406e-05 | -0.000123769 / 0.000123769 | -0.000156783 / 0.000156783 | 6.34097e-06 / -6.34097e-06 | -9.49702e-05 / 9.49702e-05 | -0.000175424 / 0.000175424 | -5.31882e-05 / 5.31882e-05 | 2.73094e-05 / -2.73094e-05 | -0.000104071 / 0.000104071 | -0.000121005 / 0.000121005 |
 | b-tag Eigenvar. 32 | 0.00113049 / -0.00113049 | 0.00180438 / -0.00180438 | 0.00161972 / -0.00161972 | 0.000320597 / -0.000320597 | 0.00137663 / -0.00137663 | 0.00144802 / -0.00144802 | 0.000669442 / -0.000669442 | 0.000665201 / -0.000665201 | 0.000874517 / -0.000874517 | 0.000725298 / -0.000725298 |
 | b-tag Eigenvar. 33 | -0.00045056 / 0.00045056 | -0.000743138 / 0.000743138 | -0.000747053 / 0.000747053 | -0.00011748 / 0.00011748 | -0.000632764 / 0.000632764 | -0.000879869 / 0.000879869 | -0.000143038 / 0.000143038 | -0.00013793 / 0.00013793 | -0.000266558 / 0.000266558 | -0.000216305 / 0.000216305 |
 | b-tag Eigenvar. 34 | 0.000219604 / -0.000219604 | -0.000281763 / 0.000281763 | -0.000223513 / 0.000223513 | 6.92786e-05 / -6.92786e-05 | -0.000235828 / 0.000235828 | -0.000211616 / 0.000211616 | -2.96463e-05 / 2.96463e-05 | 0.00016432 / -0.00016432 | -4.58939e-05 / 4.58939e-05 | -7.17264e-05 / 7.17264e-05 |
 | b-tag Eigenvar. 35 | 0.000494962 / -0.000494962 | 0.000714492 / -0.000714492 | 0.00066633 / -0.00066633 | 0.000347199 / -0.000347199 | 0.000582652 / -0.000582652 | 0.000516759 / -0.000516759 | 0.000185896 / -0.000185896 | 0.000144354 / -0.000144354 | 0.000212361 / -0.000212361 | 0.00026098 / -0.00026098 |
 | b-tag Eigenvar. 36 | -0.000725462 / 0.000725462 | -0.00112083 / 0.00112083 | -0.00112563 / 0.00112563 | -0.000256332 / 0.000256332 | -0.000941869 / 0.000941869 | -0.00098354 / 0.00098354 | -0.000292843 / 0.000292843 | -0.000444769 / 0.000444769 | -0.000591859 / 0.000591859 | -0.000323548 / 0.000323548 |
 | b-tag Eigenvar. 37 | -0.00177042 / 0.00177042 | -0.0026662 / 0.0026662 | -0.00251852 / 0.00251852 | -0.000768268 / 0.000768268 | -0.00201437 / 0.00201437 | -0.00238686 / 0.00238686 | -0.000858093 / 0.000858093 | -0.00130263 / 0.00130263 | -0.00110772 / 0.00110772 | -0.0010038 / 0.0010038 |
 | b-tag Eigenvar. 38 | 0.000524012 / -0.000524012 | 0.00092004 / -0.00092004 | 0.000883942 / -0.000883942 | 4.23517e-05 / -4.23517e-05 | 0.000719391 / -0.000719391 | 0.00119601 / -0.00119601 | 0.000425062 / -0.000425062 | 0.00066084 / -0.00066084 | 0.000413254 / -0.000413254 | 0.000645499 / -0.000645499 |
 | b-tag Eigenvar. 39 | 0.001578 / -0.001578 | 0.00235061 / -0.00235061 | 0.00208322 / -0.00208322 | 0.000678217 / -0.000678217 | 0.00179724 / -0.00179724 | 0.00202501 / -0.00202501 | 0.00100481 / -0.00100481 | 0.00145513 / -0.00145513 | 0.00109819 / -0.00109819 | 0.0011337 / -0.0011337 |
 | b-tag Eigenvar. 40 | 0.000480729 / -0.000480729 | 0.000947687 / -0.000947687 | 0.00123359 / -0.00123359 | 8.05252e-05 / -8.05252e-05 | 0.00152768 / -0.00152768 | 0.00159977 / -0.00159977 | 0.000348164 / -0.000348164 | 0.000199089 / -0.000199089 | 0.000534489 / -0.000534489 | 0.000500498 / -0.000500498 |
 | b-tag Eigenvar. 41 | -0.00110441 / 0.00110441 | -0.00175524 / 0.00175524 | -0.00178986 / 0.00178986 | -0.000289855 / 0.000289855 | -0.00158592 / 0.00158592 | -0.00186307 / 0.00186307 | -0.000415277 / 0.000415277 | -0.000505586 / 0.000505586 | -0.000636936 / 0.000636936 | -0.000568374 / 0.000568374 |
 | b-tag Eigenvar. 42 | -0.00231814 / 0.00231814 | -0.0033935 / 0.0033935 | -0.00304874 / 0.00304874 | -0.00100012 / 0.00100012 | -0.00270754 / 0.00270754 | -0.00290871 / 0.00290871 | -0.000936131 / 0.000936131 | -0.00120728 / 0.00120728 | -0.0012995 / 0.0012995 | -0.00104295 / 0.00104295 |
 | b-tag Eigenvar. 43 | 0.000489308 / -0.000489308 | 0.000890107 / -0.000890107 | 0.000993515 / -0.000993515 | 9.39346e-05 / -9.39346e-05 | 0.000727628 / -0.000727628 | 0.00108119 / -0.00108119 | 0.000113234 / -0.000113234 | 0.000403458 / -0.000403458 | 0.000328959 / -0.000328959 | 0.000226962 / -0.000226962 |
 | b-tag Eigenvar. 44 | 0.000428933 / -0.000428933 | 0.000588348 / -0.000588348 | 0.000613296 / -0.000613296 | 1.19643e-05 / -1.19643e-05 | 0.000302583 / -0.000302583 | 0.000624592 / -0.000624592 | 7.32374e-05 / -7.32374e-05 | 0.000125764 / -0.000125764 | 0.00015923 / -0.00015923 | 0.000143604 / -0.000143604 |
 | b-tag Eigenvar. 45 | -0.00113977 / 0.00113977 | -0.00177286 / 0.00177286 | -0.00161443 / 0.00161443 | -0.000272445 / 0.000272445 | -0.00126158 / 0.00126158 | -0.00160007 / 0.00160007 | -0.000437679 / 0.000437679 | -0.000433638 / 0.000433638 | -0.000533927 / 0.000533927 | -0.000439356 / 0.000439356 |
 | b-tag Eigenvar. 45 | -0.00113977 / 0.00113977 | -0.00177286 / 0.00177286 | -0.00161443 / 0.00161443 | -0.000272445 / 0.000272445 | -0.00126158 / 0.00126158 | -0.00160007 / 0.00160007 | -0.000437679 / 0.000437679 | -0.000433638 / 0.000433638 | -0.000533927 / 0.000533927 | -0.000439356 / 0.000439356 |
 | Muon momentum resolution (ID) | -0.000222526 / 0.000222476 | 0.000284341 / -0.000284381 | 0.000181414 / -0.000181491 | -0.00173463 / 0.00173466 | 0.000907633 / -0.000907703 | 0.000231327 / -0.000231327 | -0.000145615 / 0.000145625 | 0.0030471 / -0.0030471 | -0.000442742 / 0.000442735 | -0.00136619 / 0.00136617 |
 | Muon momentum resolution (MS) | -8.13339e-05 / 8.12838e-05 | -0.000579056 / 0.000579013 | -0.000153237 / 0.000153268 | -0.00447719 / 0.00447709 | 0.000373803 / -0.000373772 | 6.59601e-05 / -6.59599e-05 | -0.000643375 / 0.000643382 | -0.000333296 / 0.000333294 | -0.00325614 / 0.00325606 | -0.000576937 / 0.000576915 |
 | Muon momentum scale | -0.00195056 / 0.00195058 | -0.00130375 / 0.00130378 | -0.00151461 / 0.00151464 | -0.000371718 / 0.000371747 | -0.000598476 / 0.000598405 | -0.00039109 / 0.00039109 | -0.000972055 / 0.000972065 | 0.000913977 / -0.000913979 | -0.00401997 / 0.00401996 | -0.00497795 / 0.00497793 |
 | Muon Sagitta ResBias | -0.000322012 / 0.000321962 | -5.02642e-05 / 5.02977e-05 | 4.1106e-05 / -4.11833e-05 | 0.00170533 / -0.0017053 | -0.00124758 / 0.00124761 | 0.000296411 / -0.000296411 | -0.000502521 / 0.000502531 | 0.00120429 / -0.00120429 | 0.000274281 / -0.000274288 | -2.0035e-05 / 2.00153e-05 |
 | Muon Sagitta Rho | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | Met ResoPara | -0.00192194 / 0.00192191 | -0.00090462 / 0.000904615 | -0.00246162 / 0.00246159 | 0.00134466 / -0.00134467 | -0.00508646 / 0.00508631 | 0.00098355 / -0.000983556 | 0.00312316 / -0.00312323 | 0.00364769 / -0.00364777 | -0.00428283 / 0.00428272 | -0.0229693 / 0.0229662 |
 | Met ResoPerp | 0.000510595 / -0.000510597 | -0.000747715 / 0.000747712 | -0.00138102 / 0.00138101 | -0.003951 / 0.00395091 | -0.00595819 / 0.00595799 | 0.000216443 / -0.000216443 | -0.00206868 / 0.00206866 | -0.00758641 / 0.00758608 | -0.00841524 / 0.00841483 | -0.00167353 / 0.00167351 |
 | MET Scale | -0.00238297 / 0.00238295 | -0.0012744 / 0.00127443 | -0.00184236 / 0.00184237 | -0.00351706 / 0.003517 | -0.000510661 / 0.000510692 | -0.00113173 / 0.00113172 | -0.00284007 / 0.00284003 | -0.00666322 / 0.00666292 | -0.00970368 / 0.00970305 | -0.0121355 / 0.0121345 |
 | Electron energy resolution | -0.00120189 / 0.00120192 | -0.000190902 / 0.000190935 | 0.000110817 / -0.000110892 | 0.00110537 / -0.00110532 | -0.00251574 / 0.00251576 | 0.00207056 / -0.00207051 | 0.00176899 / -0.00176894 | 0.00248466 / -0.00248458 | 0.00364827 / -0.00364811 | -0.00098219 / 0.000982184 |
 | Electron energy scale | -0.00147116 / 0.00147126 | 0.00727685 / -0.00727328 | 0.00483098 / -0.0048294 | 0.00113552 / -0.00113551 | 0.00338519 / -0.0033844 | 0.00517078 / -0.00516899 | 0.00557104 / -0.00556896 | 0.00642007 / -0.00641721 | 0.00847994 / -0.00847512 | 0.00931758 / -0.00931177 |
 | AF2 Electron energy scale | 0.000108019 / -0.000108069 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | 2.4059e-05 / -2.41293e-05 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | BJES Response | 0.00494781 / -0.00494796 | 0.00772131 / -0.00772168 | 0.00670961 / -0.00670989 | 0.00439401 / -0.00439411 | 0.00751046 / -0.00751091 | 0.00297522 / -0.00297528 | 0.00505087 / -0.00505103 | 0.00413173 / -0.00413185 | 0.00350398 / -0.00350407 | 0.00755397 / -0.00755432 |
 | JES EffectiveNP Detector1 | -0.000248185 / 0.000248134 | 0.000674164 / -0.000674131 | 0.000661618 / -0.000661586 | 0.00107163 / -0.0010716 | 0.000835125 / -0.000835093 | 0.000461171 / -0.00046117 | 0.000963104 / -0.000963094 | 0.00225058 / -0.00225058 | 0.000642462 / -0.000642469 | 0.000639045 / -0.000639065 |
 | JES EffectiveNP Detector2 | 2.63277e-05 / -2.63132e-05 | 1.1518e-05 / -1.15582e-05 | 1.40415e-05 / -1.41188e-05 | 0.00014595 / -0.000145921 | -7.65466e-06 / 7.68733e-06 | -4.15799e-05 / 4.15801e-05 | 8.69227e-05 / -8.69126e-05 | 0.000364902 / -0.000364904 | 0.000174445 / -0.000174452 | -5.6796e-06 / 5.65994e-06 |
 | JES EffectiveNP Mixed1 | 0.000448123 / -0.00044811 | 0.000338899 / -0.000338939 | 0.000438687 / -0.000438656 | 0.00232228 / -0.00232229 | -0.000252485 / 0.000252415 | 0.000732841 / -0.000732843 | 0.00055619 / -0.000556182 | 0.00195997 / -0.00195988 | 0.00165682 / -0.00165685 | -0.00070689 / 0.000706927 |
 | JES EffectiveNP Mixed2 | -0.000342685 / 0.000342699 | -0.00106827 / 0.0010683 | -0.00103266 / 0.00103269 | -0.0029081 / 0.00290808 | -0.00312154 / 0.00312151 | -0.000821072 / 0.000821069 | -0.000444997 / 0.000445006 | -0.00257123 / 0.00257119 | -0.000768218 / 0.000768207 | -0.00184948 / 0.00184944 |
 | JES EffectiveNP Mixed3 | 9.1057e-06 / -9.09115e-06 | 0.000104412 / -0.000104379 | 0.000134681 / -0.000134649 | 0.000234841 / -0.000234812 | 0.000228653 / -0.000228621 | 6.73679e-05 / -6.73677e-05 | 0.000476056 / -0.000476046 | 0.000366508 / -0.00036651 | 6.15091e-05 / -6.15162e-05 | 0.000663474 / -0.000663493 |
 | JES EffectiveNP Modelling1 | 0.029788 / -0.0297931 | 0.0272609 / -0.027265 | 0.0210913 / -0.0210937 | 0.0403957 / -0.0404057 | 0.0276239 / -0.0276282 | 0.0132643 / -0.0132652 | 0.0322317 / -0.0322377 | 0.0447028 / -0.0447152 | 0.0260568 / -0.0260605 | 0.0384568 / -0.0384656 |
 | JES EffectiveNP Modelling2 | -0.00178062 / 0.00178063 | -0.00179933 / 0.00179937 | -0.00136833 / 0.00136836 | -0.00121456 / 0.00121459 | -0.00435438 / 0.00435441 | -0.000367903 / 0.000367903 | -0.00156402 / 0.00156403 | -0.00111112 / 0.00111112 | -0.00487854 / 0.00487853 | -0.00447086 / 0.00447084 |
 | JES EffectiveNP Modelling3 | 0.000356057 / -0.000356044 | 0.000312751 / -0.000312791 | 0.000321234 / -0.000321203 | 0.00139986 / -0.00139984 | 0.000810699 / -0.000810671 | 0.000219006 / -0.000219006 | 0.00114094 / -0.00114102 | 0.000242804 / -0.000242806 | 0.00408692 / -0.00408694 | 0.000282569 / -0.000282589 |
 | JES EffectiveNP Modelling4 | -0.000288738 / 0.000288752 | 5.92185e-05 / -5.9185e-05 | 2.12733e-05 / -2.13506e-05 | 0.000223162 / -0.000223133 | -1.27075e-06 / 1.20045e-06 | 2.19243e-06 / -2.19224e-06 | 0.000175062 / -0.000175134 | 0.000367426 / -0.000367428 | -5.77733e-05 / 5.77663e-05 | 0.000126414 / -0.000126373 |
 | JES EffectiveNP Stat1 | 0.00021577 / -0.00021582 | 0.000682274 / -0.000682241 | 0.000713336 / -0.000713304 | 0.00127288 / -0.00127285 | 0.00313395 / -0.00313392 | 0.000610398 / -0.000610398 | 0.00102086 / -0.00102085 | 0.00161567 / -0.00161567 | 0.000652307 / -0.000652314 | 0.000192823 / -0.000192842 |
 | JES EffectiveNP Stat2 | -0.00239853 / 0.00239851 | -0.00263448 / 0.00263447 | -0.00181818 / 0.00181819 | -0.00283721 / 0.00283719 | -0.00425882 / 0.00425874 | -0.000824587 / 0.000824583 | -0.00254623 / 0.0025462 | -0.00291698 / 0.00291693 | -0.00467685 / 0.00467671 | -0.0068904 / 0.00689014 |
 | JES EffectiveNP Stat3 | 0.000483913 / -0.000483899 | -4.11959e-05 / 4.12294e-05 | 3.84762e-05 / -3.8444e-05 | -0.000442225 / 0.000442255 | 1.29386e-05 / -1.29059e-05 | 0.000115748 / -0.000115748 | 0.000457972 / -0.000457962 | -0.000411148 / 0.000411146 | 9.72287e-05 / -9.72358e-05 | -0.000145192 / 0.000145233 |
 | JES EffectiveNP Stat4 | -0.000318957 / 0.000318972 | -5.89638e-05 / 5.89236e-05 | -7.8986e-05 / 7.90182e-05 | -0.000816282 / 0.000816204 | -0.000480476 / 0.000480509 | -0.000167844 / 0.000167844 | -0.000232155 / 0.000232166 | -0.00027976 / 0.000279758 | -0.000581607 / 0.0005816 | -0.000134033 / 0.000134014 |
 | JES EffectiveNP Stat5 | 0.000197638 / -0.000197623 | 0.000120632 / -0.000120598 | 5.82348e-06 / -5.79126e-06 | 7.46857e-05 / -7.47643e-05 | 7.88581e-07 / -8.58881e-07 | 0.000119835 / -0.000119835 | 0.000199989 / -0.000199979 | 0.000357673 / -0.000357674 | 0.000893231 / -0.000893238 | -0.000367519 / 0.0003675 |
 | JES EffectiveNP Stat6 | -0.000435287 / 0.000435237 | 0.000136778 / -0.000136744 | 0.00019407 / -0.000194038 | 0.00031227 / -0.00031224 | 5.0102e-06 / -4.97754e-06 | -6.20533e-06 / 6.20551e-06 | 0.000490556 / -0.000490546 | 0.000387507 / -0.000387509 | 8.85226e-05 / -8.84483e-05 | 0.000445248 / -0.000445268 |
 | JES EtaIntercalibration Modeling | 0.0136726 / -0.0136725 | 0.0117618 / -0.0117617 | 0.00895771 / -0.00895763 | 0.0158212 / -0.0158209 | 0.0148357 / -0.0148354 | 0.00589075 / -0.00589073 | 0.013513 / -0.0135128 | 0.0201568 / -0.0201564 | 0.0124738 / -0.0124737 | 0.0118261 / -0.011826 |
 | JES EtaIntercalibration Nonclosure HighE | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -2.98442e-06 / 3.09729e-06 | -3.98728e-05 / 3.98658e-05 | -9.82957e-09 / -9.82957e-09 |
 | JES EtaIntercalibration Nonclosure NegEta | 0.000687393 / -0.000687444 | 0.000149901 / -0.000149941 | 8.1648e-05 / -8.17253e-05 | 0.000129188 / -0.000129267 | 0.000907202 / -0.000907169 | -0.000262448 / 0.000262448 | 0.000112094 / -0.000112084 | 0.00018268 / -0.000182682 | 0.000535059 / -0.000535066 | -0.000254546 / 0.000254587 |
 | JES EtaIntercalibration Nonclosure PosEta | 5.77823e-05 / -5.77677e-05 | 0.000113407 / -0.000113447 | 8.45323e-06 / -8.42101e-06 | -7.35747e-05 / 7.34961e-05 | 8.91548e-07 / -8.58881e-07 | -0.000180031 / 0.000180032 | 3.01452e-05 / -3.01351e-05 | -3.58027e-05 / 3.58008e-05 | -0.000725055 / 0.000725048 | 0.00164573 / -0.00164575 |
 | JES EtaIntercalibration TotalStat | 0.00292998 / -0.00292999 | 0.00336761 / -0.00336767 | 0.0025444 / -0.00254438 | 0.00512655 / -0.00512658 | 0.00579313 / -0.00579317 | 0.00107664 / -0.00107664 | 0.00376299 / -0.00376301 | 0.00414493 / -0.00414498 | 0.00509576 / -0.00509583 | 0.00723084 / -0.00723097 |
 | JES Flavor Composition | 0.04673 / -0.0467438 | 0.0413353 / -0.0413457 | 0.0291665 / -0.0291715 | 0.0401357 / -0.0401455 | 0.0390639 / -0.0390731 | 0.0189874 / -0.0189893 | 0.0592426 / -0.0592661 | 0.0739329 / -0.073972 | 0.0499108 / -0.0499268 | 0.055477 / -0.0554972 |
 | JES Flavor Response | -0.0207559 / 0.020753 | -0.0175168 / 0.0175147 | -0.0138533 / 0.0138521 | -0.0321283 / 0.0321213 | -0.0190087 / 0.0190062 | -0.00947533 / 0.00947473 | -0.0240242 / 0.0240203 | -0.0366811 / 0.036672 | -0.0147841 / 0.0147826 | -0.0230198 / 0.0230162 |
 | JER DataVsMC AFII | 7.27472e-09 / 7.27472e-09 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.35929e-10 / -9.35929e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP2 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.35929e-10 / -9.35929e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP3 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.35929e-10 / -9.35929e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP4 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.35929e-10 / -9.35929e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP5 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.35929e-10 / -9.35929e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP6 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.35929e-10 / -9.35929e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP7 RestTerm | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.35929e-10 / -9.35929e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JES Pileup OffsetMu | 0.00542583 / -0.00542608 | 0.00575212 / -0.00575238 | 0.00411091 / -0.0041111 | 0.00490184 / -0.00490197 | 0.00960209 / -0.00960267 | 0.00375828 / -0.00375838 | 0.0062733 / -0.00627355 | 0.0182219 / -0.0182242 | 0.0037533 / -0.00375332 | 0.00689517 / -0.0068955 |
