 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | b-tag Eigenvar. 15 | 0.00119232 / -0.00119232 | 0.00219233 / -0.00219233 | 0.0019644 / -0.0019644 | 6.56492e-05 / -6.56492e-05 | 0.00128674 / -0.00128674 | 0.00193944 / -0.00193944 | 7.26627e-05 / -7.26627e-05 | 7.05749e-05 / -7.05749e-05 | 6.23382e-05 / -6.23382e-05 | 8.12552e-05 / -8.12552e-05 |
 | b-tag Eigenvar. 16 | -0.000364205 / 0.000364205 | -0.000238677 / 0.000238677 | -0.000212629 / 0.000212629 | 1.63726e-05 / -1.63726e-05 | 0.00060087 / -0.00060087 | -0.000327995 / 0.000327995 | 1.40664e-05 / -1.40664e-05 | -1.35395e-05 / 1.35395e-05 | 2.78088e-05 / -2.78088e-05 | -1.01848e-05 / 1.01848e-05 |
 | b-tag Eigenvar. 17 | -0.000845714 / 0.000845714 | -0.00141797 / 0.00141797 | -0.00123833 / 0.00123833 | -3.29776e-05 / 3.29776e-05 | -0.00083911 / 0.00083911 | -0.00136851 / 0.00136851 | -3.79126e-05 / 3.79126e-05 | -6.23076e-05 / 6.23076e-05 | -3.01643e-05 / 3.01643e-05 | -4.35862e-05 / 4.35862e-05 |
 | b-tag Eigenvar. 18 | 0.00199952 / -0.00199952 | 0.00348594 / -0.00348594 | 0.00290253 / -0.00290253 | 0.000101173 / -0.000101173 | 0.0021571 / -0.0021571 | 0.00254521 / -0.00254521 | 0.000113133 / -0.000113133 | 0.000153171 / -0.000153171 | 8.83261e-05 / -8.83261e-05 | 0.00012196 / -0.00012196 |
 | b-tag Eigenvar. 19 | 0.000168203 / -0.000168203 | 1.81366e-05 / -1.81366e-05 | 0.000165726 / -0.000165726 | -6.65887e-05 / 6.65887e-05 | 0.000259905 / -0.000259905 | 0.000124785 / -0.000124785 | -2.78428e-05 / 2.78428e-05 | -3.25487e-05 / 3.25487e-05 | 1.44816e-05 / -1.44816e-05 | 1.4355e-05 / -1.4355e-05 |
 | b-tag Eigenvar. 20 | -0.000128967 / 0.000128967 | -0.000209394 / 0.000209394 | -0.000144717 / 0.000144717 | -4.29418e-06 / 4.29418e-06 | -0.000187505 / 0.000187505 | -1.1793e-05 / 1.1793e-05 | -5.30581e-06 / 5.30581e-06 | -1.09887e-05 / 1.09887e-05 | -3.63116e-06 / 3.63116e-06 | -4.92628e-06 / 4.92628e-06 |
 | b-tag Eigenvar. 21 | -0.000192044 / 0.000192044 | -0.000320186 / 0.000320186 | -0.000255248 / 0.000255248 | 1.00122e-06 / -1.00122e-06 | -0.000343381 / 0.000343381 | -0.000145699 / 0.000145699 | -2.81235e-06 / 2.81235e-06 | 2.19022e-06 / -2.19022e-06 | -5.9937e-06 / 5.9937e-06 | 3.35104e-06 / -3.35104e-06 |
 | b-tag Eigenvar. 22 | 0.000800952 / -0.000800952 | 0.00139757 / -0.00139757 | 0.00119143 / -0.00119143 | 8.06175e-06 / -8.06175e-06 | 0.000961447 / -0.000961447 | 0.000869906 / -0.000869906 | 1.48337e-05 / -1.48337e-05 | 1.89524e-05 / -1.89524e-05 | 2.20539e-05 / -2.20539e-05 | 1.67895e-05 / -1.67895e-05 |
 | b-tag Eigenvar. 23 | 0.000791792 / -0.000791792 | 0.00147359 / -0.00147359 | 0.00135446 / -0.00135446 | -6.20641e-06 / 6.20641e-06 | 0.00118889 / -0.00118889 | 0.00107673 / -0.00107673 | 3.8049e-06 / -3.8049e-06 | 2.73681e-06 / -2.73681e-06 | 2.52039e-05 / -2.52039e-05 | 1.78607e-05 / -1.78607e-05 |
 | b-tag Eigenvar. 24 | -0.000383877 / 0.000383877 | -0.00102696 / 0.00102696 | -0.00107998 / 0.00107998 | 1.66315e-06 / -1.66315e-06 | -0.000783614 / 0.000783614 | -0.000971469 / 0.000971469 | 1.59915e-06 / -1.59915e-06 | -7.64843e-06 / 7.64843e-06 | -1.5141e-05 / 1.5141e-05 | -3.22901e-05 / 3.22901e-05 |
 | b-tag Eigenvar. 25 | 0.00115131 / -0.00115131 | 0.00219246 / -0.00219246 | 0.00185972 / -0.00185972 | 2.48305e-05 / -2.48305e-05 | 0.00162286 / -0.00162286 | 0.00176478 / -0.00176478 | 3.71789e-05 / -3.71789e-05 | 2.27178e-05 / -2.27178e-05 | 4.64668e-05 / -4.64668e-05 | 3.5876e-05 / -3.5876e-05 |
 | b-tag Eigenvar. 26 | 0.000876207 / -0.000876207 | 0.00166759 / -0.00166759 | 0.00140739 / -0.00140739 | 2.50512e-05 / -2.50512e-05 | 0.00128331 / -0.00128331 | 0.00141374 / -0.00141374 | 3.67953e-05 / -3.67953e-05 | 2.47827e-05 / -2.47827e-05 | 4.14388e-05 / -4.14388e-05 | 3.7142e-05 / -3.7142e-05 |
 | b-tag Eigenvar. 27 | 0.000285094 / -0.000285094 | 0.000470584 / -0.000470584 | 0.000347889 / -0.000347889 | 8.42949e-06 / -8.42949e-06 | 0.000262735 / -0.000262735 | 0.000390593 / -0.000390593 | 1.70394e-05 / -1.70394e-05 | 8.02053e-06 / -8.02053e-06 | 1.70865e-05 / -1.70865e-05 | 1.0265e-05 / -1.0265e-05 |
 | b-tag Eigenvar. 28 | 7.16099e-05 / -7.16099e-05 | 6.54599e-05 / -6.54599e-05 | 6.91178e-05 / -6.91178e-05 | 6.22307e-06 / -6.22307e-06 | 0.000394148 / -0.000394148 | -4.25305e-06 / 4.25305e-06 | -2.07461e-05 / 2.07461e-05 | 6.19856e-06 / -6.19856e-06 | -2.82864e-05 / 2.82864e-05 | 7.21775e-07 / -7.21775e-07 |
 | b-tag Eigenvar. 29 | 0.000306015 / -0.000306015 | 0.000595168 / -0.000595168 | 0.000519424 / -0.000519424 | 9.82689e-06 / -9.82689e-06 | 0.000629579 / -0.000629579 | 0.000316912 / -0.000316912 | -7.89517e-06 / 7.89517e-06 | 1.18467e-05 / -1.18467e-05 | -1.26573e-05 / 1.26573e-05 | 6.75935e-06 / -6.75935e-06 |
 | b-tag Eigenvar. 30 | -0.00110978 / 0.00110978 | -0.00229129 / 0.00229129 | -0.00201396 / 0.00201396 | -1.59882e-05 / 1.59882e-05 | -0.00134798 / 0.00134798 | -0.00169741 / 0.00169741 | -3.12953e-05 / 3.12953e-05 | -2.27101e-05 / 2.27101e-05 | -4.11894e-05 / 4.11894e-05 | -2.68368e-05 / 2.68368e-05 |
 | b-tag Eigenvar. 31 | -0.00054844 / 0.00054844 | -0.000905387 / 0.000905387 | -0.000773786 / 0.000773786 | -1.85623e-05 / 1.85623e-05 | -0.00136456 / 0.00136456 | -0.00125236 / 0.00125236 | -1.68141e-05 / 1.68141e-05 | -4.06522e-06 / 4.06522e-06 | -2.33795e-05 / 2.33795e-05 | -3.11215e-05 / 3.11215e-05 |
 | b-tag Eigenvar. 32 | -4.89447e-06 / 4.89447e-06 | -1.57872e-05 / 1.57872e-05 | -3.50362e-05 / 3.50362e-05 | 3.13409e-06 / -3.13409e-06 | -0.00018326 / 0.00018326 | -0.000230452 / 0.000230452 | 8.31934e-07 / -8.31934e-07 | 9.96397e-06 / -9.96397e-06 | -4.29751e-06 / 4.29751e-06 | -9.33688e-07 / 9.33688e-07 |
 | b-tag Eigenvar. 33 | -0.000228787 / 0.000228787 | -0.000460653 / 0.000460653 | -0.000419131 / 0.000419131 | -1.86712e-06 / 1.86712e-06 | -0.000289906 / 0.000289906 | -0.000391846 / 0.000391846 | -3.10006e-06 / 3.10006e-06 | -4.00449e-06 / 4.00449e-06 | -5.9937e-06 / 5.9937e-06 | -5.3158e-06 / 5.3158e-06 |
 | b-tag Eigenvar. 34 | -0.00157589 / 0.00157589 | -0.00284375 / 0.00284375 | -0.00239869 / 0.00239869 | -4.20239e-05 / 4.20239e-05 | -0.0018333 / 0.0018333 | -0.00174217 / 0.00174217 | -3.23502e-05 / 3.23502e-05 | -3.5889e-05 / 3.5889e-05 | -2.89527e-05 / 2.89527e-05 | -2.84923e-05 / 2.84923e-05 |
 | b-tag Eigenvar. 35 | -0.000157591 / 0.000157591 | -0.000308617 / 0.000308617 | -0.000243344 / 0.000243344 | -8.85411e-06 / 8.85411e-06 | -0.000203881 / 0.000203881 | -0.000192943 / 0.000192943 | -4.8263e-06 / 4.8263e-06 | -3.39716e-06 / 3.39716e-06 | -9.65731e-07 / 9.65731e-07 | -2.49177e-06 / 2.49177e-06 |
 | b-tag Eigenvar. 36 | -0.000217233 / 0.000217233 | -0.000363849 / 0.000363849 | -0.0003306 / 0.0003306 | -2.84408e-08 / 2.84409e-08 | -0.000201152 / 0.000201152 | -0.000252499 / 0.000252499 | -4.34679e-06 / 4.34679e-06 | -6.31232e-06 / 6.31232e-06 | -1.04159e-05 / 1.04159e-05 | -4.53676e-06 / 4.53676e-06 |
 | b-tag Eigenvar. 37 | -0.00037451 / 0.00037451 | -0.000657659 / 0.000657659 | -0.000581313 / 0.000581313 | -5.83867e-06 / 5.83867e-06 | -0.000460541 / 0.000460541 | -0.000479271 / 0.000479271 | -8.47058e-06 / 8.47058e-06 | -1.12924e-05 / 1.12924e-05 | -1.27178e-05 / 1.27178e-05 | -1.05743e-05 / 1.05743e-05 |
 | b-tag Eigenvar. 38 | 7.78552e-05 / -7.78552e-05 | 0.00014102 / -0.00014102 | 0.000123108 / -0.000123108 | 3.64892e-06 / -3.64892e-06 | 0.000199455 / -0.000199455 | 0.000133948 / -0.000133948 | 1.79096e-06 / -1.79096e-06 | 2.61535e-06 / -2.61535e-06 | -3.59952e-07 / 3.59952e-07 | 5.0065e-06 / -5.0065e-06 |
 | b-tag Eigenvar. 39 | 7.68143e-05 / -7.68143e-05 | 0.000143896 / -0.000143896 | 0.000101108 / -0.000101108 | 6.885e-06 / -6.885e-06 | 8.69452e-05 / -8.69452e-05 | 7.5537e-05 / -7.5537e-05 | 4.28441e-06 / -4.28441e-06 | 5.28757e-06 / -5.28757e-06 | 7.91028e-07 / -7.91028e-07 | 3.25366e-06 / -3.25366e-06 |
 | b-tag Eigenvar. 40 | -7.60075e-06 / 7.60075e-06 | -3.1066e-06 / 3.1066e-06 | 1.55529e-05 / -1.55529e-05 | -6.16819e-07 / 6.16819e-07 | 1.8004e-05 / -1.8004e-05 | 6.24614e-05 / -6.24614e-05 | -9.90208e-07 / 9.90208e-07 | -1.0286e-06 / 1.0286e-06 | -6.02263e-07 / 6.02263e-07 | -4.46787e-07 / 4.46787e-07 |
 | b-tag Eigenvar. 41 | -3.21654e-05 / 3.21654e-05 | -6.41563e-05 / 6.41563e-05 | -6.74515e-05 / 6.74515e-05 | -1.01988e-07 / 1.01988e-07 | -2.96078e-05 / 2.96078e-05 | -7.05857e-05 / 7.05857e-05 | -5.10697e-07 / 5.10697e-07 | -1.78346e-07 / 1.78346e-07 | -1.3292e-06 / 1.3292e-06 | -9.33688e-07 / 9.33688e-07 |
 | b-tag Eigenvar. 42 | -0.000144164 / 0.000144164 | -0.000260247 / 0.000260247 | -0.000230166 / 0.000230166 | -1.79357e-06 / 1.79357e-06 | -0.000152833 / 0.000152833 | -0.00018254 / 0.00018254 | -3.38776e-06 / 3.38776e-06 | -4.36888e-06 / 4.36888e-06 | -5.75138e-06 / 5.75138e-06 | -3.46557e-06 / 3.46557e-06 |
 | b-tag Eigenvar. 43 | -9.16206e-06 / 9.16206e-06 | 1.61587e-07 / -1.61587e-07 | 7.58189e-06 / -7.58189e-06 | -3.2263e-07 / 3.2263e-07 | 2.39682e-05 / -2.39682e-05 | 1.34993e-05 / -1.34993e-05 | -5.10697e-07 / 5.10697e-07 | -4.82008e-07 / 4.82008e-07 | -4.2053e-07 / 4.2053e-07 | 4.29634e-07 / -4.29634e-07 |
 | b-tag Eigenvar. 44 | 2.22724e-05 / -2.22724e-05 | 4.51972e-05 / -4.51972e-05 | 4.05286e-05 / -4.05286e-05 | 2.65748e-07 / -2.65748e-07 | 2.16432e-05 / -2.16432e-05 | 4.2323e-05 / -4.2323e-05 | 2.5652e-07 / -2.5652e-07 | 4.28978e-07 / -4.28978e-07 | 1.85249e-07 / -1.85249e-07 | 5.27015e-07 / -5.27015e-07 |
 | b-tag Eigenvar. 45 | -5.88118e-05 / 5.88118e-05 | -9.94527e-05 / 9.94527e-05 | -9.22147e-05 / 9.22147e-05 | -4.69724e-07 / 4.69724e-07 | -9.00577e-05 / 9.00577e-05 | -7.94619e-05 / 7.94619e-05 | -1.18201e-06 / 1.18201e-06 | -1.87885e-06 / 1.87885e-06 | -1.93498e-06 / 1.93498e-06 | -2.39439e-06 / 2.39439e-06 |
 | b-tag Eigenvar. 45 | -5.88118e-05 / 5.88118e-05 | -9.94527e-05 / 9.94527e-05 | -9.22147e-05 / 9.22147e-05 | -4.69724e-07 / 4.69724e-07 | -9.00577e-05 / 9.00577e-05 | -7.94619e-05 / 7.94619e-05 | -1.18201e-06 / 1.18201e-06 | -1.87885e-06 / 1.87885e-06 | -1.93498e-06 / 1.93498e-06 | -2.39439e-06 / 2.39439e-06 |
 | Muon momentum resolution (ID) | 0.000592464 / -0.000592469 | 0.000247629 / -0.000247632 | 0.00038328 / -0.000383315 | -0.0001369 / 0.000136916 | 0.00429185 / -0.00429183 | 0.00155318 / -0.00155319 | 8.0246e-06 / -7.99107e-06 | -0.000282159 / 0.000282167 | 0.000463121 / -0.000463175 | 0.000851435 / -0.000851452 |
 | Muon momentum resolution (MS) | -0.000983422 / 0.000983417 | -0.00017351 / 0.000173506 | 0.000445029 / -0.000445063 | -0.000200812 / 0.000200829 | 0.00265768 / -0.00265766 | -0.00260058 / 0.00260057 | 0.000156673 / -0.000156639 | -0.000754536 / 0.000754543 | -0.00212434 / 0.00212435 | 0.00312955 / -0.00312956 |
 | Muon momentum scale | -0.00200025 / 0.00200025 | -0.00140052 / 0.00140051 | -0.00137958 / 0.00137965 | -0.00181319 / 0.0018132 | -0.00322931 / 0.00322933 | -0.000872209 / 0.000872197 | -0.00169002 / 0.00168996 | -0.00245905 / 0.00245906 | -0.00126662 / 0.00126663 | -0.00115255 / 0.00115253 |
 | Muon Sagitta ResBias | -0.000336309 / 0.000336305 | 0.000355871 / -0.000355875 | 3.92532e-05 / -3.91811e-05 | -0.000789411 / 0.000789428 | 0.000465414 / -0.000465393 | 0.000302881 / -0.000302893 | -0.000325907 / 0.00032594 | 0.000276761 / -0.000276754 | -0.0035933 / 0.0035933 | 6.17507e-06 / -6.09484e-06 |
 | Muon Sagitta Rho | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | Met ResoPara | -0.00166155 / 0.00166155 | 0.000400907 / -0.000400907 | -0.00186815 / 0.00186815 | -0.00124342 / 0.00124342 | -0.00695172 / 0.00695172 | -0.00305899 / 0.00305899 | -0.00265643 / 0.00265643 | 0.00453562 / -0.00453562 | -0.0260365 / 0.0260365 | -0.0243975 / 0.0243975 |
 | Met ResoPerp | -0.00099331 / 0.00099331 | -9.12169e-05 / 9.12169e-05 | -0.00203798 / 0.00203798 | -0.00349264 / 0.00349264 | -0.00454151 / 0.00454151 | -0.00217405 / 0.00217405 | -0.00261912 / 0.00261912 | -0.00121082 / 0.00121082 | -0.015808 / 0.015808 | -0.0166998 / 0.0166998 |
 | MET Scale | -0.0024954 / 0.00249539 | -0.00136816 / 0.00136816 | -0.0014594 / 0.00145936 | -0.00526851 / 0.00526853 | -0.00258912 / 0.00258904 | -0.00046276 / 0.000462748 | -0.00436253 / 0.00436246 | -0.00287252 / 0.00287253 | -0.0118445 / 0.0118445 | -0.0235839 / 0.0235839 |
 | Electron energy resolution | 0.000840713 / -0.000840718 | -0.000748384 / 0.00074838 | -3.71618e-05 / 3.71276e-05 | -0.000711819 / 0.000711835 | 0.00387608 / -0.00387606 | 0.00282763 / -0.00282764 | -0.000256378 / 0.000256411 | 0.0062968 / -0.00629679 | -0.000551982 / 0.000551989 | -0.00134059 / 0.00134058 |
 | Electron energy scale | 0.00323504 / -0.00323505 | 0.00827769 / -0.0082777 | 0.00551233 / -0.00551237 | 0.00604276 / -0.00604282 | 0.00684742 / -0.0068474 | 0.00681035 / -0.00681037 | 0.00530307 / -0.00530304 | 0.0116942 / -0.0116942 | 0.00720617 / -0.00720616 | 0.011305 / -0.011305 |
 | AF2 Electron energy scale | 0.00111301 / -0.00111301 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | BJES Response | -0.000234824 / 0.000234819 | -0.000255018 / 0.000255015 | -0.00390191 / 0.00390188 | -0.000138886 / 0.000138902 | 0.000191166 / -0.000191144 | -0.00453244 / 0.00453252 | -7.09029e-05 / 7.08405e-05 | 0.000418329 / -0.000418321 | 0.000167501 / -0.000167494 | 0.000417509 / -0.000417526 |
 | JES EffectiveNP Detector1 | 0.000567067 / -0.000567072 | 0.000447707 / -0.000447711 | 0.000198885 / -0.000198919 | -4.7687e-05 / 4.77037e-05 | 0.0005199 / -0.000519878 | 0.000296487 / -0.000296499 | 0.000620264 / -0.000620231 | 0.0008488 / -0.000848792 | 9.09915e-05 / -9.09845e-05 | 0.000678391 / -0.000678408 |
 | JES EffectiveNP Detector2 | 4.19449e-05 / -4.19497e-05 | -4.47433e-05 / 4.47396e-05 | 2.5862e-05 / -2.58962e-05 | 5.41023e-05 / -5.40857e-05 | 0.000101805 / -0.000101885 | -0.000365694 / 0.000365683 | -2.98568e-05 / 2.98903e-05 | -3.84398e-05 / 3.84475e-05 | -4.02202e-05 / 4.02272e-05 | -3.47246e-05 / 3.47075e-05 |
 | JES EffectiveNP Mixed1 | 0.000474429 / -0.00047433 | 0.000310312 / -0.000310316 | 0.000405068 / -0.000404996 | 0.000139785 / -0.000139842 | 0.000514542 / -0.000514521 | -3.44129e-05 / 3.44012e-05 | 0.000574998 / -0.000574965 | 0.000149649 / -0.000149702 | -0.00122852 / 0.00122852 | 0.000914245 / -0.000914165 |
 | JES EffectiveNP Mixed2 | -0.000579874 / 0.00057987 | -0.00108233 / 0.00108232 | -0.000559207 / 0.000559173 | -0.000367544 / 0.000367561 | -0.000508051 / 0.000507971 | -0.00113382 / 0.00113381 | -0.00104412 / 0.00104415 | -0.00147919 / 0.0014792 | -0.00011782 / 0.000117828 | -0.000877258 / 0.000877241 |
 | JES EffectiveNP Mixed3 | 0.00023534 / -0.000235344 | -8.16738e-05 / 8.16701e-05 | 6.70985e-05 / -6.70264e-05 | -0.000195958 / 0.000195975 | 0.000100592 / -0.000100571 | -0.00037772 / 0.000377709 | 8.41709e-05 / -8.42333e-05 | 0.000243176 / -0.000243169 | 0.000353536 / -0.000353529 | 0.00010599 / -0.000106007 |
 | JES EffectiveNP Modelling1 | 0.0174291 / -0.0174291 | 0.0168527 / -0.0168526 | 0.00956318 / -0.00956311 | 0.0266661 / -0.0266661 | 0.0147156 / -0.0147156 | 0.00151071 / -0.00151072 | 0.0282544 / -0.0282544 | 0.0403331 / -0.0403332 | 0.0406158 / -0.0406158 | 0.0292491 / -0.029249 |
 | JES EffectiveNP Modelling2 | -0.00125686 / 0.00125686 | -0.000707205 / 0.000707201 | -0.000320716 / 0.000320788 | -0.000438296 / 0.000438313 | -0.00181419 / 0.00181421 | 0.00166208 / -0.00166209 | -0.00187185 / 0.00187179 | -0.00181152 / 0.00181153 | -0.0015096 / 0.0015096 | -0.00183431 / 0.00183429 |
 | JES EffectiveNP Modelling3 | -0.000145829 / 0.000145824 | 0.00018233 / -0.000182334 | -3.4186e-05 / 3.41518e-05 | -0.00030091 / 0.000300927 | 0.000302361 / -0.00030234 | -0.000407498 / 0.000407487 | 0.000630046 / -0.000630109 | 0.00152129 / -0.00152128 | 0.00102934 / -0.00102934 | 0.00122051 / -0.00122052 |
 | JES EffectiveNP Modelling4 | 0.000237213 / -0.000237218 | -4.42857e-05 / 4.42821e-05 | 0.000153079 / -0.000153007 | 4.2373e-06 / -4.29418e-06 | 0.000102614 / -0.000102592 | -0.000362831 / 0.000362819 | -7.44513e-05 / 7.44848e-05 | 1.4944e-05 / -1.49363e-05 | -0.000131814 / 0.00013176 | -0.000206503 / 0.000206584 |
 | JES EffectiveNP Stat1 | 0.000390326 / -0.000390331 | 0.000509149 / -0.000509087 | 0.000258189 / -0.000258223 | 8.86695e-05 / -8.86529e-05 | 0.000525662 / -0.00052564 | -0.000114012 / 0.000114 | 0.000963306 / -0.000963369 | 0.00180534 / -0.00180533 | 0.00053739 / -0.000537444 | 0.000897399 / -0.000897318 |
 | JES EffectiveNP Stat2 | -0.00212558 / 0.00212557 | -0.00109331 / 0.0010933 | -0.000852433 / 0.000852399 | -0.000656143 / 0.00065616 | -0.00181672 / 0.00181674 | 0.00100381 / -0.00100382 | -0.00250327 / 0.0025033 | -0.00282612 / 0.00282607 | -0.000197844 / 0.00019779 | -0.00182311 / 0.00182309 |
 | JES EffectiveNP Stat3 | -0.000266467 / 0.000266462 | -0.000149456 / 0.000149452 | -0.000150987 / 0.000150953 | -0.000788087 / 0.000788104 | 0.00011161 / -0.00011169 | -0.000662044 / 0.000662032 | 2.59583e-05 / -2.59248e-05 | 0.000163738 / -0.000163731 | 0.000618383 / -0.000618376 | 0.000249918 / -0.000249935 |
 | JES EffectiveNP Stat4 | 0.000109498 / -0.000109503 | 4.00988e-05 / -4.01025e-05 | 0.00017476 / -0.000174794 | 0.000134195 / -0.000134252 | -0.000524427 / 0.000524449 | 0.000200853 / -0.000200865 | -0.000324372 / 0.000324406 | -0.000418503 / 0.000418511 | -0.000906423 / 0.00090643 | -0.000145641 / 0.000145624 |
 | JES EffectiveNP Stat5 | 0.000423218 / -0.000423223 | 0.000193965 / -0.000193969 | -8.42437e-05 / 8.42095e-05 | -0.000327167 / 0.000327183 | -0.000100773 / 0.000100794 | -0.000282564 / 0.000282552 | 0.000172017 / -0.000171984 | 0.00010993 / -0.000109922 | 0.000156779 / -0.000156772 | 0.000220898 / -0.000220916 |
 | JES EffectiveNP Stat6 | 0.00037388 / -0.000373885 | -0.000143965 / 0.000143962 | 4.47798e-05 / -4.4814e-05 | -0.000269653 / 0.000269669 | 9.90756e-05 / -9.91555e-05 | -0.000394327 / 0.000394316 | 9.17543e-06 / -9.1419e-06 | 0.000347211 / -0.000347203 | 7.17277e-05 / -7.17207e-05 | -0.00026016 / 0.000260143 |
 | JES EtaIntercalibration Modeling | 0.00682544 / -0.00682544 | 0.00810213 / -0.00810213 | 0.00366934 / -0.00366937 | 0.0115906 / -0.0115906 | 0.0120301 / -0.0120301 | 0.00381718 / -0.00381719 | 0.0107588 / -0.0107587 | 0.0180852 / -0.0180852 | 0.000287324 / -0.000287317 | 0.0132798 / -0.0132797 |
 | JES EtaIntercalibration Nonclosure HighE | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -4.69724e-07 / 4.12843e-07 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | 2.63419e-05 / -2.63084e-05 | 3.85141e-09 / 3.85141e-09 | 2.91125e-06 / -2.90422e-06 | 8.9922e-05 / -8.99392e-05 |
 | JES EtaIntercalibration Nonclosure NegEta | 0.00011668 / -0.000116685 | 0.000276977 / -0.000276981 | -1.43117e-05 / 1.43838e-05 | 9.48475e-05 / -9.49044e-05 | -0.000314976 / 0.000314997 | 4.9004e-05 / -4.90157e-05 | 0.000209803 / -0.000209769 | -6.55872e-05 / 6.55949e-05 | 0.000906188 / -0.000906181 | -3.67696e-05 / 3.67524e-05 |
 | JES EtaIntercalibration Nonclosure PosEta | -8.55624e-05 / 8.55577e-05 | 2.78758e-05 / -2.78794e-05 | -2.51522e-05 / 2.5118e-05 | 3.58626e-05 / -3.58459e-05 | -0.00254333 / 0.00254335 | 6.49429e-05 / -6.49546e-05 | 1.3491e-05 / -1.34575e-05 | 2.18068e-05 / -2.17991e-05 | 2.76876e-05 / -2.77412e-05 | -0.000130741 / 0.000130724 |
 | JES EtaIntercalibration TotalStat | 0.0024268 / -0.0024268 | 0.00182309 / -0.00182309 | 0.000889171 / -0.000889099 | 0.00176525 / -0.00176524 | 0.00286339 / -0.00286347 | -0.0011341 / 0.00113409 | 0.0033388 / -0.00333877 | 0.00548116 / -0.00548116 | 0.00161695 / -0.001617 | 0.0030719 / -0.00307182 |
 | JES Flavor Composition | 0.0410881 / -0.0410881 | 0.0330089 / -0.0330089 | 0.0241486 / -0.0241486 | 0.0474301 / -0.0474301 | 0.0423938 / -0.0423937 | 0.0111525 / -0.0111525 | 0.0566903 / -0.0566903 | 0.0784108 / -0.0784108 | 0.0729883 / -0.0729883 | 0.0603262 / -0.0603262 |
 | JES Flavor Response | -0.0158929 / 0.0158929 | -0.0168637 / 0.0168637 | -0.0114353 / 0.0114353 | -0.0233661 / 0.023366 | -0.0166129 / 0.0166129 | -0.00764387 / 0.00764385 | -0.0248451 / 0.0248452 | -0.0307712 / 0.0307712 | -0.0190729 / 0.0190729 | -0.0238756 / 0.0238757 |
 | JER DataVsMC AFII | -2.35417e-09 / -2.35417e-09 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | -1.78218e-07 / 1.85249e-07 | 4.01137e-08 / 4.01137e-08 |
 | JER Effective NP2 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JER Effective NP3 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
 | JER Effective NP4 | -2.35417e-09 / -2.35417e-09 | 3.08597e-08 / 3.08597e-08 | 3.6042e-08 / 3.6042e-08 | -2.84408e-08 / -2.84408e-08 | 1.05992e-08 / 1.05992e-08 | 4.1874e-08 / 4.1874e-08 | -3.11862e-08 / -3.11862e-08 | 3.85141e-09 / 3.85141e-09 | 3.51566e-09 / 3.51566e-09 | 4.01137e-08 / 4.01137e-08 |
