 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | b-tag Eigenvar. 15 | 0.00125972 / -0.00125972 | 0.00150679 / -0.00150679 | 0.00179784 / -0.00179784 | 0.000636799 / -0.000636799 | 0.0018477 / -0.0018477 | 0.0027866 / -0.0027866 | 0.000855247 / -0.000855247 | 0.000571206 / -0.000571206 | 0.000157497 / -0.000157497 | 0.00056708 / -0.00056708 |
 | b-tag Eigenvar. 16 | 0.000647989 / -0.000647989 | -0.00086902 / 0.00086902 | 0.000439218 / -0.000439218 | 0.000128899 / -0.000128899 | 0.00116668 / -0.00116668 | 0.00139169 / -0.00139169 | 0.000434468 / -0.000434468 | 0.000187991 / -0.000187991 | -6.26275e-05 / 6.26275e-05 | 0.000211152 / -0.000211152 |
 | b-tag Eigenvar. 17 | -0.00043271 / 0.00043271 | -0.00131215 / 0.00131215 | -0.000934556 / 0.000934556 | -1.09856e-05 / 1.09856e-05 | -0.00222842 / 0.00222842 | -0.00150027 / 0.00150027 | -0.000276179 / 0.000276179 | -0.000270163 / 0.000270163 | -6.00426e-05 / 6.00426e-05 | -0.000293422 / 0.000293422 |
 | b-tag Eigenvar. 18 | 0.00113143 / -0.00113143 | 0.00243498 / -0.00243498 | 0.00197167 / -0.00197167 | 0.00130531 / -0.00130531 | 0.00162412 / -0.00162412 | 0.00221557 / -0.00221557 | 0.0010849 / -0.0010849 | 0.000931848 / -0.000931848 | 0.000220147 / -0.000220147 | 0.00092358 / -0.00092358 |
 | b-tag Eigenvar. 19 | 0.00136837 / -0.00136837 | 0.00215517 / -0.00215517 | 0.00166983 / -0.00166983 | 0.00098004 / -0.00098004 | 0.00306236 / -0.00306236 | 0.00177995 / -0.00177995 | 0.00169067 / -0.00169067 | 0.00104479 / -0.00104479 | 0.000220079 / -0.000220079 | 0.00136242 / -0.00136242 |
 | b-tag Eigenvar. 20 | 0.000448072 / -0.000448072 | 0.000209166 / -0.000209166 | 0.000417716 / -0.000417716 | -4.01767e-05 / 4.01767e-05 | 0.00201888 / -0.00201888 | -0.000963443 / 0.000963443 | -2.91726e-05 / 2.91726e-05 | -9.12622e-05 / 9.12622e-05 | 5.65498e-05 / -5.65498e-05 | 2.05912e-05 / -2.05912e-05 |
 | b-tag Eigenvar. 21 | -6.59923e-05 / 6.59923e-05 | -3.68331e-05 / 3.68331e-05 | -0.000157034 / 0.000157034 | 0.000163057 / -0.000163057 | 0.000301457 / -0.000301457 | -0.000778827 / 0.000778827 | 0.000154654 / -0.000154654 | -2.37715e-05 / 2.37715e-05 | 5.87266e-05 / -5.87266e-05 | 9.67469e-05 / -9.67469e-05 |
 | b-tag Eigenvar. 22 | -0.0010501 / 0.0010501 | -0.000619947 / 0.000619947 | -0.000793205 / 0.000793205 | -0.000524712 / 0.000524712 | -0.00171204 / 0.00171204 | -0.000873688 / 0.000873688 | -0.000541177 / 0.000541177 | 0.000155743 / -0.000155743 | -0.000166908 / 0.000166908 | -0.000830979 / 0.000830979 |
 | b-tag Eigenvar. 23 | -0.000308653 / 0.000308653 | 0.000505058 / -0.000505058 | 0.000575489 / -0.000575489 | -0.000566107 / 0.000566107 | -7.27005e-05 / 7.27005e-05 | 0.000880549 / -0.000880549 | -0.000364441 / 0.000364441 | 0.000393304 / -0.000393304 | 0.000261641 / -0.000261641 | -0.000372555 / 0.000372555 |
 | b-tag Eigenvar. 24 | -1.68544e-05 / 1.68544e-05 | -0.000619869 / 0.000619869 | -0.00042395 / 0.00042395 | -3.22657e-05 / 3.22657e-05 | 0.00017583 / -0.00017583 | -0.000342666 / 0.000342666 | -4.15547e-05 / 4.15547e-05 | -3.18335e-05 / 3.18335e-05 | 4.78428e-05 / -4.78428e-05 | -3.19734e-05 / 3.19734e-05 |
 | b-tag Eigenvar. 25 | 2.19175e-05 / -2.19175e-05 | 0.000832321 / -0.000832321 | 0.000709219 / -0.000709219 | -1.35613e-05 / 1.35613e-05 | -0.00128204 / 0.00128204 | -0.000415863 / 0.000415863 | -0.000504877 / 0.000504877 | -7.05313e-05 / 7.05313e-05 | 0.000158109 / -0.000158109 | 2.43704e-05 / -2.43704e-05 |
 | b-tag Eigenvar. 26 | 0.00156357 / -0.00156357 | 0.00234583 / -0.00234583 | 0.00187741 / -0.00187741 | 0.000243516 / -0.000243516 | 0.00194243 / -0.00194243 | 0.00146991 / -0.00146991 | 0.000858951 / -0.000858951 | 0.000965094 / -0.000965094 | 0.00023035 / -0.00023035 | 0.000894378 / -0.000894378 |
 | b-tag Eigenvar. 27 | 7.38153e-05 / -7.38153e-05 | 0.000311317 / -0.000311317 | 2.65957e-05 / -2.65957e-05 | 8.61544e-05 / -8.61544e-05 | 0.000511524 / -0.000511524 | -0.000638392 / 0.000638392 | 0.000194022 / -0.000194022 | 0.000298633 / -0.000298633 | -0.000203028 / 0.000203028 | 0.000299676 / -0.000299676 |
 | b-tag Eigenvar. 28 | 0.000148532 / -0.000148532 | 0.000631013 / -0.000631013 | 0.000362827 / -0.000362827 | -8.49446e-05 / 8.49446e-05 | 0.000328412 / -0.000328412 | -2.88348e-05 / 2.88348e-05 | 2.61764e-05 / -2.61764e-05 | 0.000110596 / -0.000110596 | 3.28737e-06 / -3.28737e-06 | 0.000156297 / -0.000156297 |
 | b-tag Eigenvar. 29 | -0.000273583 / 0.000273583 | 0.000196239 / -0.000196239 | 5.28155e-05 / -5.28155e-05 | -9.10772e-05 / 9.10772e-05 | -6.83392e-05 / 6.83392e-05 | -0.000732944 / 0.000732944 | 4.26961e-06 / -4.26961e-06 | 5.90755e-05 / -5.90755e-05 | 1.21304e-05 / -1.21304e-05 | 0.000152976 / -0.000152976 |
 | b-tag Eigenvar. 30 | 0.000497008 / -0.000497008 | -0.00079083 / 0.00079083 | -0.000410341 / 0.000410341 | -1.00044e-05 / 1.00044e-05 | 3.62122e-06 / -3.62122e-06 | -0.000629494 / 0.000629494 | 1.1466e-05 / -1.1466e-05 | 0.00037457 / -0.00037457 | 0.000105187 / -0.000105187 | -1.58261e-05 / 1.58261e-05 |
 | b-tag Eigenvar. 31 | 9.60957e-05 / -9.60957e-05 | -0.000664245 / 0.000664245 | -0.000233516 / 0.000233516 | 4.04667e-05 / -4.04667e-05 | -0.000747239 / 0.000747239 | 9.89881e-05 / -9.89881e-05 | -4.28246e-05 / 4.28246e-05 | -6.54637e-05 / 6.54637e-05 | -2.55546e-05 / 2.55546e-05 | 0.000114612 / -0.000114612 |
 | b-tag Eigenvar. 32 | 0.00108666 / -0.00108666 | 0.00104254 / -0.00104254 | 0.000973776 / -0.000973776 | 0.000241799 / -0.000241799 | 0.000186551 / -0.000186551 | 0.000917921 / -0.000917921 | 0.000199631 / -0.000199631 | 0.000346852 / -0.000346852 | 0.000281844 / -0.000281844 | 0.000294752 / -0.000294752 |
 | b-tag Eigenvar. 33 | -0.000456875 / 0.000456875 | -0.000709566 / 0.000709566 | -0.000659021 / 0.000659021 | -2.4416e-05 / 2.4416e-05 | 1.8401e-05 / -1.8401e-05 | -0.000781071 / 0.000781071 | -5.29843e-05 / 5.29843e-05 | 2.18055e-06 / -2.18055e-06 | -0.000153983 / 0.000153983 | -0.000108931 / 0.000108931 |
 | b-tag Eigenvar. 34 | 0.000323073 / -0.000323073 | -0.000548773 / 0.000548773 | -0.000652398 / 0.000652398 | 4.53115e-05 / -4.53115e-05 | -9.9413e-05 / 9.9413e-05 | -0.000134915 / 0.000134915 | -9.16053e-07 / 9.16053e-07 | 0.000159121 / -0.000159121 | 8.11744e-05 / -8.11744e-05 | 3.399e-05 / -3.399e-05 |
 | b-tag Eigenvar. 35 | 0.000550319 / -0.000550319 | 0.000485747 / -0.000485747 | 0.000516517 / -0.000516517 | -1.72545e-06 / 1.72545e-06 | 0.000563738 / -0.000563738 | 2.78034e-05 / -2.78034e-05 | 0.000313081 / -0.000313081 | 1.56941e-05 / -1.56941e-05 | 0.000253954 / -0.000253954 | 7.32704e-05 / -7.32704e-05 |
 | b-tag Eigenvar. 36 | -0.00074026 / 0.00074026 | -0.000761273 / 0.000761273 | -0.000841925 / 0.000841925 | -0.000249727 / 0.000249727 | -0.00030421 / 0.00030421 | -0.00152526 / 0.00152526 | -0.000214481 / 0.000214481 | -0.00015023 / 0.00015023 | -0.000122828 / 0.000122828 | -0.000558307 / 0.000558307 |
 | b-tag Eigenvar. 37 | -0.00172322 / 0.00172322 | -0.00196841 / 0.00196841 | -0.00184037 / 0.00184037 | -0.000713228 / 0.000713228 | -0.00234424 / 0.00234424 | -0.00133275 / 0.00133275 | -0.000329094 / 0.000329094 | -0.000428486 / 0.000428486 | -0.000409276 / 0.000409276 | -0.000554642 / 0.000554642 |
 | b-tag Eigenvar. 38 | 0.000585456 / -0.000585456 | 0.000549198 / -0.000549198 | 0.000509168 / -0.000509168 | 0.000603008 / -0.000603008 | -0.000272772 / 0.000272772 | 0.000158567 / -0.000158567 | 0.000134229 / -0.000134229 | 0.000532432 / -0.000532432 | 0.000433468 / -0.000433468 | 0.000435726 / -0.000435726 |
 | b-tag Eigenvar. 39 | 0.00141575 / -0.00141575 | 0.00166593 / -0.00166593 | 0.00126083 / -0.00126083 | 0.000217637 / -0.000217637 | 0.000938804 / -0.000938804 | 0.000399279 / -0.000399279 | 0.000487488 / -0.000487488 | 0.00128781 / -0.00128781 | 0.000657742 / -0.000657742 | 0.000753862 / -0.000753862 |
 | b-tag Eigenvar. 40 | 0.000458169 / -0.000458169 | 0.000396128 / -0.000396128 | 0.000763382 / -0.000763382 | 0.000991078 / -0.000991078 | 0.000192972 / -0.000192972 | 0.0010801 / -0.0010801 | 9.46482e-05 / -9.46482e-05 | -0.000168427 / 0.000168427 | 0.000176475 / -0.000176475 | 5.13103e-06 / -5.13103e-06 |
 | b-tag Eigenvar. 41 | -0.00111391 / 0.00111391 | -0.00112077 / 0.00112077 | -0.00122606 / 0.00122606 | 0.000178082 / -0.000178082 | -0.000838643 / 0.000838643 | -0.00107448 / 0.00107448 | -0.000159026 / 0.000159026 | -0.000218873 / 0.000218873 | -0.000274657 / 0.000274657 | -0.000338543 / 0.000338543 |
 | b-tag Eigenvar. 42 | -0.00234997 / 0.00234997 | -0.00254356 / 0.00254356 | -0.0021775 / 0.0021775 | 0.000587616 / -0.000587616 | -0.00168012 / 0.00168012 | -0.00220082 / 0.00220082 | -0.000817922 / 0.000817922 | -0.000250353 / 0.000250353 | -0.000759189 / 0.000759189 | -0.00113262 / 0.00113262 |
 | b-tag Eigenvar. 43 | 0.000627863 / -0.000627863 | 0.000489767 / -0.000489767 | 0.000661406 / -0.000661406 | 0.000255475 / -0.000255475 | 0.000954977 / -0.000954977 | 0.000665989 / -0.000665989 | -0.000128758 / 0.000128758 | -0.000133953 / 0.000133953 | 0.000161714 / -0.000161714 | -1.90327e-05 / 1.90327e-05 |
 | b-tag Eigenvar. 44 | 0.000432051 / -0.000432051 | 0.000458318 / -0.000458318 | 0.000465438 / -0.000465438 | 0.000102038 / -0.000102038 | 0.00130848 / -0.00130848 | 0.000211955 / -0.000211955 | -4.54704e-05 / 4.54704e-05 | -0.00011422 / 0.00011422 | -6.03827e-05 / 6.03827e-05 | -0.000182796 / 0.000182796 |
 | b-tag Eigenvar. 45 | -0.00122255 / 0.00122255 | -0.00155996 / 0.00155996 | -0.00123332 / 0.00123332 | -8.81335e-05 / 8.81335e-05 | -0.00121595 / 0.00121595 | -0.00100081 / 0.00100081 | -0.000202416 / 0.000202416 | -6.47727e-05 / 6.47727e-05 | -0.000183982 / 0.000183982 | -0.000250134 / 0.000250134 |
 | b-tag Eigenvar. 45 | -0.00122255 / 0.00122255 | -0.00155996 / 0.00155996 | -0.00123332 / 0.00123332 | -8.81335e-05 / 8.81335e-05 | -0.00121595 / 0.00121595 | -0.00100081 / 0.00100081 | -0.000202416 / 0.000202416 | -6.47727e-05 / 6.47727e-05 | -0.000183982 / 0.000183982 | -0.000250134 / 0.000250134 |
 | Muon momentum resolution (ID) | -0.000493897 / 0.000493911 | 0.00027703 / -0.000276999 | -0.000666279 / 0.000666305 | 0.0164529 / -0.0164529 | 0.0053362 / -0.00533623 | 0.000344885 / -0.00034491 | 0.0368308 / -0.0368307 | 0.00188371 / -0.00188372 | -1.64395e-05 / 1.64839e-05 | 0.0276635 / -0.0276636 |
 | Muon momentum resolution (MS) | -0.000811611 / 0.000811626 | 0.0074173 / -0.00741727 | -0.00181333 / 0.00181336 | 0.00151137 / -0.00151138 | -1.00076e-05 / 9.98136e-06 | 0.0113344 / -0.0113343 | 0.00269954 / -0.00269947 | -8.8882e-05 / 8.88666e-05 | 0.00895485 / -0.00895487 | 0.00161539 / -0.00161533 |
 | Muon momentum scale | -0.00145067 / 0.00145069 | 0.00385154 / -0.00385151 | 0.000525317 / -0.000525382 | 0.00187429 / -0.00187425 | -1.3141e-08 / -1.3141e-08 | 0.00543582 / -0.00543585 | 0.00839816 / -0.00839819 | 0.0042964 / -0.00429642 | -7.8685e-06 / 7.84495e-06 | -0.00219915 / 0.0021991 |
 | Muon Sagitta ResBias | 0.000636142 / -0.000636195 | 0.00252917 / -0.00252914 | 0.000806931 / -0.000806905 | 0.00265963 / -0.00265965 | 0.00705877 / -0.00705874 | 0.00110277 / -0.00110279 | -0.00380835 / 0.00380843 | 1.48952e-06 / -1.42817e-06 | 2.22372e-08 / 2.22372e-08 | 0.00110647 / -0.0011064 |
 | Muon Sagitta Rho | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | Met ResoPara | 0.00187328 / -0.00187328 | 0.00313948 / -0.00313948 | 0.000453281 / -0.000453281 | -0.0421167 / 0.0421167 | 0.0152127 / -0.0152127 | -0.0295131 / 0.0295131 | -0.00905286 / 0.00905286 | -0.02732 / 0.02732 | 0.0322399 / -0.0322399 | 0.0539076 / -0.0539076 |
 | Met ResoPerp | 8.92971e-05 / -8.92971e-05 | 0.01503 / -0.01503 | 0.0022287 / -0.0022287 | -0.0314125 / 0.0314125 | 0.00269881 / -0.00269881 | 0.004741 / -0.004741 | 0.0302149 / -0.0302149 | -0.000477318 / 0.000477318 | 0.0225086 / -0.0225086 | 0.0136838 / -0.0136838 |
 | MET Scale | -0.000143401 / 0.000143416 | 0.00498341 / -0.00498337 | 0.000940207 / -0.000940272 | -0.00932901 / 0.009329 | -4.30198e-05 / 4.30541e-05 | -0.00184219 / 0.00184216 | -0.00812325 / 0.00812332 | 0.0216779 / -0.0216779 | -0.0168263 / 0.0168263 | -0.0157494 / 0.0157493 |
 | Electron energy resolution | -0.000101937 / 0.000101885 | 0.00149772 / -0.00149777 | 0.000204872 / -0.000204847 | -0.00401562 / 0.00401561 | 0.00273406 / -0.00273409 | 0.00943122 / -0.00943117 | -0.0221914 / 0.0221914 | 0.0131237 / -0.0131237 | 0.00498438 / -0.00498434 | 0.00824449 / -0.00824454 |
 | Electron energy scale | 0.00574784 / -0.00574782 | 0.0332841 / -0.033284 | 0.0139691 / -0.0139691 | 0.0146321 / -0.0146321 | 0.0125915 / -0.0125915 | 0.00228002 / -0.00228005 | 0.0210805 / -0.0210805 | 0.0090679 / -0.00906791 | -0.0642141 / 0.0642141 | 0.010872 / -0.010872 |
 | AF2 Electron energy scale | 0.00169732 / -0.00169731 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | BJES Response | 0.00443316 / -0.00443315 | -0.00326264 / 0.00326267 | -0.00450762 / 0.00450765 | -0.000499814 / 0.000499797 | 0.00493539 / -0.00493542 | -0.00432885 / 0.0043289 | -0.00312766 / 0.00312762 | 0.0498725 / -0.0498725 | -0.00503325 / 0.00503322 | -0.00423462 / 0.00423458 |
 | JES EffectiveNP Detector1 | 0.000161119 / -0.000161105 | -0.000715872 / 0.000715903 | -0.00104279 / 0.00104282 | -0.00274005 / 0.00274009 | 1.19803e-05 / -1.20065e-05 | 0.00255331 / -0.00255326 | -0.00805213 / 0.0080521 | 0.00192593 / -0.00192595 | 5.60017e-06 / -5.62372e-06 | -0.00546766 / 0.00546761 |
 | JES EffectiveNP Detector2 | -1.71236e-05 / 1.71384e-05 | 4.72685e-05 / -4.72374e-05 | -0.000241863 / 0.000241889 | 2.50603e-06 / -2.52269e-06 | -1.34287e-07 / 1.08005e-07 | 5.67554e-07 / -5.93065e-07 | -0.0033753 / 0.00337527 | -4.61044e-08 / 3.06769e-08 | 8.3852e-07 / -8.62069e-07 | -7.09485e-07 / 6.64753e-07 |
 | JES EffectiveNP Mixed1 | -0.00076153 / 0.000761478 | -0.00229559 / 0.00229562 | -0.00146558 / 0.0014656 | -0.00200303 / 0.00200308 | -0.0040553 / 0.00405527 | -0.00308235 / 0.00308232 | -0.0143528 / 0.0143529 | -0.000513482 / 0.000513467 | 0.000132464 / -0.000132488 | -0.00642081 / 0.00642088 |
 | JES EffectiveNP Mixed2 | 0.000414416 / -0.000414468 | 0.00098208 / -0.000982049 | 0.000619581 / -0.000619646 | 0.00200479 / -0.00200475 | -3.26619e-05 / 3.26961e-05 | -0.00266127 / 0.00266125 | 0.0136888 / -0.0136888 | -0.00192372 / 0.00192371 | -0.00274187 / 0.00274185 | -0.0157647 / 0.0157647 |
 | JES EffectiveNP Mixed3 | -5.50877e-05 / 5.51025e-05 | 0.000734268 / -0.000734237 | -0.000649314 / 0.00064934 | 2.26073e-06 / -2.27738e-06 | 1.08005e-07 / -7.37138e-08 | -1.28944e-06 / 1.26393e-06 | -0.00337456 / 0.00337452 | -4.61044e-08 / 1.07458e-07 | 9.06544e-07 / -9.30093e-07 | 3.29871e-06 / -3.34344e-06 |
 | JES EffectiveNP Modelling1 | 0.00205233 / -0.00205231 | -0.0112871 / 0.0112871 | -0.0128649 / 0.012865 | -0.0134217 / 0.0134217 | 0.0160083 / -0.0160084 | -0.0325981 / 0.0325981 | -0.0115292 / 0.0115291 | 0.0361912 / -0.0361911 | -0.00341959 / 0.00341957 | -0.0223162 / 0.0223161 |
 | JES EffectiveNP Modelling2 | 1.98308e-05 / -1.98161e-05 | -0.0026681 / 0.00266813 | -0.000798921 / 0.000798947 | -0.00583357 / 0.00583361 | -7.76645e-06 / 7.80074e-06 | 0.000687112 / -0.000687061 | -0.00652299 / 0.00652296 | -0.00192449 / 0.00192448 | 3.53945e-05 / -3.535e-05 | -0.00309824 / 0.0030982 |
 | JES EffectiveNP Modelling3 | -0.000128795 / 0.000128809 | 0.00322531 / -0.00322528 | -0.000280694 / 0.000280629 | 0.00284484 / -0.00284479 | -1.38843e-05 / 1.39186e-05 | 0.00232072 / -0.00232067 | 0.0128017 / -0.0128018 | 0.00193093 / -0.00193094 | -3.92313e-06 / 3.89958e-06 | 0.00489696 / -0.00489701 |
 | JES EffectiveNP Modelling4 | 0.000117838 / -0.000117823 | 0.000318805 / -0.000318774 | -0.000628265 / 0.000628291 | 2.81266e-06 / -2.82931e-06 | -2.49662e-06 / 2.47034e-06 | 9.85251e-06 / -9.87802e-06 | -0.00337572 / 0.00337569 | -1.99667e-07 / 2.61021e-07 | -2.49464e-06 / 2.47109e-06 | 0.000483939 / -0.000483869 |
 | JES EffectiveNP Stat1 | 6.77226e-06 / -6.75751e-06 | 0.00227742 / -0.00227739 | -0.00129202 / 0.00129204 | -6.93814e-06 / 6.98282e-06 | 6.04413e-06 / -6.00984e-06 | -1.03423e-05 / 1.03168e-05 | -0.00338546 / 0.00338543 | 0.00192878 / -0.00192879 | -1.1381e-07 / 9.02608e-08 | 0.00304128 / -0.00304133 |
 | JES EffectiveNP Stat2 | 3.60531e-05 / -3.60384e-05 | 9.24326e-05 / -9.24015e-05 | 0.00018201 / -0.000181984 | 0.00146537 / -0.00146539 | 0.000372085 / -0.000372112 | 0.00154349 / -0.00154352 | 0.0109632 / -0.0109631 | -0.0019182 / 0.00191818 | -1.73238e-05 / 1.73002e-05 | 0.00791399 / -0.00791392 |
 | JES EffectiveNP Stat3 | -0.000313904 / 0.000313918 | -0.000692305 / 0.000692336 | -0.000256379 / 0.000256314 | -1.9326e-05 / 1.93093e-05 | 1.80404e-06 / -1.83032e-06 | -4.14469e-05 / 4.14213e-05 | 0.00337886 / -0.00337879 | 5.68146e-07 / -5.83573e-07 | 3.69551e-06 / -3.71906e-06 | -0.000484212 / 0.000484282 |
 | JES EffectiveNP Stat4 | 9.47494e-05 / -9.47347e-05 | -0.000499983 / 0.000500014 | 6.24325e-05 / -6.24973e-05 | -0.00284491 / 0.00284496 | 3.56065e-06 / -3.52636e-06 | 0.00255904 / -0.00255906 | -0.00770966 / 0.00770974 | -0.00193079 / 0.00193077 | -2.63068e-06 / 2.67516e-06 | -0.000675919 / 0.000675988 |
 | JES EffectiveNP Stat5 | -0.000357522 / 0.000357537 | -0.00232381 / 0.00232384 | 0.000221566 / -0.00022154 | 7.84138e-06 / -7.85803e-06 | -6.31271e-06 / 6.347e-06 | 1.41081e-05 / -1.41336e-05 | 0.00337029 / -0.00337032 | 4.14583e-07 / -4.30011e-07 | -6.37198e-06 / 6.34843e-06 | 0.00163681 / -0.00163685 |
 | JES EffectiveNP Stat6 | 0.000107539 / -0.000107591 | 0.00112719 / -0.00112716 | -0.00108208 / 0.0010821 | -1.6028e-06 / 1.64747e-06 | -3.76578e-07 / 3.50296e-07 | 3.63146e-05 / -3.63401e-05 | 0.00337558 / -0.00337562 | -2.76448e-07 / 2.61021e-07 | -5.21951e-07 / 4.98402e-07 | -0.000635264 / 0.000635219 |
 | JES EtaIntercalibration Modeling | 0.00116293 / -0.00116291 | -0.00472437 / 0.00472432 | -0.00522327 / 0.0052233 | -0.00496685 / 0.00496683 | 0.0074001 / -0.00740013 | 0.0141542 / -0.0141541 | 0.0365544 / -0.0365543 | 0.0113318 / -0.0113318 | -0.0215611 / 0.0215611 | 0.0139081 / -0.0139081 |
 | JES EtaIntercalibration Nonclosure HighE | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | 0.000609567 / -0.000609612 |
 | JES EtaIntercalibration Nonclosure NegEta | 4.88752e-06 / -4.87277e-06 | 0.000461392 / -0.000461439 | -0.000369605 / 0.000369631 | -5.1597e-06 / 5.14304e-06 | -1.3141e-08 / -1.3141e-08 | 0.00787529 / -0.00787532 | -1.26632e-05 / 1.26302e-05 | 5.68146e-07 / -5.06792e-07 | 2.22372e-08 / 2.22372e-08 | -0.00031667 / 0.000316625 |
 | JES EtaIntercalibration Nonclosure PosEta | -5.13856e-05 / 5.1333e-05 | 0.000907437 / -0.000907406 | -0.000195592 / 0.000195528 | -8.32661e-09 / -8.32661e-09 | 1.27071e-05 / -1.27334e-05 | 0.0040926 / -0.00409255 | 1.42245e-07 / -1.75244e-07 | -1.22886e-07 / 1.07458e-07 | 2.22372e-08 / 2.22372e-08 | -8.24005e-07 / 7.79273e-07 |
 | JES EtaIntercalibration TotalStat | 0.000501989 / -0.000501974 | 0.00110764 / -0.00110761 | 0.000805207 / -0.000805181 | -0.00150881 / 0.00150879 | -0.000357332 / 0.000357306 | 0.0106672 / -0.0106672 | -0.0123702 / 0.0123702 | 0.00187388 / -0.00187389 | -0.220432 / 0.220432 | -0.00710976 / 0.00710983 |
 | JES Flavor Composition | -0.00264803 / 0.00264797 | 0.00790032 / -0.00790029 | -0.0135742 / 0.0135742 | -0.0119335 / 0.0119334 | 0.0267423 / -0.0267423 | -0.00699031 / 0.00699028 | 0.0283217 / -0.0283216 | 0.00311244 / -0.00311245 | -0.00592259 / 0.00592256 | 0.240406 / -0.094016 |
 | JES Flavor Response | 0.000751516 / -0.000751501 | -0.000657072 / 0.000657103 | 0.00751912 / -0.00751918 | 0.0117834 / -0.0117835 | -0.00288182 / 0.00288186 | 0.0133002 / -0.0133002 | 0.00414825 / -0.00414828 | -0.0138203 / 0.0138204 | -0.0123214 / 0.0123215 | 0.0200617 / -0.0200617 |
 | JER DataVsMC AFII | -2.62826e-08 / -2.62826e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JER Effective NP2 | 2.53505e-05 / -2.53357e-05 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JER Effective NP3 | 4.10297e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JER Effective NP4 | -2.5403e-05 / 2.53505e-05 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JER Effective NP5 | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JER Effective NP6 | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
