 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | JES EtaIntercalibration TotalStat | 0.0048606 / -0.00486083 | 0.000846192 / -0.000846207 | 0.0001156 / -0.000115612 | 0.00106402 / -0.00106403 | 2.53111e-05 / -2.53283e-05 | -0.00120213 / 0.00120209 | 0.0035034 / -0.00350355 | 0.00575159 / -0.00575192 | 0.00682139 / -0.00682187 | -0.00132517 / 0.00132514 |
 | JES Flavor Composition | 0.0297361 / -0.0298792 | 0.0248551 / -0.024955 | 0.0215668 / -0.021642 | 0.0340713 / -0.0342593 | 0.00712745 / -0.00713558 | 0.00682489 / -0.00683242 | 0.0513271 / -0.0517551 | 0.0804214 / -0.0814778 | 0.0484389 / -0.0488199 | 0.0376284 / -0.0378579 |
 | JES Flavor Response | -0.016003 / 0.015993 | -0.0104338 / 0.0104296 | -0.0112346 / 0.0112297 | -0.0165782 / 0.0165675 | 0.00771528 / -0.00771762 | -0.00161618 / 0.00161605 | -0.0240396 / 0.0240171 | -0.0473197 / 0.0472324 | -0.015575 / 0.0155656 | -0.0197808 / 0.0197656 |
 | JER DataVsMC AFII | 6.64923e-10 / 6.64923e-10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | JER Effective NP2 | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | JER Effective NP3 | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | JER Effective NP4 | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | JER Effective NP5 | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | JER Effective NP6 | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | JER Effective NP7 RestTerm | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | JES Pileup OffsetMu | 0.00179559 / -0.00179561 | -0.00221684 / 0.0022168 | 0.00137377 / -0.0013738 | 0.00120763 / -0.00120763 | 0.00229244 / -0.0022925 | 0.00118845 / -0.00118837 | -0.000757138 / 0.000757105 | 0.00313503 / -0.00313509 | -0.000821118 / 0.000821096 | 0.00148409 / -0.00148412 |
 | JES Pileup NPV | -0.00137178 / 0.00137175 | 0.00221029 / -0.00221038 | 0.00138557 / -0.00138562 | 0.00391223 / -0.00391249 | -0.000156701 / 0.000156684 | -0.00407097 / 0.00407077 | 0.000206694 / -0.000206663 | 0.0156362 / -0.0156403 | 0.00441187 / -0.00441222 | 0.0014319 / -0.00143195 |
 | JES Pileup PtTerm | 0.000709394 / -0.000709399 | -0.000113644 / 0.000113636 | -0.000939087 / 0.000939064 | 0.000134663 / -0.000134661 | 1.13104e-06 / -1.14816e-06 | -0.000228627 / 0.000228598 | -0.00135894 / 0.00135895 | 0.00147948 / -0.00147951 | 0.00323458 / -0.00323472 | -0.00176439 / 0.00176433 |
 | JES Pileup RhoTopology | 0.0154549 / -0.0154722 | 0.0137785 / -0.0137921 | 0.00816638 / -0.0081712 | 0.019359 / -0.019386 | 0.00285087 / -0.00285147 | -0.00674953 / 0.00674622 | 0.0277391 / -0.0277946 | 0.0530785 / -0.0532823 | 0.00199866 / -0.00199896 | 0.0285097 / -0.0285683 |
 | JET PunchThrough AFII | 6.64923e-10 / 6.64923e-10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES Relative NonClosure | -0.00181218 / 0.00181215 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES SingleParticle HighPt | 3.59592e-16 / 3.59592e-16 | 1.48799e-16 / 1.48799e-16 | 0 / 0 | 0 / 0 | 5.92519e-16 / 5.92519e-16 | 0 / 0 | -1.14654e-16 / -1.14654e-16 | -1.26215e-16 / -1.26215e-16 | 2.87399e-16 / 2.87399e-16 | 0 / 0 |
 | #it{t#bar{t}} cross-section | 0 / 0 | 0.0545002 / -0.0545798 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER DataVsMC | 0 / 0 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | JET PunchThrough MC16 | 0 / 0 | 7.74668e-08 / -8.53228e-08 | 5.10269e-07 / -5.22431e-07 | -5.21505e-06 / 5.21749e-06 | 3.11095e-08 / 3.11095e-08 | 8.78578e-07 / -7.95596e-07 | 6.81451e-06 / -6.78235e-06 | 0.000895737 / -0.000895737 | 1.38089e-06 / -1.39826e-06 | -6.54081e-08 / 4.71128e-08 |
 | #it{k}(#it{t#bar{t}+#gamma}) | 0 / 0 | 0 / 0 | 0.196136 / -0.187208 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0.0595873 / -0.0596112 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0496124 / -0.0496312 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #it{k}(#it{W+#gamma}) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.181216 / -0.181216 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0491036 / -0.0491465 | 0.0491036 / -0.0491465 | 0.0491036 / -0.0491465 |
