 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | b-tag Eigenvar. 14 | 0.000221408 / -0.000221408 | 0.000249456 / -0.000249456 | 0.000253693 / -0.000253693 | 0.000222382 / -0.000222382 | 0.00017532 / -0.00017532 | 0.000403812 / -0.000403812 | 0.000100059 / -0.000100059 | 0.000183999 / -0.000183999 | 0.000199931 / -0.000199931 | -0.000228822 / 0.000228822 |
 | b-tag Eigenvar. 15 | 0.00153522 / -0.00153522 | 0.00267233 / -0.00267233 | 0.00262871 / -0.00262871 | 0.000928283 / -0.000928283 | 0.00269493 / -0.00269493 | 0.00253606 / -0.00253606 | 0.000946094 / -0.000946094 | 0.00142779 / -0.00142779 | 0.001489 / -0.001489 | 0.00184938 / -0.00184938 |
 | b-tag Eigenvar. 16 | 0.000701755 / -0.000701755 | 0.0010457 / -0.0010457 | 0.00105891 / -0.00105891 | 0.000219823 / -0.000219823 | 0.00122599 / -0.00122599 | 0.000630916 / -0.000630916 | 0.000396736 / -0.000396736 | 0.000651323 / -0.000651323 | 0.000732898 / -0.000732898 | -2.11311e-05 / 2.11311e-05 |
 | b-tag Eigenvar. 17 | -0.000602988 / 0.000602988 | -0.00122657 / 0.00122657 | -0.00134658 / 0.00134658 | -0.000428872 / 0.000428872 | -0.0014147 / 0.0014147 | -0.00156056 / 0.00156056 | -0.00048397 / 0.00048397 | -0.000682027 / 0.000682027 | -0.000789936 / 0.000789936 | -0.000654592 / 0.000654592 |
 | b-tag Eigenvar. 18 | 0.00154689 / -0.00154689 | 0.00281627 / -0.00281627 | 0.00262658 / -0.00262658 | 0.00162974 / -0.00162974 | 0.00254304 / -0.00254304 | 0.00270238 / -0.00270238 | 0.00126175 / -0.00126175 | 0.00235915 / -0.00235915 | 0.00174276 / -0.00174276 | 0.00055303 / -0.00055303 |
 | b-tag Eigenvar. 19 | 0.00158356 / -0.00158356 | 0.0022657 / -0.0022657 | 0.00209846 / -0.00209846 | 0.00181657 / -0.00181657 | 0.00178222 / -0.00178222 | 0.00180167 / -0.00180167 | 0.00103102 / -0.00103102 | 0.00267775 / -0.00267775 | 0.00195838 / -0.00195838 | 0.00112524 / -0.00112524 |
 | b-tag Eigenvar. 20 | 0.000429896 / -0.000429896 | 0.000578984 / -0.000578984 | 0.000764411 / -0.000764411 | 0.000142594 / -0.000142594 | 0.00054566 / -0.00054566 | 0.00110478 / -0.00110478 | 0.000298209 / -0.000298209 | 5.70504e-05 / -5.70504e-05 | 0.00018657 / -0.00018657 | 0.000302849 / -0.000302849 |
 | b-tag Eigenvar. 21 | -0.000161187 / 0.000161187 | -0.000127323 / 0.000127323 | -0.000202402 / 0.000202402 | 0.000157874 / -0.000157874 | -0.000764992 / 0.000764992 | -0.000115592 / 0.000115592 | 4.79426e-05 / -4.79426e-05 | 0.000331325 / -0.000331325 | 0.000139954 / -0.000139954 | 0.000111462 / -0.000111462 |
 | b-tag Eigenvar. 22 | -0.00116663 / 0.00116663 | -0.00164651 / 0.00164651 | -0.00204887 / 0.00204887 | -0.00151294 / 0.00151294 | -0.00326509 / 0.00326509 | -0.0026598 / 0.0026598 | -0.00118386 / 0.00118386 | -0.00192148 / 0.00192148 | -0.00155501 / 0.00155501 | -0.00116816 / 0.00116816 |
 | b-tag Eigenvar. 23 | -0.000104839 / 0.000104839 | 9.78131e-05 / -9.78131e-05 | 0.00050891 / -0.00050891 | -0.0002361 / 0.0002361 | 0.00142737 / -0.00142737 | 0.00112686 / -0.00112686 | 0.000412535 / -0.000412535 | -0.000299499 / 0.000299499 | -4.20257e-05 / 4.20257e-05 | 9.47256e-05 / -9.47256e-05 |
 | b-tag Eigenvar. 24 | -8.00129e-05 / 8.00129e-05 | -0.000222587 / 0.000222587 | -0.00014579 / 0.00014579 | 6.49129e-05 / -6.49129e-05 | 0.000362654 / -0.000362654 | 5.38481e-05 / -5.38481e-05 | -0.000108735 / 0.000108735 | 0.00022013 / -0.00022013 | -2.23597e-06 / 2.23597e-06 | 0.000122427 / -0.000122427 |
 | b-tag Eigenvar. 25 | 0.000109284 / -0.000109284 | 0.000576322 / -0.000576322 | 0.000510544 / -0.000510544 | -0.000606438 / 0.000606438 | 0.000684059 / -0.000684059 | 0.000516541 / -0.000516541 | 8.01997e-05 / -8.01997e-05 | 0.000458554 / -0.000458554 | -0.000472788 / 0.000472788 | 0.000151067 / -0.000151067 |
 | b-tag Eigenvar. 26 | 0.00186636 / -0.00186636 | 0.00289138 / -0.00289138 | 0.00260179 / -0.00260179 | 0.00139128 / -0.00139128 | 0.00228048 / -0.00228048 | 0.00238264 / -0.00238264 | 0.00135392 / -0.00135392 | 0.000816574 / -0.000816574 | 0.00201972 / -0.00201972 | 0.00121383 / -0.00121383 |
 | b-tag Eigenvar. 27 | 0.000177228 / -0.000177228 | 0.000229396 / -0.000229396 | 9.103e-05 / -9.103e-05 | 0.000341688 / -0.000341688 | 3.75478e-05 / -3.75478e-05 | 5.62211e-06 / -5.62211e-06 | 0.000171704 / -0.000171704 | -0.000647156 / 0.000647156 | 0.000298235 / -0.000298235 | 0.000241602 / -0.000241602 |
 | b-tag Eigenvar. 28 | 0.000232841 / -0.000232841 | 0.000301652 / -0.000301652 | 0.000281608 / -0.000281608 | 0.000137927 / -0.000137927 | 0.00052 / -0.00052 | 0.000233678 / -0.000233678 | 0.000162927 / -0.000162927 | -5.35136e-05 / 5.35136e-05 | 0.000173209 / -0.000173209 | 9.55191e-05 / -9.55191e-05 |
 | b-tag Eigenvar. 29 | -0.000287929 / 0.000287929 | -0.000298551 / 0.000298551 | -0.000294459 / 0.000294459 | 0.000112786 / -0.000112786 | -0.000237243 / 0.000237243 | -0.000241309 / 0.000241309 | 2.07326e-05 / -2.07326e-05 | -8.97848e-05 / 8.97848e-05 | -8.33758e-05 / 8.33758e-05 | -0.000150478 / 0.000150478 |
 | b-tag Eigenvar. 30 | 0.000343496 / -0.000343496 | 0.000105134 / -0.000105134 | 4.28704e-05 / -4.28704e-05 | -0.000203808 / 0.000203808 | 0.000156875 / -0.000156875 | -2.06122e-05 / 2.06122e-05 | 0.000231062 / -0.000231062 | -0.000137119 / 0.000137119 | 0.000127861 / -0.000127861 | 9.4942e-05 / -9.4942e-05 |
 | b-tag Eigenvar. 31 | -6.15569e-05 / 6.15569e-05 | -0.000189881 / 0.000189881 | -0.000164187 / 0.000164187 | -1.93164e-05 / 1.93164e-05 | -9.188e-05 / 9.188e-05 | -8.43363e-05 / 8.43363e-05 | -0.000220098 / 0.000220098 | -0.000173531 / 0.000173531 | -0.000204695 / 0.000204695 | 5.02874e-05 / -5.02874e-05 |
 | b-tag Eigenvar. 32 | 0.00134167 / -0.00134167 | 0.00179061 / -0.00179061 | 0.00160834 / -0.00160834 | 0.000571644 / -0.000571644 | 0.00124619 / -0.00124619 | 0.00148894 / -0.00148894 | 0.000753539 / -0.000753539 | 0.000820775 / -0.000820775 | 0.00125777 / -0.00125777 | 0.000642989 / -0.000642989 |
 | b-tag Eigenvar. 33 | -0.000360692 / 0.000360692 | -0.00073285 / 0.00073285 | -0.000733649 / 0.000733649 | -0.000268241 / 0.000268241 | -0.000379156 / 0.000379156 | -0.000555341 / 0.000555341 | -0.000100835 / 0.000100835 | -0.000299989 / 0.000299989 | -7.15754e-05 / 7.15754e-05 | -0.000153075 / 0.000153075 |
 | b-tag Eigenvar. 34 | 0.000207117 / -0.000207117 | -0.000259381 / 0.000259381 | -0.000222078 / 0.000222078 | 9.26883e-05 / -9.26883e-05 | -7.11765e-05 / 7.11765e-05 | -0.000373952 / 0.000373952 | -7.00041e-05 / 7.00041e-05 | 0.000105435 / -0.000105435 | -2.85674e-05 / 2.85674e-05 | 3.54987e-05 / -3.54987e-05 |
 | b-tag Eigenvar. 35 | 0.000631606 / -0.000631606 | 0.000682329 / -0.000682329 | 0.000629451 / -0.000629451 | 0.000201682 / -0.000201682 | 0.000645852 / -0.000645852 | 0.000618967 / -0.000618967 | 0.000237535 / -0.000237535 | 0.000285601 / -0.000285601 | 0.000226457 / -0.000226457 | 0.000285824 / -0.000285824 |
 | b-tag Eigenvar. 36 | -0.000751535 / 0.000751535 | -0.00122638 / 0.00122638 | -0.00107716 / 0.00107716 | -0.000286156 / 0.000286156 | -0.0010374 / 0.0010374 | -0.000984527 / 0.000984527 | -0.000396854 / 0.000396854 | -0.000531761 / 0.000531761 | -0.000626193 / 0.000626193 | -0.000405276 / 0.000405276 |
 | b-tag Eigenvar. 37 | -0.00178793 / 0.00178793 | -0.00271591 / 0.00271591 | -0.00249545 / 0.00249545 | -0.000853782 / 0.000853782 | -0.00215256 / 0.00215256 | -0.00243694 / 0.00243694 | -0.000852512 / 0.000852512 | -0.00142208 / 0.00142208 | -0.000857227 / 0.000857227 | -0.00120148 / 0.00120148 |
 | b-tag Eigenvar. 38 | 0.000715965 / -0.000715965 | 0.000930283 / -0.000930283 | 0.000869183 / -0.000869183 | 0.000316698 / -0.000316698 | 0.000444966 / -0.000444966 | 0.00087776 / -0.00087776 | 0.000432065 / -0.000432065 | 0.000597546 / -0.000597546 | 0.000343681 / -0.000343681 | 0.000623006 / -0.000623006 |
 | b-tag Eigenvar. 39 | 0.00181924 / -0.00181924 | 0.00235687 / -0.00235687 | 0.00209654 / -0.00209654 | 0.00109606 / -0.00109606 | 0.00183398 / -0.00183398 | 0.00181406 / -0.00181406 | 0.00104967 / -0.00104967 | 0.00161328 / -0.00161328 | 0.00104098 / -0.00104098 | 0.00103969 / -0.00103969 |
 | b-tag Eigenvar. 40 | 0.00060286 / -0.00060286 | 0.00101575 / -0.00101575 | 0.00129566 / -0.00129566 | 0.000589484 / -0.000589484 | 0.00147882 / -0.00147882 | 0.00166271 / -0.00166271 | 0.000175764 / -0.000175764 | 0.000322852 / -0.000322852 | 0.000364063 / -0.000364063 | 0.000349091 / -0.000349091 |
 | b-tag Eigenvar. 41 | -0.00103646 / 0.00103646 | -0.00173398 / 0.00173398 | -0.00180658 / 0.00180658 | -0.000343889 / 0.000343889 | -0.00178498 / 0.00178498 | -0.00195061 / 0.00195061 | -0.000356478 / 0.000356478 | -0.00059632 / 0.00059632 | -0.000618001 / 0.000618001 | -0.000530511 / 0.000530511 |
 | b-tag Eigenvar. 42 | -0.00210397 / 0.00210397 | -0.00333341 / 0.00333341 | -0.00300873 / 0.00300873 | -0.00107448 / 0.00107448 | -0.00241876 / 0.00241876 | -0.00298179 / 0.00298179 | -0.000759142 / 0.000759142 | -0.00125501 / 0.00125501 | -0.00112298 / 0.00112298 | -0.000874474 / 0.000874474 |
 | b-tag Eigenvar. 43 | 0.000540551 / -0.000540551 | 0.000924388 / -0.000924388 | 0.00103724 / -0.00103724 | 2.28662e-06 / -2.28662e-06 | 0.000884694 / -0.000884694 | 0.00100071 / -0.00100071 | 0.000161391 / -0.000161391 | 0.000109146 / -0.000109146 | 0.00024684 / -0.00024684 | 0.000577919 / -0.000577919 |
 | b-tag Eigenvar. 44 | 0.000373548 / -0.000373548 | 0.000590583 / -0.000590583 | 0.000621353 / -0.000621353 | 5.93428e-05 / -5.93428e-05 | 0.000635563 / -0.000635563 | 0.000543555 / -0.000543555 | 0.000131877 / -0.000131877 | 0.000115518 / -0.000115518 | 0.000155558 / -0.000155558 | -4.61105e-06 / 4.61105e-06 |
 | b-tag Eigenvar. 45 | -0.0010924 / 0.0010924 | -0.00175975 / 0.00175975 | -0.00157261 / 0.00157261 | -0.000294812 / 0.000294812 | -0.00121595 / 0.00121595 | -0.0015706 / 0.0015706 | -0.000455772 / 0.000455772 | -0.00109165 / 0.00109165 | -0.000627851 / 0.000627851 | -0.000338907 / 0.000338907 |
 | b-tag Eigenvar. 45 | -0.0010924 / 0.0010924 | -0.00175975 / 0.00175975 | -0.00157261 / 0.00157261 | -0.000294812 / 0.000294812 | -0.00121595 / 0.00121595 | -0.0015706 / 0.0015706 | -0.000455772 / 0.000455772 | -0.00109165 / 0.00109165 | -0.000627851 / 0.000627851 | -0.000338907 / 0.000338907 |
 | Muon momentum resolution (ID) | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | 2.67462e-05 / -2.67407e-05 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | 5.35018e-05 / -5.35132e-05 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon momentum resolution (MS) | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -9.83513e-06 / 9.76964e-06 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | 3.48867e-05 / -3.48116e-05 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon momentum scale | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | 3.39204e-05 / -3.39149e-05 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -7.97122e-06 / 7.95982e-06 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon Sagitta ResBias | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -1.91403e-05 / 1.91458e-05 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | 9.60135e-05 / -9.60249e-05 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon Sagitta Rho | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Met ResoPara | 0.00256144 / -0.00256147 | -0.00228119 / 0.00228116 | -0.00274104 / 0.002741 | 0.00594713 / -0.00594732 | 0.00168777 / -0.00168778 | -0.00840312 / 0.00840275 | -0.0111646 / 0.0111639 | 0.00451559 / -0.0045157 | -0.0206406 / 0.0206383 | 0.0060569 / -0.0060571 |
 | Met ResoPerp | -0.00168817 / 0.00168815 | -0.00179108 / 0.00179106 | -0.00225352 / 0.00225349 | -0.000762991 / 0.000762988 | -0.00360144 / 0.00360137 | -0.00715254 / 0.00715227 | -0.00255346 / 0.00255342 | 0.000440709 / -0.00044071 | -0.0199104 / 0.0199082 | -0.0039838 / 0.00398372 |
 | MET Scale | -0.00214702 / 0.00214694 | -0.00337136 / 0.00337134 | -0.00240817 / 0.00240813 | -0.00937526 / 0.00937468 | 0.000625205 / -0.000625209 | -0.00403093 / 0.0040308 | -0.00400174 / 0.00400162 | -0.00415927 / 0.00415911 | -0.023361 / 0.0233571 | -0.0349752 / 0.0349665 |
 | Electron energy resolution | -0.00219897 / 0.00219889 | 0.000367102 / -0.000367139 | 0.00034611 / -0.000346106 | 0.00177478 / -0.00177475 | -0.00183448 / 0.00183445 | -7.37854e-05 / 7.37741e-05 | 0.00560716 / -0.00560743 | 0.00314483 / -0.00314495 | 0.0080312 / -0.00803173 | -0.012407 / 0.0124057 |
 | Electron energy scale | -0.000572208 / 0.000572236 | 0.00906441 / -0.00906606 | 0.00686955 / -0.00687048 | -0.00200661 / 0.00200651 | 0.00718311 / -0.00718413 | 0.00867891 / -0.00868041 | 0.00384928 / -0.00384947 | 0.0011039 / -0.00110396 | 0.0133804 / -0.0133839 | 0.00940455 / -0.00805556 |
 | AF2 Electron energy scale | 0.000737034 / -0.00073708 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | -9.48161e-08 / 9.33968e-08 | -5.69945e-09 / -5.69945e-09 | -4.104e-09 / -4.104e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | BJES Response | 0.00920384 / -0.00920453 | 0.00768274 / -0.00768328 | 0.00712761 / -0.00712804 | 0.00252952 / -0.0025296 | 0.00561805 / -0.00561832 | 0.00301959 / -0.00301968 | 0.00346847 / -0.00346858 | 0.00421986 / -0.00421997 | 0.00566898 / -0.00566924 | -0.00623077 / 0.00623045 |
 | JES EffectiveNP Detector1 | 0.00125311 / -0.00125316 | 0.000741268 / -0.000741308 | 0.00071531 / -0.000715307 | 0.00384163 / -0.00384174 | 0.000198587 / -0.000198589 | 0.000329403 / -0.000329415 | 0.00114471 / -0.00114462 | 0.000160521 / -0.000160555 | 0.00427451 / -0.00427462 | -0.00107356 / 0.00107357 |
 | JES EffectiveNP Detector2 | 0.00017388 / -0.000173845 | -1.71316e-05 / 1.70951e-05 | 5.03288e-05 / -5.03232e-05 | -8.74801e-07 / 8.56455e-07 | -5.80394e-06 / 5.86526e-06 | -6.05263e-05 / 6.05149e-05 | 6.54204e-07 / -6.62412e-07 | 2.08492e-05 / -2.08136e-05 | 0.000167455 / -0.000167441 | 4.09092e-05 / -4.08974e-05 |
 | JES EffectiveNP Mixed1 | 0.000924483 / -0.000924535 | 0.000641064 / -0.000641103 | 0.000418321 / -0.000418317 | 0.00301602 / -0.00301609 | 0.00128833 / -0.00128835 | 0.000542615 / -0.000542628 | 0.000365004 / -0.000365013 | -0.00017558 / 0.000175615 | 0.00355978 / -0.00355985 | -0.00294089 / 0.00294085 |
 | JES EffectiveNP Mixed2 | -0.00260073 / 0.00260072 | -0.00128914 / 0.0012891 | -0.0010334 / 0.00103333 | -0.00429087 / 0.00429072 | -0.0013562 / 0.00135618 | -0.000885428 / 0.000885411 | -0.000681648 / 0.000681636 | -0.000990254 / 0.000990282 | -0.00332814 / 0.00332808 | 0.00269673 / -0.00269677 |
 | JES EffectiveNP Mixed3 | 0.000195035 / -0.000195082 | 0.000211819 / -0.000211855 | 0.000129799 / -0.000129794 | -3.78501e-06 / 3.84156e-06 | 0.000554006 / -0.000554009 | -9.341e-05 / 9.33986e-05 | -1.90774e-05 / 1.90693e-05 | 1.3046e-06 / -1.26919e-06 | 0.000642978 / -0.000642967 | -7.6457e-05 / 7.64687e-05 |
 | JES EffectiveNP Modelling1 | 0.0335699 / -0.0335819 | 0.0283308 / -0.0283393 | 0.0217766 / -0.0217817 | 0.0479455 / -0.04797 | 0.0269946 / -0.0270023 | 0.0137681 / -0.0137701 | 0.0258364 / -0.0258435 | 0.0835104 / -0.0835857 | 0.031973 / -0.0319839 | 0.00628773 / -0.00628814 |
 | JES EffectiveNP Modelling2 | -0.00103356 / 0.00103351 | -0.00169869 / 0.00169873 | -0.0013759 / 0.00137589 | -0.00461139 / 0.00461123 | -0.00138507 / 0.00138506 | -0.000305419 / 0.000305407 | -0.00172042 / 0.00172039 | -0.00622028 / 0.00622006 | -0.0037569 / 0.00375682 | -0.00601409 / 0.00601386 |
 | JES EffectiveNP Modelling3 | 0.000689674 / -0.000689643 | 0.000648981 / -0.000648926 | 0.000497522 / -0.000497519 | 0.000811058 / -0.000811082 | 0.000374682 / -0.000374685 | -0.000784844 / 0.000784827 | 0.000575257 / -0.000575268 | 3.26075e-05 / -3.26416e-05 | -2.04886e-05 / 2.05027e-05 | 0.0016825 / -0.00168251 |
 | JES EffectiveNP Modelling4 | 0.00034211 / -0.000342076 | -1.05709e-06 / 1.02087e-06 | 1.77488e-05 / -1.77433e-05 | 0.000286258 / -0.000286277 | 0.000253617 / -0.000253619 | 3.0527e-05 / -3.05383e-05 | -6.5804e-07 / 6.49887e-07 | 2.62755e-05 / -2.63096e-05 | -3.77114e-06 / 3.7852e-06 | -0.0015603 / 0.00156029 |
 | JES EffectiveNP Stat1 | 0.00193055 / -0.00193062 | 0.00090881 / -0.000908757 | 0.00090688 / -0.00090688 | 0.0035489 / -0.00354893 | 0.000657459 / -0.000657463 | -2.81302e-05 / 2.81189e-05 | -0.000625175 / 0.000625164 | 5.01337e-05 / -5.00983e-05 | 0.00165397 / -0.00165398 | -0.00149279 / 0.00149279 |
 | JES EffectiveNP Stat2 | -0.0020029 / 0.00200291 | -0.00220009 / 0.00220012 | -0.00200114 / 0.00200112 | -0.00734272 / 0.00734234 | -0.00297932 / 0.00297926 | -0.00110908 / 0.00110906 | -0.00307267 / 0.0030726 | -0.011332 / 0.0113312 | -0.00463113 / 0.004631 | -0.00112257 / 0.00112258 |
 | JES EffectiveNP Stat3 | -0.000142869 / 0.000142904 | 0.000107332 / -0.000107274 | 4.05269e-05 / -4.05214e-05 | -0.00119866 / 0.00119863 | 1.85018e-05 / -1.85032e-05 | 0.00033705 / -0.000337063 | 0.00120261 / -0.00120263 | -5.83248e-05 / 5.83601e-05 | -0.00166567 / 0.00166566 | 0.00170131 / -0.00170132 |
 | JES EffectiveNP Stat4 | -0.00019711 / 0.000197145 | -0.000182767 / 0.000182825 | -0.000269998 / 0.000270003 | 0.00050811 / -0.00050813 | 0.000107535 / -0.000107537 | 6.26939e-05 / -6.27053e-05 | 0.00125851 / -0.00125853 | 5.01336e-05 / -5.00982e-05 | 0.000845356 / -0.000845347 | -0.00133347 / 0.0013334 |
 | JES EffectiveNP Stat5 | 0.000563412 / -0.000563379 | -1.69234e-05 / 1.68872e-05 | 3.18609e-05 / -3.18554e-05 | 0.00106068 / -0.00106063 | -0.000741161 / 0.000741156 | 3.09064e-06 / -3.10197e-06 | -0.00111934 / 0.00111932 | -7.34696e-05 / 7.3505e-05 | -0.000579803 / 0.000579815 | 0.000111655 / -0.000111643 |
 | JES EffectiveNP Stat6 | 0.000773272 / -0.000773322 | 0.00017338 / -0.000173417 | 6.02969e-05 / -6.02914e-05 | 0.000297699 / -0.000297717 | 0.00024994 / -0.000249942 | 0.000227742 / -0.000227754 | 0.000653718 / -0.000653729 | -4.88617e-06 / 4.85202e-06 | 7.55712e-05 / -7.55572e-05 | -0.00134975 / 0.00134968 |
 | JES EtaIntercalibration Modeling | 0.0151125 / -0.0151135 | 0.0115456 / -0.0115462 | 0.00889342 / -0.00889375 | 0.0189351 / -0.0189368 | 0.00958957 / -0.00958997 | 0.00359747 / -0.00359745 | 0.0102422 / -0.0102426 | 0.0283319 / -0.0283357 | 0.00779241 / -0.00779275 | 0.0104739 / -0.0104744 |
 | JES EtaIntercalibration Nonclosure HighE | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | -8.77643e-05 / 8.77785e-05 | 4.26406e-05 / -4.26288e-05 |
 | JES EtaIntercalibration Nonclosure NegEta | 0.000240926 / -0.000240891 | 0.000174823 / -0.00017486 | 4.92633e-05 / -4.92578e-05 | -0.000284349 / 0.000284331 | -0.000392456 / 0.000392455 | 0.000430739 / -0.00043075 | -3.65402e-05 / 3.6532e-05 | -7.17402e-07 / 7.5305e-07 | -0.000216983 / 0.000216998 | 0.0011365 / -0.00113649 |
 | JES EtaIntercalibration Nonclosure PosEta | -0.000122071 / 0.000122025 | -0.000108628 / 0.000108592 | 2.18412e-05 / -2.18358e-05 | 0.00027751 / -0.000277529 | -7.71859e-05 / 7.71844e-05 | 8.20455e-05 / -8.20568e-05 | -0.000573729 / 0.000573718 | 4.69744e-07 / -4.34335e-07 | 0.000690158 / -0.000690147 | -3.00394e-06 / 3.01567e-06 |
 | JES EtaIntercalibration TotalStat | 0.00408274 / -0.0040829 | 0.00312781 / -0.00312792 | 0.00271658 / -0.00271663 | 0.00794677 / -0.00794724 | 0.0025351 / -0.00253514 | 0.00113774 / -0.00113776 | 0.00330742 / -0.00330751 | 0.0109819 / -0.0109828 | 0.00783421 / -0.00783463 | -0.00229921 / 0.00229911 |
 | JES Flavor Composition | 0.0495823 / -0.0495884 | 0.0413901 / -0.0413938 | 0.0293197 / -0.0293211 | 0.0751202 / -0.0751392 | 0.036589 / -0.0365916 | 0.0154424 / -0.0154426 | 0.0513023 / -0.0513088 | 0.119995 / -0.120067 | 0.0661625 / -0.0661759 | 0.0783079 / -0.0783293 |
 | JES Flavor Response | -0.0197034 / 0.0197008 | -0.0172975 / 0.0172954 | -0.013082 / 0.0130808 | -0.0354636 / 0.0354545 | -0.0149706 / 0.0149691 | -0.00838283 / 0.00838234 | -0.0169708 / 0.0169688 | -0.0579829 / 0.0579575 | -0.0245176 / 0.0245134 | -0.0237632 / 0.0276586 |
 | JER DataVsMC AFII | 1.77016e-08 / 1.77016e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / 7.68439e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP2 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / 7.68439e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP3 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP4 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP5 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP6 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
