 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | b-tag Eigenvar. 14 | 0.000221408 / -0.000221408 | 0.000249456 / -0.000249456 | 0.000253693 / -0.000253693 | 0.000222382 / -0.000222382 | 0.00017532 / -0.00017532 | 0.000403812 / -0.000403812 | 0.000100059 / -0.000100059 | 0.000183999 / -0.000183999 | 0.000199931 / -0.000199931 | -0.000228822 / 0.000228822 |
 | b-tag Eigenvar. 15 | 0.00153522 / -0.00153522 | 0.00267233 / -0.00267233 | 0.00262871 / -0.00262871 | 0.000928283 / -0.000928283 | 0.00269493 / -0.00269493 | 0.00253606 / -0.00253606 | 0.000946094 / -0.000946094 | 0.00142779 / -0.00142779 | 0.001489 / -0.001489 | 0.00184938 / -0.00184938 |
 | b-tag Eigenvar. 16 | 0.000701755 / -0.000701755 | 0.0010457 / -0.0010457 | 0.00105891 / -0.00105891 | 0.000219823 / -0.000219823 | 0.00122599 / -0.00122599 | 0.000630916 / -0.000630916 | 0.000396736 / -0.000396736 | 0.000651323 / -0.000651323 | 0.000732898 / -0.000732898 | -2.11311e-05 / 2.11311e-05 |
 | b-tag Eigenvar. 17 | -0.000602988 / 0.000602988 | -0.00122657 / 0.00122657 | -0.00134658 / 0.00134658 | -0.000428872 / 0.000428872 | -0.0014147 / 0.0014147 | -0.00156056 / 0.00156056 | -0.00048397 / 0.00048397 | -0.000682027 / 0.000682027 | -0.000789936 / 0.000789936 | -0.000654592 / 0.000654592 |
 | b-tag Eigenvar. 18 | 0.00154689 / -0.00154689 | 0.00281627 / -0.00281627 | 0.00262658 / -0.00262658 | 0.00162974 / -0.00162974 | 0.00254304 / -0.00254304 | 0.00270238 / -0.00270238 | 0.00126175 / -0.00126175 | 0.00235915 / -0.00235915 | 0.00174276 / -0.00174276 | 0.00055303 / -0.00055303 |
 | b-tag Eigenvar. 19 | 0.00158356 / -0.00158356 | 0.0022657 / -0.0022657 | 0.00209846 / -0.00209846 | 0.00181657 / -0.00181657 | 0.00178222 / -0.00178222 | 0.00180167 / -0.00180167 | 0.00103102 / -0.00103102 | 0.00267775 / -0.00267775 | 0.00195838 / -0.00195838 | 0.00112524 / -0.00112524 |
 | b-tag Eigenvar. 20 | 0.000429896 / -0.000429896 | 0.000578984 / -0.000578984 | 0.000764411 / -0.000764411 | 0.000142594 / -0.000142594 | 0.00054566 / -0.00054566 | 0.00110478 / -0.00110478 | 0.000298209 / -0.000298209 | 5.70504e-05 / -5.70504e-05 | 0.00018657 / -0.00018657 | 0.000302849 / -0.000302849 |
 | b-tag Eigenvar. 21 | -0.000161187 / 0.000161187 | -0.000127323 / 0.000127323 | -0.000202402 / 0.000202402 | 0.000157874 / -0.000157874 | -0.000764992 / 0.000764992 | -0.000115592 / 0.000115592 | 4.79426e-05 / -4.79426e-05 | 0.000331325 / -0.000331325 | 0.000139954 / -0.000139954 | 0.000111462 / -0.000111462 |
 | b-tag Eigenvar. 22 | -0.00116663 / 0.00116663 | -0.00164651 / 0.00164651 | -0.00204887 / 0.00204887 | -0.00151294 / 0.00151294 | -0.00326509 / 0.00326509 | -0.0026598 / 0.0026598 | -0.00118386 / 0.00118386 | -0.00192148 / 0.00192148 | -0.00155501 / 0.00155501 | -0.00116816 / 0.00116816 |
 | b-tag Eigenvar. 23 | -0.000104839 / 0.000104839 | 9.78131e-05 / -9.78131e-05 | 0.00050891 / -0.00050891 | -0.0002361 / 0.0002361 | 0.00142737 / -0.00142737 | 0.00112686 / -0.00112686 | 0.000412535 / -0.000412535 | -0.000299499 / 0.000299499 | -4.20257e-05 / 4.20257e-05 | 9.47256e-05 / -9.47256e-05 |
 | b-tag Eigenvar. 24 | -8.00129e-05 / 8.00129e-05 | -0.000222587 / 0.000222587 | -0.00014579 / 0.00014579 | 6.49129e-05 / -6.49129e-05 | 0.000362654 / -0.000362654 | 5.38481e-05 / -5.38481e-05 | -0.000108735 / 0.000108735 | 0.00022013 / -0.00022013 | -2.23597e-06 / 2.23597e-06 | 0.000122427 / -0.000122427 |
 | b-tag Eigenvar. 25 | 0.000109284 / -0.000109284 | 0.000576322 / -0.000576322 | 0.000510544 / -0.000510544 | -0.000606438 / 0.000606438 | 0.000684059 / -0.000684059 | 0.000516541 / -0.000516541 | 8.01997e-05 / -8.01997e-05 | 0.000458554 / -0.000458554 | -0.000472788 / 0.000472788 | 0.000151067 / -0.000151067 |
 | b-tag Eigenvar. 26 | 0.00186636 / -0.00186636 | 0.00289138 / -0.00289138 | 0.00260179 / -0.00260179 | 0.00139128 / -0.00139128 | 0.00228048 / -0.00228048 | 0.00238264 / -0.00238264 | 0.00135392 / -0.00135392 | 0.000816574 / -0.000816574 | 0.00201972 / -0.00201972 | 0.00121383 / -0.00121383 |
 | b-tag Eigenvar. 27 | 0.000177228 / -0.000177228 | 0.000229396 / -0.000229396 | 9.103e-05 / -9.103e-05 | 0.000341688 / -0.000341688 | 3.75478e-05 / -3.75478e-05 | 5.62211e-06 / -5.62211e-06 | 0.000171704 / -0.000171704 | -0.000647156 / 0.000647156 | 0.000298235 / -0.000298235 | 0.000241602 / -0.000241602 |
 | b-tag Eigenvar. 28 | 0.000232841 / -0.000232841 | 0.000301652 / -0.000301652 | 0.000281608 / -0.000281608 | 0.000137927 / -0.000137927 | 0.00052 / -0.00052 | 0.000233678 / -0.000233678 | 0.000162927 / -0.000162927 | -5.35136e-05 / 5.35136e-05 | 0.000173209 / -0.000173209 | 9.55191e-05 / -9.55191e-05 |
 | b-tag Eigenvar. 29 | -0.000287929 / 0.000287929 | -0.000298551 / 0.000298551 | -0.000294459 / 0.000294459 | 0.000112786 / -0.000112786 | -0.000237243 / 0.000237243 | -0.000241309 / 0.000241309 | 2.07326e-05 / -2.07326e-05 | -8.97848e-05 / 8.97848e-05 | -8.33758e-05 / 8.33758e-05 | -0.000150478 / 0.000150478 |
 | b-tag Eigenvar. 30 | 0.000343496 / -0.000343496 | 0.000105134 / -0.000105134 | 4.28704e-05 / -4.28704e-05 | -0.000203808 / 0.000203808 | 0.000156875 / -0.000156875 | -2.06122e-05 / 2.06122e-05 | 0.000231062 / -0.000231062 | -0.000137119 / 0.000137119 | 0.000127861 / -0.000127861 | 9.4942e-05 / -9.4942e-05 |
 | b-tag Eigenvar. 31 | -6.15569e-05 / 6.15569e-05 | -0.000189881 / 0.000189881 | -0.000164187 / 0.000164187 | -1.93164e-05 / 1.93164e-05 | -9.188e-05 / 9.188e-05 | -8.43363e-05 / 8.43363e-05 | -0.000220098 / 0.000220098 | -0.000173531 / 0.000173531 | -0.000204695 / 0.000204695 | 5.02874e-05 / -5.02874e-05 |
 | b-tag Eigenvar. 32 | 0.00134167 / -0.00134167 | 0.00179061 / -0.00179061 | 0.00160834 / -0.00160834 | 0.000571644 / -0.000571644 | 0.00124619 / -0.00124619 | 0.00148894 / -0.00148894 | 0.000753539 / -0.000753539 | 0.000820775 / -0.000820775 | 0.00125777 / -0.00125777 | 0.000642989 / -0.000642989 |
 | b-tag Eigenvar. 33 | -0.000360692 / 0.000360692 | -0.00073285 / 0.00073285 | -0.000733649 / 0.000733649 | -0.000268241 / 0.000268241 | -0.000379156 / 0.000379156 | -0.000555341 / 0.000555341 | -0.000100835 / 0.000100835 | -0.000299989 / 0.000299989 | -7.15754e-05 / 7.15754e-05 | -0.000153075 / 0.000153075 |
 | b-tag Eigenvar. 34 | 0.000207117 / -0.000207117 | -0.000259381 / 0.000259381 | -0.000222078 / 0.000222078 | 9.26883e-05 / -9.26883e-05 | -7.11765e-05 / 7.11765e-05 | -0.000373952 / 0.000373952 | -7.00041e-05 / 7.00041e-05 | 0.000105435 / -0.000105435 | -2.85674e-05 / 2.85674e-05 | 3.54987e-05 / -3.54987e-05 |
 | b-tag Eigenvar. 35 | 0.000631606 / -0.000631606 | 0.000682329 / -0.000682329 | 0.000629451 / -0.000629451 | 0.000201682 / -0.000201682 | 0.000645852 / -0.000645852 | 0.000618967 / -0.000618967 | 0.000237535 / -0.000237535 | 0.000285601 / -0.000285601 | 0.000226457 / -0.000226457 | 0.000285824 / -0.000285824 |
 | b-tag Eigenvar. 36 | -0.000751535 / 0.000751535 | -0.00122638 / 0.00122638 | -0.00107716 / 0.00107716 | -0.000286156 / 0.000286156 | -0.0010374 / 0.0010374 | -0.000984527 / 0.000984527 | -0.000396854 / 0.000396854 | -0.000531761 / 0.000531761 | -0.000626193 / 0.000626193 | -0.000405276 / 0.000405276 |
 | b-tag Eigenvar. 37 | -0.00178793 / 0.00178793 | -0.00271591 / 0.00271591 | -0.00249545 / 0.00249545 | -0.000853782 / 0.000853782 | -0.00215256 / 0.00215256 | -0.00243694 / 0.00243694 | -0.000852512 / 0.000852512 | -0.00142208 / 0.00142208 | -0.000857227 / 0.000857227 | -0.00120148 / 0.00120148 |
 | b-tag Eigenvar. 38 | 0.000715965 / -0.000715965 | 0.000930283 / -0.000930283 | 0.000869183 / -0.000869183 | 0.000316698 / -0.000316698 | 0.000444966 / -0.000444966 | 0.00087776 / -0.00087776 | 0.000432065 / -0.000432065 | 0.000597546 / -0.000597546 | 0.000343681 / -0.000343681 | 0.000623006 / -0.000623006 |
 | b-tag Eigenvar. 39 | 0.00181924 / -0.00181924 | 0.00235687 / -0.00235687 | 0.00209654 / -0.00209654 | 0.00109606 / -0.00109606 | 0.00183398 / -0.00183398 | 0.00181406 / -0.00181406 | 0.00104967 / -0.00104967 | 0.00161328 / -0.00161328 | 0.00104098 / -0.00104098 | 0.00103969 / -0.00103969 |
 | b-tag Eigenvar. 40 | 0.00060286 / -0.00060286 | 0.00101575 / -0.00101575 | 0.00129566 / -0.00129566 | 0.000589484 / -0.000589484 | 0.00147882 / -0.00147882 | 0.00166271 / -0.00166271 | 0.000175764 / -0.000175764 | 0.000322852 / -0.000322852 | 0.000364063 / -0.000364063 | 0.000349091 / -0.000349091 |
 | b-tag Eigenvar. 41 | -0.00103646 / 0.00103646 | -0.00173398 / 0.00173398 | -0.00180658 / 0.00180658 | -0.000343889 / 0.000343889 | -0.00178498 / 0.00178498 | -0.00195061 / 0.00195061 | -0.000356478 / 0.000356478 | -0.00059632 / 0.00059632 | -0.000618001 / 0.000618001 | -0.000530511 / 0.000530511 |
 | b-tag Eigenvar. 42 | -0.00210397 / 0.00210397 | -0.00333341 / 0.00333341 | -0.00300873 / 0.00300873 | -0.00107448 / 0.00107448 | -0.00241876 / 0.00241876 | -0.00298179 / 0.00298179 | -0.000759142 / 0.000759142 | -0.00125501 / 0.00125501 | -0.00112298 / 0.00112298 | -0.000874474 / 0.000874474 |
 | b-tag Eigenvar. 43 | 0.000540551 / -0.000540551 | 0.000924388 / -0.000924388 | 0.00103724 / -0.00103724 | 2.28662e-06 / -2.28662e-06 | 0.000884694 / -0.000884694 | 0.00100071 / -0.00100071 | 0.000161391 / -0.000161391 | 0.000109146 / -0.000109146 | 0.00024684 / -0.00024684 | 0.000577919 / -0.000577919 |
 | b-tag Eigenvar. 44 | 0.000373548 / -0.000373548 | 0.000590583 / -0.000590583 | 0.000621353 / -0.000621353 | 5.93428e-05 / -5.93428e-05 | 0.000635563 / -0.000635563 | 0.000543555 / -0.000543555 | 0.000131877 / -0.000131877 | 0.000115518 / -0.000115518 | 0.000155558 / -0.000155558 | -4.61105e-06 / 4.61105e-06 |
 | b-tag Eigenvar. 45 | -0.0010924 / 0.0010924 | -0.00175975 / 0.00175975 | -0.00157261 / 0.00157261 | -0.000294812 / 0.000294812 | -0.00121595 / 0.00121595 | -0.0015706 / 0.0015706 | -0.000455772 / 0.000455772 | -0.00109165 / 0.00109165 | -0.000627851 / 0.000627851 | -0.000338907 / 0.000338907 |
 | b-tag Eigenvar. 45 | -0.0010924 / 0.0010924 | -0.00175975 / 0.00175975 | -0.00157261 / 0.00157261 | -0.000294812 / 0.000294812 | -0.00121595 / 0.00121595 | -0.0015706 / 0.0015706 | -0.000455772 / 0.000455772 | -0.00109165 / 0.00109165 | -0.000627851 / 0.000627851 | -0.000338907 / 0.000338907 |
 | Muon momentum resolution (ID) | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | 2.67462e-05 / -2.67407e-05 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | 5.35018e-05 / -5.35132e-05 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon momentum resolution (MS) | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -9.83513e-06 / 9.76964e-06 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | 3.48867e-05 / -3.48116e-05 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon momentum scale | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | 3.39204e-05 / -3.39149e-05 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -7.97122e-06 / 7.95982e-06 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon Sagitta ResBias | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -1.91403e-05 / 1.91458e-05 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | 9.60135e-05 / -9.60249e-05 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Muon Sagitta Rho | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | Met ResoPara | 0.00254119 / -0.00254107 | -0.00226229 / 0.00226239 | -0.00271824 / 0.00271838 | 0.0059017 / -0.00590103 | 0.00167431 / -0.00167426 | -0.00832955 / 0.0083308 | -0.0110645 / 0.0110667 | 0.00448058 / -0.0044802 | -0.0204406 / 0.0204477 | 0.00601068 / -0.00600999 |
 | Met ResoPerp | -0.0016826 / 0.00168258 | -0.00178517 / 0.00178515 | -0.00224608 / 0.00224604 | -0.00076048 / 0.000760476 | -0.00358952 / 0.00358943 | -0.00712872 / 0.00712834 | -0.00254502 / 0.00254498 | 0.000439262 / -0.000439263 | -0.0198425 / 0.0198395 | -0.00397061 / 0.00397049 |
 | MET Scale | -0.00214606 / 0.00214598 | -0.00336984 / 0.00336981 | -0.00240709 / 0.00240705 | -0.00937074 / 0.00937013 | 0.000624935 / -0.00062494 | -0.00402909 / 0.00402896 | -0.00399992 / 0.00399979 | -0.00415738 / 0.00415721 | -0.0233481 / 0.023344 | -0.034954 / 0.0349446 |
 | Electron energy resolution | -0.00220053 / 0.00220045 | 0.000367352 / -0.000367389 | 0.000346347 / -0.000346342 | 0.00177597 / -0.00177594 | -0.00183578 / 0.00183575 | -7.38363e-05 / 7.38249e-05 | 0.00561071 / -0.00561098 | 0.00314689 / -0.00314701 | 0.0080361 / -0.00803663 | -0.012417 / 0.0124157 |
 | Electron energy scale | -0.000573287 / 0.000573324 | 0.0090756 / -0.00907469 | 0.00687907 / -0.00687851 | -0.0020106 / 0.00201063 | 0.00719291 / -0.00719231 | 0.00868986 / -0.008689 | 0.00385541 / -0.00385513 | 0.00110586 / -0.00110588 | 0.0133929 / -0.0133909 | 0.00944107 / -0.00944004 |
 | AF2 Electron energy scale | 0.000737034 / -0.00073708 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | -9.48161e-08 / 9.33968e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | BJES Response | 0.00919583 / -0.00919574 | 0.00767638 / -0.00767638 | 0.00712183 / -0.00712179 | 0.0025278 / -0.00252781 | 0.00561373 / -0.00561371 | 0.00301749 / -0.00301749 | 0.00346601 / -0.00346601 | 0.00421678 / -0.00421673 | 0.00566462 / -0.00566457 | -0.00622804 / 0.00622811 |
 | JES EffectiveNP Detector1 | 0.00125308 / -0.00125314 | 0.000741253 / -0.000741293 | 0.000715295 / -0.000715293 | 0.00384156 / -0.00384168 | 0.000198583 / -0.000198584 | 0.000329396 / -0.000329408 | 0.00114469 / -0.0011446 | 0.000160517 / -0.000160552 | 0.00427444 / -0.00427455 | -0.00107354 / 0.00107354 |
 | JES EffectiveNP Detector2 | 0.00017388 / -0.000173845 | -1.71316e-05 / 1.70951e-05 | 5.03288e-05 / -5.03232e-05 | -8.74801e-07 / 8.56455e-07 | -5.80394e-06 / 5.86526e-06 | -6.05263e-05 / 6.05149e-05 | 6.54204e-07 / -6.62412e-07 | 2.08492e-05 / -2.08136e-05 | 0.000167455 / -0.000167441 | 4.09092e-05 / -4.08974e-05 |
 | JES EffectiveNP Mixed1 | 0.000924464 / -0.000924516 | 0.000641051 / -0.00064109 | 0.000418313 / -0.000418308 | 0.00301596 / -0.00301604 | 0.00128831 / -0.00128832 | 0.000542604 / -0.000542617 | 0.000364996 / -0.000365005 | -0.000175576 / 0.000175611 | 0.00355972 / -0.00355979 | -0.00294082 / 0.00294077 |
 | JES EffectiveNP Mixed2 | -0.00260027 / 0.00260026 | -0.00128891 / 0.00128886 | -0.00103321 / 0.00103314 | -0.00429012 / 0.00428997 | -0.00135595 / 0.00135594 | -0.000885269 / 0.000885252 | -0.000681525 / 0.000681513 | -0.000990076 / 0.000990104 | -0.00332756 / 0.00332749 | 0.00269622 / -0.00269627 |
 | JES EffectiveNP Mixed3 | 0.00019503 / -0.000195076 | 0.000211813 / -0.000211849 | 0.000129795 / -0.00012979 | -3.78496e-06 / 3.8415e-06 | 0.00055399 / -0.000553993 | -9.34073e-05 / 9.33959e-05 | -1.90768e-05 / 1.90687e-05 | 1.30452e-06 / -1.26911e-06 | 0.00064296 / -0.000642948 | -7.64548e-05 / 7.64665e-05 |
 | JES EffectiveNP Modelling1 | 0.0334954 / -0.0334906 | 0.0282738 / -0.0282701 | 0.0217384 / -0.0217361 | 0.0478116 / -0.0478037 | 0.0269417 / -0.0269383 | 0.0137482 / -0.0137472 | 0.025787 / -0.0257838 | 0.0834656 / -0.0765407 | 0.0319041 / -0.0318996 | 0.00628047 / -0.00628023 |
 | JES EffectiveNP Modelling2 | -0.00103351 / 0.00103346 | -0.0016986 / 0.00169864 | -0.00137583 / 0.00137582 | -0.00461115 / 0.00461099 | -0.001385 / 0.00138498 | -0.000305402 / 0.00030539 | -0.00172033 / 0.0017203 | -0.00621997 / 0.00621975 | -0.00375671 / 0.00375663 | -0.00601379 / 0.00601356 |
 | JES EffectiveNP Modelling3 | 0.000690459 / -0.000690427 | 0.000649719 / -0.000649664 | 0.000498088 / -0.000498085 | 0.000811981 / -0.000812004 | 0.000375109 / -0.000375111 | -0.000785737 / 0.000785721 | 0.000575912 / -0.000575923 | 3.26446e-05 / -3.26787e-05 | -2.0512e-05 / 2.0526e-05 | 0.00168442 / -0.00168443 |
 | JES EffectiveNP Modelling4 | 0.000342099 / -0.000342065 | -1.057e-06 / 1.02079e-06 | 1.77482e-05 / -1.77427e-05 | 0.00028625 / -0.000286268 | 0.000253609 / -0.000253611 | 3.05261e-05 / -3.05374e-05 | -6.58009e-07 / 6.49856e-07 | 2.62747e-05 / -2.63088e-05 | -3.77104e-06 / 3.7851e-06 | -0.00156024 / 0.00156024 |
 | JES EffectiveNP Stat1 | 0.00193049 / -0.00193056 | 0.000908784 / -0.000908731 | 0.000906855 / -0.000906855 | 0.00354881 / -0.00354884 | 0.00065744 / -0.000657444 | -2.81294e-05 / 2.8118e-05 | -0.000625157 / 0.000625146 | 5.01322e-05 / -5.00969e-05 | 0.00165393 / -0.00165393 | -0.00149274 / 0.00149274 |
 | JES EffectiveNP Stat2 | -0.00200146 / 0.00200147 | -0.00219852 / 0.00219854 | -0.00199971 / 0.00199968 | -0.00733753 / 0.00733711 | -0.0029772 / 0.00297713 | -0.00110828 / 0.00110826 | -0.00307048 / 0.0030704 | -0.011324 / 0.0113231 | -0.00462783 / 0.00462769 | -0.00112177 / 0.00112177 |
 | JES EffectiveNP Stat3 | -0.000143031 / 0.000143066 | 0.000107454 / -0.000107396 | 4.05729e-05 / -4.05675e-05 | -0.00120002 / 0.00119999 | 1.85228e-05 / -1.85242e-05 | 0.000337434 / -0.000337446 | 0.00120398 / -0.001204 | -5.83911e-05 / 5.84264e-05 | -0.00166756 / 0.00166755 | 0.00170324 / -0.00170325 |
 | JES EffectiveNP Stat4 | -0.000197096 / 0.000197131 | -0.000182754 / 0.000182812 | -0.000269979 / 0.000269984 | 0.000508074 / -0.000508094 | 0.000107528 / -0.000107529 | 6.26895e-05 / -6.27008e-05 | 0.00125842 / -0.00125844 | 5.01301e-05 / -5.00947e-05 | 0.000845296 / -0.000845287 | -0.00133338 / 0.00133331 |
 | JES EffectiveNP Stat5 | 0.000562897 / -0.000562864 | -1.69081e-05 / 1.68719e-05 | 3.18318e-05 / -3.18263e-05 | 0.00105971 / -0.00105966 | -0.000740485 / 0.00074048 | 3.0878e-06 / -3.09912e-06 | -0.00111832 / 0.0011183 | -7.34025e-05 / 7.34378e-05 | -0.000579274 / 0.000579285 | 0.000111553 / -0.000111541 |
 | JES EffectiveNP Stat6 | 0.000773249 / -0.000773299 | 0.000173375 / -0.000173411 | 6.0295e-05 / -6.02896e-05 | 0.000297689 / -0.000297708 | 0.000249932 / -0.000249934 | 0.000227735 / -0.000227747 | 0.000653698 / -0.000653709 | -4.88597e-06 / 4.85182e-06 | 7.55688e-05 / -7.55548e-05 | -0.00134971 / 0.00134963 |
 | JES EtaIntercalibration Modeling | 0.0150981 / -0.0151002 | 0.0115337 / -0.011535 | 0.0088838 / -0.00888453 | 0.0189185 / -0.0189219 | 0.00957934 / -0.00958019 | 0.0035932 / -0.00359324 | 0.0102314 / -0.0102323 | 0.0283124 / -0.0283198 | 0.00778381 / -0.00778446 | 0.0104629 / -0.010464 |
 | JES EtaIntercalibration Nonclosure HighE | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | -8.77643e-05 / 8.77785e-05 | 4.26406e-05 / -4.26288e-05 |
 | JES EtaIntercalibration Nonclosure NegEta | 0.000239322 / -0.000239287 | 0.000173659 / -0.000173696 | 4.89353e-05 / -4.89299e-05 | -0.000282457 / 0.000282438 | -0.000389844 / 0.000389841 | 0.00042787 / -0.000427883 | -3.62969e-05 / 3.62888e-05 | -7.12623e-07 / 7.48033e-07 | -0.000215539 / 0.000215553 | 0.00112893 / -0.00112892 |
 | JES EtaIntercalibration Nonclosure PosEta | -0.000122068 / 0.000122022 | -0.000108625 / 0.000108589 | 2.18406e-05 / -2.18351e-05 | 0.000277502 / -0.000277521 | -7.71837e-05 / 7.71823e-05 | 8.20431e-05 / -8.20545e-05 | -0.000573713 / 0.000573703 | 4.69808e-07 / -4.34398e-07 | 0.000690137 / -0.000690126 | -3.00383e-06 / 3.01556e-06 |
 | JES EtaIntercalibration TotalStat | 0.00408133 / -0.0040815 | 0.00312672 / -0.00312683 | 0.00271563 / -0.00271568 | 0.00794421 / -0.00794471 | 0.0025342 / -0.00253425 | 0.00113733 / -0.00113735 | 0.00330627 / -0.00330636 | 0.0109786 / -0.0109795 | 0.00783168 / -0.00783213 | -0.00229833 / 0.00229823 |
 | JES Flavor Composition | 0.0494605 / -0.0494799 | 0.0412865 / -0.0412996 | 0.0292442 / -0.0292505 | 0.0749472 / -0.0749954 | 0.0364963 / -0.0365064 | 0.0154014 / -0.015403 | 0.0511768 / -0.0511976 | 0.119955 / -0.111187 | 0.0660065 / -0.0660429 | 0.0749989 / -0.0750471 |
 | JES Flavor Response | -0.0197086 / 0.019706 | -0.0173021 / 0.0173 | -0.0130854 / 0.0130843 | -0.035473 / 0.0354642 | -0.0149746 / 0.0149731 | -0.00838503 / 0.00838455 | -0.0169753 / 0.0169733 | -0.0579984 / 0.0579738 | -0.0245241 / 0.02452 | -0.023724 / 0.0237202 |
 | JER DataVsMC AFII | 1.77016e-08 / 1.77016e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / 7.68439e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP2 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / 7.68439e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP3 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP4 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP5 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
 | JER Effective NP6 | 1.77016e-08 / 1.77016e-08 | -1.82303e-08 / -1.82303e-08 | -3.27486e-08 / -3.27486e-08 | 2.84631e-08 / 2.84631e-08 | 3.06592e-08 / 3.06592e-08 | -5.69945e-09 / -5.69945e-09 | -4.10401e-09 / -4.10401e-09 | -1.7187e-08 / -1.7187e-08 | 7.07522e-09 / 7.07522e-09 | 5.90152e-09 / 5.90152e-09 |
