 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | b-tag Eigenvar. 16 | 0.000743868 / -0.000743868 | 0.00107929 / -0.00107929 | 0.00108446 / -0.00108446 | 0.000354985 / -0.000354985 | 0.00106042 / -0.00106042 | 0.00121764 / -0.00121764 | 0.000581628 / -0.000581628 | 0.000464963 / -0.000464963 | 0.000725943 / -0.000725943 | 0.000224368 / -0.000224368 |
 | b-tag Eigenvar. 17 | -0.000590415 / 0.000590415 | -0.00129188 / 0.00129188 | -0.00134894 / 0.00134894 | -0.000465583 / 0.000465583 | -0.00115449 / 0.00115449 | -0.00157205 / 0.00157205 | -0.000665522 / 0.000665522 | -0.000447064 / 0.000447064 | -0.000985019 / 0.000985019 | -0.00075246 / 0.00075246 |
 | b-tag Eigenvar. 18 | 0.00163031 / -0.00163031 | 0.00286419 / -0.00286419 | 0.00260544 / -0.00260544 | 0.000767324 / -0.000767324 | 0.00243996 / -0.00243996 | 0.00248347 / -0.00248347 | 0.00121099 / -0.00121099 | 0.00137056 / -0.00137056 | 0.00135685 / -0.00135685 | 0.00132255 / -0.00132255 |
 | b-tag Eigenvar. 19 | 0.00165456 / -0.00165456 | 0.00231287 / -0.00231287 | 0.00213548 / -0.00213548 | 0.000894281 / -0.000894281 | 0.00217523 / -0.00217523 | 0.00209687 / -0.00209687 | 0.00126654 / -0.00126654 | 0.00137493 / -0.00137493 | 0.00137378 / -0.00137378 | 0.00135718 / -0.00135718 |
 | b-tag Eigenvar. 20 | 0.000568399 / -0.000568399 | 0.000651088 / -0.000651088 | 0.000706981 / -0.000706981 | 0.000234409 / -0.000234409 | 0.00122146 / -0.00122146 | 0.000925797 / -0.000925797 | 0.000200803 / -0.000200803 | 0.000215383 / -0.000215383 | 0.000329447 / -0.000329447 | 0.000322202 / -0.000322202 |
 | b-tag Eigenvar. 21 | -1.90344e-05 / 1.90344e-05 | -0.000137703 / 0.000137703 | -0.000184176 / 0.000184176 | -0.000141919 / 0.000141919 | -0.0002869 / 0.0002869 | -0.000100439 / 0.000100439 | 1.80891e-05 / -1.80891e-05 | 5.23247e-05 / -5.23247e-05 | 2.04193e-05 / -2.04193e-05 | 0.000114351 / -0.000114351 |
 | b-tag Eigenvar. 22 | -0.00117291 / 0.00117291 | -0.00161281 / 0.00161281 | -0.00192014 / 0.00192014 | -0.000887547 / 0.000887547 | -0.00381123 / 0.00381123 | -0.00242937 / 0.00242937 | -0.00106769 / 0.00106769 | -0.00130998 / 0.00130998 | -0.00148208 / 0.00148208 | -0.00150419 / 0.00150419 |
 | b-tag Eigenvar. 23 | -0.000294587 / 0.000294587 | 7.39636e-05 / -7.39636e-05 | 0.000392945 / -0.000392945 | 3.88912e-05 / -3.88912e-05 | 0.00178983 / -0.00178983 | 0.000721872 / -0.000721872 | 5.6864e-05 / -5.6864e-05 | 0.000194958 / -0.000194958 | 0.000553366 / -0.000553366 | 2.7012e-05 / -2.7012e-05 |
 | b-tag Eigenvar. 24 | -2.93026e-05 / 2.93026e-05 | -0.000209364 / 0.000209364 | -0.000185381 / 0.000185381 | -2.38302e-05 / 2.38302e-05 | 0.000222166 / -0.000222166 | -0.000174012 / 0.000174012 | -2.03144e-06 / 2.03144e-06 | 0.000135174 / -0.000135174 | 0.000133681 / -0.000133681 | 9.86079e-05 / -9.86079e-05 |
 | b-tag Eigenvar. 25 | 0.000251904 / -0.000251904 | 0.000570727 / -0.000570727 | 0.0005378 / -0.0005378 | 0.000206941 / -0.000206941 | 0.00010324 / -0.00010324 | 0.000478784 / -0.000478784 | -1.66942e-05 / 1.66942e-05 | 0.000278496 / -0.000278496 | -0.000149473 / 0.000149473 | -0.000124142 / 0.000124142 |
 | b-tag Eigenvar. 26 | 0.00164481 / -0.00164481 | 0.0028723 / -0.0028723 | 0.00261377 / -0.00261377 | 0.00097052 / -0.00097052 | 0.00213559 / -0.00213559 | 0.00264042 / -0.00264042 | 0.00117441 / -0.00117441 | 0.00121221 / -0.00121221 | 0.00138785 / -0.00138785 | 0.00166328 / -0.00166328 |
 | b-tag Eigenvar. 27 | 6.05118e-05 / -6.05118e-05 | 0.000242058 / -0.000242058 | 0.000140598 / -0.000140598 | 0.000224027 / -0.000224027 | -0.000105473 / 0.000105473 | 8.98115e-05 / -8.98115e-05 | 0.00023355 / -0.00023355 | 0.000340231 / -0.000340231 | 0.000203493 / -0.000203493 | 0.000232209 / -0.000232209 |
 | b-tag Eigenvar. 28 | 0.000136614 / -0.000136614 | 0.000336575 / -0.000336575 | 0.000290494 / -0.000290494 | 9.27451e-05 / -9.27451e-05 | 0.000466711 / -0.000466711 | 0.000327921 / -0.000327921 | -6.43482e-05 / 6.43482e-05 | 4.6702e-05 / -4.6702e-05 | 0.000134332 / -0.000134332 | -1.66572e-05 / 1.66572e-05 |
 | b-tag Eigenvar. 29 | -0.00021972 / 0.00021972 | -0.000291495 / 0.000291495 | -0.000288051 / 0.000288051 | -0.000269201 / 0.000269201 | -0.000402119 / 0.000402119 | -0.000380611 / 0.000380611 | -0.000108011 / 0.000108011 | 4.22268e-05 / -4.22268e-05 | -0.000135722 / 0.000135722 | -0.000294898 / 0.000294898 |
 | b-tag Eigenvar. 30 | 0.000431208 / -0.000431208 | 0.000109647 / -0.000109647 | 7.01428e-05 / -7.01428e-05 | -1.22885e-06 / 1.22885e-06 | 3.57972e-05 / -3.57972e-05 | 2.64939e-05 / -2.64939e-05 | 8.5212e-05 / -8.5212e-05 | 0.000188762 / -0.000188762 | 8.83598e-05 / -8.83598e-05 | -0.000109545 / 0.000109545 |
 | b-tag Eigenvar. 31 | 6.71406e-05 / -6.71406e-05 | -0.000123769 / 0.000123769 | -0.000156783 / 0.000156783 | 6.34097e-06 / -6.34097e-06 | -9.49702e-05 / 9.49702e-05 | -0.000175424 / 0.000175424 | -5.31882e-05 / 5.31882e-05 | 2.73094e-05 / -2.73094e-05 | -0.000104071 / 0.000104071 | -0.000121005 / 0.000121005 |
 | b-tag Eigenvar. 32 | 0.00113049 / -0.00113049 | 0.00180438 / -0.00180438 | 0.00161972 / -0.00161972 | 0.000320597 / -0.000320597 | 0.00137663 / -0.00137663 | 0.00144802 / -0.00144802 | 0.000669442 / -0.000669442 | 0.000665201 / -0.000665201 | 0.000874517 / -0.000874517 | 0.000725298 / -0.000725298 |
 | b-tag Eigenvar. 33 | -0.00045056 / 0.00045056 | -0.000743138 / 0.000743138 | -0.000747053 / 0.000747053 | -0.00011748 / 0.00011748 | -0.000632764 / 0.000632764 | -0.000879869 / 0.000879869 | -0.000143038 / 0.000143038 | -0.00013793 / 0.00013793 | -0.000266558 / 0.000266558 | -0.000216305 / 0.000216305 |
 | b-tag Eigenvar. 34 | 0.000219604 / -0.000219604 | -0.000281763 / 0.000281763 | -0.000223513 / 0.000223513 | 6.92786e-05 / -6.92786e-05 | -0.000235828 / 0.000235828 | -0.000211616 / 0.000211616 | -2.96463e-05 / 2.96463e-05 | 0.00016432 / -0.00016432 | -4.58939e-05 / 4.58939e-05 | -7.17264e-05 / 7.17264e-05 |
 | b-tag Eigenvar. 35 | 0.000494962 / -0.000494962 | 0.000714492 / -0.000714492 | 0.00066633 / -0.00066633 | 0.000347199 / -0.000347199 | 0.000582652 / -0.000582652 | 0.000516759 / -0.000516759 | 0.000185896 / -0.000185896 | 0.000144354 / -0.000144354 | 0.000212361 / -0.000212361 | 0.00026098 / -0.00026098 |
 | b-tag Eigenvar. 36 | -0.000725462 / 0.000725462 | -0.00112083 / 0.00112083 | -0.00112563 / 0.00112563 | -0.000256332 / 0.000256332 | -0.000941869 / 0.000941869 | -0.00098354 / 0.00098354 | -0.000292843 / 0.000292843 | -0.000444769 / 0.000444769 | -0.000591859 / 0.000591859 | -0.000323548 / 0.000323548 |
 | b-tag Eigenvar. 37 | -0.00177042 / 0.00177042 | -0.0026662 / 0.0026662 | -0.00251852 / 0.00251852 | -0.000768268 / 0.000768268 | -0.00201437 / 0.00201437 | -0.00238686 / 0.00238686 | -0.000858093 / 0.000858093 | -0.00130263 / 0.00130263 | -0.00110772 / 0.00110772 | -0.0010038 / 0.0010038 |
 | b-tag Eigenvar. 38 | 0.000524012 / -0.000524012 | 0.00092004 / -0.00092004 | 0.000883942 / -0.000883942 | 4.23517e-05 / -4.23517e-05 | 0.000719391 / -0.000719391 | 0.00119601 / -0.00119601 | 0.000425062 / -0.000425062 | 0.00066084 / -0.00066084 | 0.000413254 / -0.000413254 | 0.000645499 / -0.000645499 |
 | b-tag Eigenvar. 39 | 0.001578 / -0.001578 | 0.00235061 / -0.00235061 | 0.00208322 / -0.00208322 | 0.000678217 / -0.000678217 | 0.00179724 / -0.00179724 | 0.00202501 / -0.00202501 | 0.00100481 / -0.00100481 | 0.00145513 / -0.00145513 | 0.00109819 / -0.00109819 | 0.0011337 / -0.0011337 |
 | b-tag Eigenvar. 40 | 0.000480729 / -0.000480729 | 0.000947687 / -0.000947687 | 0.00123359 / -0.00123359 | 8.05252e-05 / -8.05252e-05 | 0.00152768 / -0.00152768 | 0.00159977 / -0.00159977 | 0.000348164 / -0.000348164 | 0.000199089 / -0.000199089 | 0.000534489 / -0.000534489 | 0.000500498 / -0.000500498 |
 | b-tag Eigenvar. 41 | -0.00110441 / 0.00110441 | -0.00175524 / 0.00175524 | -0.00178986 / 0.00178986 | -0.000289855 / 0.000289855 | -0.00158592 / 0.00158592 | -0.00186307 / 0.00186307 | -0.000415277 / 0.000415277 | -0.000505586 / 0.000505586 | -0.000636936 / 0.000636936 | -0.000568374 / 0.000568374 |
 | b-tag Eigenvar. 42 | -0.00231814 / 0.00231814 | -0.0033935 / 0.0033935 | -0.00304874 / 0.00304874 | -0.00100012 / 0.00100012 | -0.00270754 / 0.00270754 | -0.00290871 / 0.00290871 | -0.000936131 / 0.000936131 | -0.00120728 / 0.00120728 | -0.0012995 / 0.0012995 | -0.00104295 / 0.00104295 |
 | b-tag Eigenvar. 43 | 0.000489308 / -0.000489308 | 0.000890107 / -0.000890107 | 0.000993515 / -0.000993515 | 9.39346e-05 / -9.39346e-05 | 0.000727628 / -0.000727628 | 0.00108119 / -0.00108119 | 0.000113234 / -0.000113234 | 0.000403458 / -0.000403458 | 0.000328959 / -0.000328959 | 0.000226962 / -0.000226962 |
 | b-tag Eigenvar. 44 | 0.000428933 / -0.000428933 | 0.000588348 / -0.000588348 | 0.000613296 / -0.000613296 | 1.19643e-05 / -1.19643e-05 | 0.000302583 / -0.000302583 | 0.000624592 / -0.000624592 | 7.32374e-05 / -7.32374e-05 | 0.000125764 / -0.000125764 | 0.00015923 / -0.00015923 | 0.000143604 / -0.000143604 |
 | b-tag Eigenvar. 45 | -0.00113977 / 0.00113977 | -0.00177286 / 0.00177286 | -0.00161443 / 0.00161443 | -0.000272445 / 0.000272445 | -0.00126158 / 0.00126158 | -0.00160007 / 0.00160007 | -0.000437679 / 0.000437679 | -0.000433638 / 0.000433638 | -0.000533927 / 0.000533927 | -0.000439356 / 0.000439356 |
 | b-tag Eigenvar. 45 | -0.00113977 / 0.00113977 | -0.00177286 / 0.00177286 | -0.00161443 / 0.00161443 | -0.000272445 / 0.000272445 | -0.00126158 / 0.00126158 | -0.00160007 / 0.00160007 | -0.000437679 / 0.000437679 | -0.000433638 / 0.000433638 | -0.000533927 / 0.000533927 | -0.000439356 / 0.000439356 |
 | Muon momentum resolution (ID) | -0.000223944 / 0.000223893 | 0.000286146 / -0.000286186 | 0.000182565 / -0.000182642 | -0.00174575 / 0.00174578 | 0.00091338 / -0.00091345 | 0.000232796 / -0.000232796 | -0.000146541 / 0.000146551 | 0.00306621 / -0.00306622 | -0.000445563 / 0.000445556 | -0.00137493 / 0.00137491 |
 | Muon momentum resolution (MS) | -8.18785e-05 / 8.18281e-05 | -0.000582932 / 0.000582892 | -0.000154263 / 0.000154295 | -0.00450711 / 0.00450714 | 0.000376307 / -0.000376274 | 6.64018e-05 / -6.64016e-05 | -0.000647682 / 0.000647692 | -5.7384e-06 / 5.73653e-06 | -0.00327791 / 0.0032779 | -0.000580799 / 0.000580779 |
 | Muon momentum scale | -0.00195056 / 0.00195058 | -0.00130375 / 0.00130378 | -0.00151461 / 0.00151464 | -0.000371718 / 0.000371747 | -0.000598476 / 0.000598405 | -0.00039109 / 0.00039109 | -0.000972055 / 0.000972065 | 0.000913977 / -0.000913979 | -0.00401997 / 0.00401996 | -0.00497795 / 0.00497793 |
 | Muon Sagitta ResBias | -0.000322012 / 0.000321962 | -5.02642e-05 / 5.02977e-05 | 4.1106e-05 / -4.11833e-05 | 0.00170533 / -0.0017053 | -0.00124758 / 0.00124761 | 0.000296411 / -0.000296411 | -0.000502521 / 0.000502531 | 0.00120429 / -0.00120429 | 0.000274281 / -0.000274288 | -2.0035e-05 / 2.00153e-05 |
 | Muon Sagitta Rho | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | Met ResoPara | -0.00193549 / 0.00193549 | -0.000911012 / 0.000911012 | -0.00247896 / 0.00247896 | 0.0013542 / -0.0013542 | -0.0051221 / 0.0051221 | 0.000990526 / -0.000990526 | 0.00314541 / -0.00314541 | 0.0036737 / -0.0036737 | -0.00431288 / 0.00431288 | -0.0231244 / 0.0231244 |
 | Met ResoPerp | 0.000515693 / -0.000515693 | -0.000755155 / 0.000755155 | -0.00139474 / 0.00139474 | -0.00398998 / 0.00398998 | -0.00601667 / 0.00601667 | 0.000218602 / -0.000218602 | -0.00208919 / 0.00208919 | -0.00766055 / 0.00766055 | -0.00849729 / 0.00849729 | -0.00169014 / 0.00169014 |
 | MET Scale | -0.00239925 / 0.00239926 | -0.00128311 / 0.00128314 | -0.00185495 / 0.00185498 | -0.00354109 / 0.00354112 | -0.000514146 / 0.000514179 | -0.00113946 / 0.00113946 | -0.00285948 / 0.00285949 | -0.00670882 / 0.00670882 | -0.00977018 / 0.00977017 | -0.0122188 / 0.0122188 |
 | Electron energy resolution | -0.00121223 / 0.00121224 | -0.000192555 / 0.000192588 | 0.000111781 / -0.000111858 | 0.001115 / -0.00111497 | -0.00253723 / 0.00253716 | 0.0020887 / -0.0020887 | 0.00178446 / -0.00178445 | 0.00250647 / -0.00250647 | 0.0036805 / -0.00368051 | -0.000990651 / 0.000990631 |
 | Electron energy scale | -0.00148349 / 0.00148344 | 0.00732923 / -0.0073292 | 0.00486736 / -0.00486733 | 0.00114463 / -0.0011447 | 0.00341134 / -0.00341131 | 0.00520947 / -0.00520947 | 0.00561242 / -0.00561241 | 0.00646704 / -0.00646693 | 0.00853959 / -0.0085396 | 0.00938207 / -0.00938209 |
 | AF2 Electron energy scale | 0.000108019 / -0.000108069 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | 2.4059e-05 / -2.41293e-05 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | BJES Response | 0.00498289 / -0.00498287 | 0.00777601 / -0.00777598 | 0.00675716 / -0.00675713 | 0.00442517 / -0.00442514 | 0.00756367 / -0.00756374 | 0.00299633 / -0.00299633 | 0.00508668 / -0.00508667 | 0.00416104 / -0.00416104 | 0.00352884 / -0.00352884 | 0.00760749 / -0.00760745 |
 | JES EffectiveNP Detector1 | -0.000248185 / 0.000248134 | 0.000674164 / -0.000674131 | 0.000661618 / -0.000661586 | 0.00107163 / -0.0010716 | 0.000835125 / -0.000835093 | 0.000461171 / -0.00046117 | 0.000963104 / -0.000963094 | 0.00225058 / -0.00225058 | 0.000642462 / -0.000642469 | 0.000639045 / -0.000639065 |
 | JES EffectiveNP Detector2 | 2.63277e-05 / -2.63132e-05 | 1.1518e-05 / -1.15582e-05 | 1.40415e-05 / -1.41188e-05 | 0.00014595 / -0.000145921 | -7.65466e-06 / 7.68733e-06 | -4.15799e-05 / 4.15801e-05 | 8.69227e-05 / -8.69126e-05 | 0.000364902 / -0.000364904 | 0.000174445 / -0.000174452 | -5.6796e-06 / 5.65994e-06 |
 | JES EffectiveNP Mixed1 | 0.000451094 / -0.00045108 | 0.000341146 / -0.000341186 | 0.000441595 / -0.000441563 | 0.00233774 / -0.00233771 | -0.000254156 / 0.000254086 | 0.000737702 / -0.000737702 | 0.000559878 / -0.000559868 | 0.001973 / -0.00197289 | 0.00166783 / -0.00166784 | -0.000711566 / 0.000711606 |
 | JES EffectiveNP Mixed2 | -0.000344953 / 0.000344968 | -0.00107535 / 0.00107538 | -0.0010395 / 0.00103954 | -0.0029274 / 0.00292743 | -0.00314226 / 0.00314229 | -0.00082651 / 0.00082651 | -0.000447942 / 0.000447953 | -0.00258829 / 0.00258828 | -0.000773305 / 0.000773298 | -0.00186174 / 0.00186172 |
 | JES EffectiveNP Mixed3 | 9.1057e-06 / -9.09115e-06 | 0.000104412 / -0.000104379 | 0.000134681 / -0.000134649 | 0.000234841 / -0.000234812 | 0.000228653 / -0.000228621 | 6.73679e-05 / -6.73677e-05 | 0.000476056 / -0.000476046 | 0.000366508 / -0.00036651 | 6.15091e-05 / -6.15162e-05 | 0.000663474 / -0.000663493 |
 | JES EffectiveNP Modelling1 | 0.0301487 / -0.0301487 | 0.0275887 / -0.0275887 | 0.0213407 / -0.0213406 | 0.040899 / -0.040899 | 0.0279564 / -0.0279564 | 0.0134177 / -0.0134177 | 0.0326245 / -0.0326245 | 0.0452661 / -0.0452661 | 0.0263691 / -0.0263691 | 0.0389334 / -0.0389334 |
 | JES EffectiveNP Modelling2 | -0.00178062 / 0.00178063 | -0.00179933 / 0.00179937 | -0.00136833 / 0.00136836 | -0.00121456 / 0.00121459 | -0.00435438 / 0.00435441 | -0.000367903 / 0.000367903 | -0.00156402 / 0.00156403 | -0.00111112 / 0.00111112 | -0.00487854 / 0.00487853 | -0.00447086 / 0.00447084 |
 | JES EffectiveNP Modelling3 | 0.00035842 / -0.000358406 | 0.000314825 / -0.000314866 | 0.000323366 / -0.000323334 | 0.00140914 / -0.00140911 | 0.000816076 / -0.000816044 | 0.00022046 / -0.00022046 | 0.00114851 / -0.00114858 | 0.000244415 / -0.000244417 | 0.00411394 / -0.00411386 | 0.000284444 / -0.000284463 |
 | JES EffectiveNP Modelling4 | -0.000288738 / 0.000288752 | 5.92185e-05 / -5.9185e-05 | 2.12733e-05 / -2.13506e-05 | 0.000223162 / -0.000223133 | -1.27075e-06 / 1.20045e-06 | 2.19243e-06 / -2.19224e-06 | 0.000175062 / -0.000175134 | 0.000367426 / -0.000367428 | -5.77733e-05 / 5.77663e-05 | 0.000126414 / -0.000126373 |
 | JES EffectiveNP Stat1 | 0.00021577 / -0.00021582 | 0.000682274 / -0.000682241 | 0.000713336 / -0.000713304 | 0.00127288 / -0.00127285 | 0.00313395 / -0.00313392 | 0.000610398 / -0.000610398 | 0.00102086 / -0.00102085 | 0.00161567 / -0.00161567 | 0.000652307 / -0.000652314 | 0.000192823 / -0.000192842 |
 | JES EffectiveNP Stat2 | -0.00241452 / 0.00241453 | -0.00265204 / 0.00265208 | -0.00183029 / 0.00183032 | -0.00285613 / 0.00285616 | -0.00428725 / 0.00428728 | -0.000830077 / 0.000830077 | -0.00256321 / 0.00256322 | -0.00293644 / 0.00293643 | -0.00470808 / 0.00470807 | -0.00693649 / 0.00693653 |
 | JES EffectiveNP Stat3 | 0.000483913 / -0.000483899 | -4.11959e-05 / 4.12294e-05 | 3.84762e-05 / -3.8444e-05 | -0.000442225 / 0.000442255 | 1.29386e-05 / -1.29059e-05 | 0.000115748 / -0.000115748 | 0.000457972 / -0.000457962 | -0.000411148 / 0.000411146 | 9.72287e-05 / -9.72358e-05 | -0.000145192 / 0.000145233 |
 | JES EffectiveNP Stat4 | -0.000318957 / 0.000318972 | -5.89638e-05 / 5.89236e-05 | -7.8986e-05 / 7.90182e-05 | -0.000816282 / 0.000816204 | -0.000480476 / 0.000480509 | -0.000167844 / 0.000167844 | -0.000232155 / 0.000232166 | -0.00027976 / 0.000279758 | -0.000581607 / 0.0005816 | -0.000134033 / 0.000134014 |
 | JES EffectiveNP Stat5 | 0.000197638 / -0.000197623 | 0.000120632 / -0.000120598 | 5.82348e-06 / -5.79126e-06 | 7.46857e-05 / -7.47643e-05 | 7.88581e-07 / -8.58881e-07 | 0.000119835 / -0.000119835 | 0.000199989 / -0.000199979 | 0.000357673 / -0.000357674 | 0.000893231 / -0.000893238 | -0.000367519 / 0.0003675 |
 | JES EffectiveNP Stat6 | -0.000435287 / 0.000435237 | 0.000136778 / -0.000136744 | 0.00019407 / -0.000194038 | 0.00031227 / -0.00031224 | 5.0102e-06 / -4.97754e-06 | -6.20533e-06 / 6.20551e-06 | 0.000490556 / -0.000490546 | 0.000387507 / -0.000387509 | 8.85226e-05 / -8.84483e-05 | 0.000445248 / -0.000445268 |
 | JES EtaIntercalibration Modeling | 0.0137781 / -0.0137781 | 0.0118533 / -0.0118533 | 0.00902828 / -0.00902825 | 0.0159421 / -0.0159421 | 0.0149496 / -0.0149495 | 0.00593777 / -0.00593777 | 0.0136173 / -0.0136173 | 0.0203079 / -0.0203079 | 0.0125705 / -0.0125705 | 0.0119181 / -0.0119181 |
 | JES EtaIntercalibration Nonclosure HighE | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -2.98442e-06 / 3.09729e-06 | -3.98728e-05 / 3.98658e-05 | -9.82957e-09 / -9.82957e-09 |
 | JES EtaIntercalibration Nonclosure NegEta | 0.000687393 / -0.000687444 | 0.000149901 / -0.000149941 | 8.1648e-05 / -8.17253e-05 | 0.000129188 / -0.000129267 | 0.000907202 / -0.000907169 | -0.000262448 / 0.000262448 | 0.000112094 / -0.000112084 | 0.00018268 / -0.000182682 | 0.000535059 / -0.000535066 | -0.000254546 / 0.000254587 |
 | JES EtaIntercalibration Nonclosure PosEta | 5.77823e-05 / -5.77677e-05 | 0.000113407 / -0.000113447 | 8.45323e-06 / -8.42101e-06 | -7.35747e-05 / 7.34961e-05 | 8.91548e-07 / -8.58881e-07 | -0.000180031 / 0.000180032 | 3.01452e-05 / -3.01351e-05 | -3.58027e-05 / 3.58008e-05 | -0.000725055 / 0.000725048 | 0.00164573 / -0.00164575 |
 | JES EtaIntercalibration TotalStat | 0.00297916 / -0.00297914 | 0.00342406 / -0.0034241 | 0.00258714 / -0.00258711 | 0.00521211 / -0.00521208 | 0.00588964 / -0.00588961 | 0.00109479 / -0.00109479 | 0.00382601 / -0.003826 | 0.00421428 / -0.00421428 | 0.00518081 / -0.00518081 | 0.00735084 / -0.00735086 |
 | JES Flavor Composition | 0.0472375 / -0.0472375 | 0.0417778 / -0.0417777 | 0.0294687 / -0.0294688 | 0.040564 / -0.040564 | 0.0394795 / -0.0394795 | 0.0191786 / -0.0191786 | 0.0599074 / -0.0599074 | 0.0747944 / -0.0747944 | 0.0504574 / -0.0504574 | 0.0560935 / -0.0560934 |
 | JES Flavor Response | -0.0208956 / 0.0208956 | -0.0176347 / 0.0176346 | -0.0139465 / 0.0139466 | -0.0323445 / 0.0323445 | -0.0191365 / 0.0191365 | -0.00953907 / 0.00953907 | -0.0241858 / 0.0241858 | -0.0369279 / 0.0369279 | -0.0148835 / 0.0148835 | -0.0231747 / 0.0231747 |
 | JER DataVsMC AFII | 7.27472e-09 / 7.27472e-09 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP2 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP3 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP4 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP5 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP6 | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JER Effective NP7 RestTerm | 7.27472e-09 / 7.27472e-09 | 1.67593e-08 / 1.67593e-08 | 1.61121e-08 / 1.61121e-08 | -3.93087e-08 / -3.93087e-08 | -3.51497e-08 / -3.51497e-08 | -3.70669e-08 / -3.70669e-08 | 5.05635e-09 / 5.05635e-09 | -9.3593e-10 / -9.3593e-10 | -3.53021e-09 / -3.53021e-09 | -9.82957e-09 / -9.82957e-09 |
 | JES Pileup OffsetMu | 0.00546225 / -0.0054623 | 0.00579073 / -0.00579077 | 0.00413848 / -0.00413856 | 0.00493473 / -0.0049347 | 0.00966666 / -0.00966662 | 0.00378349 / -0.00378349 | 0.00631542 / -0.00631541 | 0.018345 / -0.018345 | 0.00377847 / -0.00377839 | 0.00694147 / -0.00694149 |
 | JES Pileup NPV | 0.0115828 / -0.0115827 | 0.0128598 / -0.0128598 | 0.009753 / -0.00975297 | 0.0269496 / -0.0269496 | 0.0197613 / -0.0197612 | 0.00721014 / -0.00721014 | 0.0147948 / -0.0147948 | 0.0335637 / -0.0335637 | 0.0111642 / -0.0111642 | 0.0207456 / -0.0207456 |
