 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | b-tag Eigenvar. 15 | 0.00145611 / -0.00145611 | 0.00243747 / -0.00243747 | 0.00244973 / -0.00244973 | 0.000559536 / -0.000559536 | 0.00208089 / -0.00208089 | 0.00257037 / -0.00257037 | 0.000773428 / -0.000773428 | 0.000692147 / -0.000692147 | 0.00113698 / -0.00113698 | 0.000827086 / -0.000827086 |
 | b-tag Eigenvar. 16 | 0.000683414 / -0.000683414 | 0.000621764 / -0.000621764 | 0.000767793 / -0.000767793 | 0.000225978 / -0.000225978 | 0.00117775 / -0.00117775 | 0.000645174 / -0.000645174 | 0.000481133 / -0.000481133 | 0.000376229 / -0.000376229 | 0.000585451 / -0.000585451 | 6.2528e-05 / -6.2528e-05 |
 | b-tag Eigenvar. 17 | -0.000603031 / 0.000603031 | -0.00135715 / 0.00135715 | -0.0013071 / 0.0013071 | -0.000384305 / 0.000384305 | -0.000983433 / 0.000983433 | -0.00165588 / 0.00165588 | -0.000464355 / 0.000464355 | -0.000339537 / 0.000339537 | -0.000678886 / 0.000678886 | -0.00060516 / 0.00060516 |
 | b-tag Eigenvar. 18 | 0.00141748 / -0.00141748 | 0.00311311 / -0.00311311 | 0.00271174 / -0.00271174 | 0.000545034 / -0.000545034 | 0.00197181 / -0.00197181 | 0.00255015 / -0.00255015 | 0.000986024 / -0.000986024 | 0.000965535 / -0.000965535 | 0.000955719 / -0.000955719 | 0.00118845 / -0.00118845 |
 | b-tag Eigenvar. 19 | 0.00148791 / -0.00148791 | 0.0015349 / -0.0015349 | 0.00143707 / -0.00143707 | 0.00043924 / -0.00043924 | 0.00202249 / -0.00202249 | 0.00158098 / -0.00158098 | 0.000858677 / -0.000858677 | 0.000797542 / -0.000797542 | 0.000755679 / -0.000755679 | 0.00108512 / -0.00108512 |
 | b-tag Eigenvar. 20 | 0.000526776 / -0.000526776 | 0.000382037 / -0.000382037 | 0.000393609 / -0.000393609 | 0.000203481 / -0.000203481 | 0.000996125 / -0.000996125 | 0.000559932 / -0.000559932 | 0.000200031 / -0.000200031 | 7.10764e-05 / -7.10764e-05 | 0.000230288 / -0.000230288 | 0.000256914 / -0.000256914 |
 | b-tag Eigenvar. 21 | -2.58466e-05 / 2.58466e-05 | -0.000202521 / 0.000202521 | -0.000179856 / 0.000179856 | -0.000186166 / 0.000186166 | 9.41727e-05 / -9.41727e-05 | -8.88105e-05 / 8.88105e-05 | 4.97214e-05 / -4.97214e-05 | 5.0343e-05 / -5.0343e-05 | -1.98366e-05 / 1.98366e-05 | 8.04669e-05 / -8.04669e-05 |
 | b-tag Eigenvar. 22 | -0.00107018 / 0.00107018 | -0.000554983 / 0.000554983 | -0.000856569 / 0.000856569 | -0.00062713 / 0.00062713 | -0.00215598 / 0.00215598 | -0.00133167 / 0.00133167 | -0.000694652 / 0.000694652 | -0.00104374 / 0.00104374 | -0.00100006 / 0.00100006 | -0.00118538 / 0.00118538 |
 | b-tag Eigenvar. 23 | -0.000251531 / 0.000251531 | 0.000535228 / -0.000535228 | 0.000684234 / -0.000684234 | 0.000199824 / -0.000199824 | 0.000992085 / -0.000992085 | 0.000873023 / -0.000873023 | 6.72304e-05 / -6.72304e-05 | 0.00030652 / -0.00030652 | 0.000507244 / -0.000507244 | 1.03325e-06 / -1.03325e-06 |
 | b-tag Eigenvar. 24 | -4.95943e-05 / 4.95943e-05 | -0.000445176 / 0.000445176 | -0.000530002 / 0.000530002 | -4.07896e-06 / 4.07896e-06 | -6.84413e-05 / 6.84413e-05 | -0.000733686 / 0.000733686 | -1.01729e-05 / 1.01729e-05 | 0.000176471 / -0.000176471 | 6.34389e-05 / -6.34389e-05 | 6.41783e-05 / -6.41783e-05 |
 | b-tag Eigenvar. 25 | 0.000178042 / -0.000178042 | 0.00110553 / -0.00110553 | 0.000983329 / -0.000983329 | 0.000334003 / -0.000334003 | 0.000297739 / -0.000297739 | 0.000795838 / -0.000795838 | 0.000135257 / -0.000135257 | 0.000162782 / -0.000162782 | 1.9118e-05 / -1.9118e-05 | -0.000117866 / 0.000117866 |
 | b-tag Eigenvar. 26 | 0.00150824 / -0.00150824 | 0.00235656 / -0.00235656 | 0.00223385 / -0.00223385 | 0.000559846 / -0.000559846 | 0.00186952 / -0.00186952 | 0.00212257 / -0.00212257 | 0.000777638 / -0.000777638 | 0.000943871 / -0.000943871 | 0.000977085 / -0.000977085 | 0.00133662 / -0.00133662 |
 | b-tag Eigenvar. 27 | 3.85651e-05 / -3.85651e-05 | 0.000322472 / -0.000322472 | 0.000234619 / -0.000234619 | 0.000120804 / -0.000120804 | 9.60607e-06 / -9.60607e-06 | 0.000138475 / -0.000138475 | 0.000144825 / -0.000144825 | 0.000298147 / -0.000298147 | 0.000149795 / -0.000149795 | 0.000186378 / -0.000186378 |
 | b-tag Eigenvar. 28 | 0.000105661 / -0.000105661 | 0.000267684 / -0.000267684 | 0.000219509 / -0.000219509 | 4.3643e-05 / -4.3643e-05 | 0.00054749 / -0.00054749 | 0.000264566 / -0.000264566 | -8.83416e-05 / 8.83416e-05 | 6.68334e-06 / -6.68334e-06 | 6.47308e-05 / -6.47308e-05 | -1.39637e-05 / 1.39637e-05 |
 | b-tag Eigenvar. 29 | -0.000210949 / 0.000210949 | 1.60417e-06 / -1.60417e-06 | -2.43679e-06 / 2.43679e-06 | -0.000337885 / 0.000337885 | -0.000144285 / 0.000144285 | -0.00013973 / 0.00013973 | -0.000102693 / 0.000102693 | 7.39339e-05 / -7.39339e-05 | -7.56849e-05 / 7.56849e-05 | -6.0605e-05 / 6.0605e-05 |
 | b-tag Eigenvar. 30 | 0.0003359 / -0.0003359 | -0.000662478 / 0.000662478 | -0.000623062 / 0.000623062 | -0.000127474 / 0.000127474 | -0.000210947 / 0.000210947 | -0.000706695 / 0.000706695 | -1.19908e-05 / 1.19908e-05 | 1.06041e-05 / -1.06041e-05 | -5.22864e-06 / 5.22864e-06 | -0.000138316 / 0.000138316 |
 | b-tag Eigenvar. 31 | 5.58066e-05 / -5.58066e-05 | -0.000344384 / 0.000344384 | -0.000383946 / 0.000383946 | -3.41996e-05 / 3.41996e-05 | -0.000184319 / 0.000184319 | -0.000445007 / 0.000445007 | -6.34654e-05 / 6.34654e-05 | -3.2524e-05 / 3.2524e-05 | -0.000126167 / 0.000126167 | -0.000207776 / 0.000207776 |
 | b-tag Eigenvar. 32 | 0.00102637 / -0.00102637 | 0.00125017 / -0.00125017 | 0.0010725 / -0.0010725 | 0.000240605 / -0.000240605 | 0.00103368 / -0.00103368 | 0.000804781 / -0.000804781 | 0.000457022 / -0.000457022 | 0.000429259 / -0.000429259 | 0.000683533 / -0.000683533 | 0.00062129 / -0.00062129 |
 | b-tag Eigenvar. 33 | -0.000422889 / 0.000422889 | -0.000608384 / 0.000608384 | -0.000621001 / 0.000621001 | -0.000105659 / 0.000105659 | -0.000333435 / 0.000333435 | -0.000735861 / 0.000735861 | -0.000105181 / 0.000105181 | -0.000116321 / 0.000116321 | -0.000128949 / 0.000128949 | -0.00020261 / 0.00020261 |
 | b-tag Eigenvar. 34 | 0.000208134 / -0.000208134 | -0.00113731 / 0.00113731 | -0.000968286 / 0.000968286 | 4.8973e-05 / -4.8973e-05 | -0.0006953 / 0.0006953 | -0.000901511 / 0.000901511 | -8.29837e-05 / 8.29837e-05 | 7.8785e-05 / -7.8785e-05 | -0.000105895 / 0.000105895 | -8.27057e-05 / 8.27057e-05 |
 | b-tag Eigenvar. 35 | 0.000484486 / -0.000484486 | 0.000363544 / -0.000363544 | 0.000387886 / -0.000387886 | 0.000288451 / -0.000288451 | 0.000332355 / -0.000332355 | 0.000250547 / -0.000250547 | 0.000128369 / -0.000128369 | 8.64935e-05 / -8.64935e-05 | 0.000161521 / -0.000161521 | 0.000236751 / -0.000236751 |
 | b-tag Eigenvar. 36 | -0.000680617 / 0.000680617 | -0.000866681 / 0.000866681 | -0.000887589 / 0.000887589 | -0.00012388 / 0.00012388 | -0.000664081 / 0.000664081 | -0.000689775 / 0.000689775 | -0.000250133 / 0.000250133 | -0.000380273 / 0.000380273 | -0.000390303 / 0.000390303 | -0.000199309 / 0.000199309 |
 | b-tag Eigenvar. 37 | -0.00167095 / 0.00167095 | -0.00202031 / 0.00202031 | -0.0018674 / 0.0018674 | -0.000673426 / 0.000673426 | -0.00147816 / 0.00147816 | -0.00165185 / 0.00165185 | -0.000582613 / 0.000582613 | -0.000933894 / 0.000933894 | -0.000811848 / 0.000811848 | -0.000766538 / 0.000766538 |
 | b-tag Eigenvar. 38 | 0.000454964 / -0.000454964 | 0.000646499 / -0.000646499 | 0.000631008 / -0.000631008 | -0.000129334 / 0.000129334 | 0.000472932 / -0.000472932 | 0.000712369 / -0.000712369 | 0.000391195 / -0.000391195 | 0.000381612 / -0.000381612 | 0.00032042 / -0.00032042 | 0.000525927 / -0.000525927 |
 | b-tag Eigenvar. 39 | 0.00140569 / -0.00140569 | 0.0015574 / -0.0015574 | 0.00142562 / -0.00142562 | 0.000373606 / -0.000373606 | 0.00106251 / -0.00106251 | 0.00135442 / -0.00135442 | 0.000794764 / -0.000794764 | 0.000892304 / -0.000892304 | 0.000742959 / -0.000742959 | 0.000804985 / -0.000804985 |
 | b-tag Eigenvar. 40 | 0.000418529 / -0.000418529 | 0.000616755 / -0.000616755 | 0.000775004 / -0.000775004 | 0.000116342 / -0.000116342 | 0.00117958 / -0.00117958 | 0.00106002 / -0.00106002 | 0.000221846 / -0.000221846 | 0.00025349 / -0.00025349 | 0.000412143 / -0.000412143 | 0.000366342 / -0.000366342 |
 | b-tag Eigenvar. 41 | -0.00104334 / 0.00104334 | -0.00116412 / 0.00116412 | -0.00120958 / 0.00120958 | -0.000245726 / 0.000245726 | -0.00119747 / 0.00119747 | -0.00122669 / 0.00122669 | -0.000275679 / 0.000275679 | -0.000443403 / 0.000443403 | -0.000367447 / 0.000367447 | -0.000493795 / 0.000493795 |
 | b-tag Eigenvar. 42 | -0.00221056 / 0.00221056 | -0.00234202 / 0.00234202 | -0.00211281 / 0.00211281 | -0.000898215 / 0.000898215 | -0.00223329 / 0.00223329 | -0.00190758 / 0.00190758 | -0.000613421 / 0.000613421 | -0.000641234 / 0.000641234 | -0.000864119 / 0.000864119 | -0.000690477 / 0.000690477 |
 | b-tag Eigenvar. 43 | 0.00042105 / -0.00042105 | 0.000564741 / -0.000564741 | 0.000651612 / -0.000651612 | 3.47184e-05 / -3.47184e-05 | 0.000477982 / -0.000477982 | 0.00069279 / -0.00069279 | 6.59866e-05 / -6.59866e-05 | 0.000503154 / -0.000503154 | 0.000251355 / -0.000251355 | 0.000115771 / -0.000115771 |
 | b-tag Eigenvar. 44 | 0.000383151 / -0.000383151 | 0.000426731 / -0.000426731 | 0.000429551 / -0.000429551 | -5.49617e-05 / 5.49617e-05 | 0.000264867 / -0.000264867 | 0.000442382 / -0.000442382 | 3.93882e-05 / -3.93882e-05 | 0.000204514 / -0.000204514 | 0.000122368 / -0.000122368 | 7.96058e-05 / -7.96058e-05 |
 | b-tag Eigenvar. 45 | -0.00112109 / 0.00112109 | -0.00117198 / 0.00117198 | -0.00112075 / 0.00112075 | -0.000199677 / 0.000199677 | -0.000898499 / 0.000898499 | -0.00108537 / 0.00108537 | -0.000314907 / 0.000314907 | -0.00026398 / 0.00026398 | -0.000418029 / 0.000418029 | -0.00028233 / 0.00028233 |
 | b-tag Eigenvar. 45 | -0.00112109 / 0.00112109 | -0.00117198 / 0.00117198 | -0.00112075 / 0.00112075 | -0.000199677 / 0.000199677 | -0.000898499 / 0.000898499 | -0.00108537 / 0.00108537 | -0.000314907 / 0.000314907 | -0.00026398 / 0.00026398 | -0.000418029 / 0.000418029 | -0.00028233 / 0.00028233 |
 | Muon momentum resolution (ID) | -0.000492254 / 0.000492283 | 0.000204744 / -0.000204772 | 0.000229589 / -0.000229655 | -0.00200331 / 0.00200331 | 7.86044e-07 / -8.55656e-07 | 0.0015114 / -0.00151147 | 0.000275763 / -0.00027573 | 0.00380188 / -0.00380203 | -0.000380413 / 0.000380389 | -0.00157866 / 0.00157863 |
 | Muon momentum resolution (MS) | -0.000338801 / 0.000338832 | -0.00050314 / 0.000503111 | -3.3006e-05 / 3.30541e-05 | -0.00347991 / 0.00347985 | 0.000857229 / -0.000857212 | 0.000344274 / -0.000344242 | -0.000386466 / 0.000386403 | 0.000842719 / -0.000842714 | -0.00376959 / 0.00376947 | -0.00122881 / 0.00122879 |
 | Muon momentum scale | -0.00226716 / 0.00226711 | -0.00126784 / 0.00126781 | -0.00143358 / 0.00143363 | 6.70082e-05 / -6.69852e-05 | -0.000578504 / 0.000578526 | -0.000456206 / 0.000456159 | -0.00113611 / 0.00113614 | 0.000666762 / -0.000666752 | -0.00513115 / 0.00513122 | -0.00210478 / 0.00210477 |
 | Muon Sagitta ResBias | -0.000579283 / 0.000579233 | -0.000183334 / 0.000183383 | 0.000102069 / -0.000102021 | 0.000345903 / -0.000345942 | -0.00304783 / 0.00304785 | -0.000284029 / 0.000284063 | -0.000622702 / 0.000622736 | 0.00179839 / -0.00179838 | 0.000788174 / -0.000788098 | 9.37417e-05 / -9.37561e-05 |
 | Muon Sagitta Rho | 1.56957e-08 / 1.56957e-08 | -1.40419e-08 / -1.40419e-08 | -3.30454e-08 / -3.30454e-08 | 1.14986e-08 / 1.14986e-08 | -3.50835e-08 / -3.50835e-08 | -2.33641e-08 / -2.33641e-08 | -3.1049e-08 / -3.1049e-08 | -2.84216e-08 / -2.84216e-08 | 3.81906e-08 / 3.81906e-08 | 2.86723e-08 / 2.86723e-08 |
 | Met ResoPara | -0.00204981 / 0.00204978 | -0.00136421 / 0.00136419 | -0.00213085 / 0.00213082 | 0.00140348 / -0.00140349 | -0.00221007 / 0.00221004 | -0.000992758 / 0.000992752 | 0.00132949 / -0.0013295 | 0.0046785 / -0.00467865 | -0.0108209 / 0.0108201 | -0.025874 / 0.0258696 |
 | Met ResoPerp | 0.00134482 / -0.00134483 | -0.00134509 / 0.00134509 | -4.59241e-05 / 4.59241e-05 | -0.00317254 / 0.00317251 | -0.00403717 / 0.00403711 | 0.0008129 / -0.000812902 | -0.000747838 / 0.000747836 | -0.00836472 / 0.00836447 | -0.0116189 / 0.0116185 | -0.0017718 / 0.00177179 |
 | MET Scale | -0.00222391 / 0.00222383 | -0.00125732 / 0.00125729 | -0.00157728 / 0.00157731 | -0.00396142 / 0.00396127 | -0.000528437 / 0.000528457 | -0.0019454 / 0.00194533 | -0.00324537 / 0.00324534 | -0.00726307 / 0.00726273 | -0.00992974 / 0.00992906 | -0.00967247 / 0.00967183 |
 | Electron energy resolution | -0.00170223 / 0.00170224 | -0.000299409 / 0.000299381 | 2.69104e-05 / -2.68624e-05 | -0.000138424 / 0.000138447 | 0.00115767 / -0.00115766 | 0.00281503 / -0.00281513 | 0.00140282 / -0.00140289 | 0.000521965 / -0.000521958 | 0.00382622 / -0.00382634 | -0.000334356 / 0.000334341 |
 | Electron energy scale | -0.00225455 / 0.00225469 | 0.00745167 / -0.00744963 | 0.00521411 / -0.00521316 | -2.43407e-06 / 2.45559e-06 | 0.00287475 / -0.00287442 | 0.00636706 / -0.00636553 | 0.00601317 / -0.0060118 | 0.00670805 / -0.00670637 | 0.00798182 / -0.00797937 | 0.00723655 / -0.00723455 |
 | AF2 Electron energy scale | -1.11317e-05 / 1.11629e-05 | -1.41267e-08 / -1.37582e-08 | -3.32451e-08 / -3.2378e-08 | 1.1568e-08 / 1.12663e-08 | 4.27385e-05 / -4.2717e-05 | -2.35053e-08 / -2.28922e-08 | -3.12365e-08 / -3.04218e-08 | -2.85933e-08 / -2.78476e-08 | 3.84213e-08 / 3.74192e-08 | 2.88455e-08 / 2.80932e-08 |
 | BJES Response | 0.00469822 / -0.00469832 | 0.00484324 / -0.00484341 | 0.00352364 / -0.00352378 | 0.00257664 / -0.00257672 | 0.00925461 / -0.00925518 | 0.00106444 / -0.00106449 | 0.00318071 / -0.00318074 | 0.00303054 / -0.00303065 | 0.00131462 / -0.00131466 | 0.00644889 / -0.00644915 |
 | JES EffectiveNP Detector1 | -0.000402557 / 0.000402589 | 0.000682408 / -0.000682359 | 0.000749708 / -0.000749659 | 0.00122541 / -0.00122539 | 0.00145541 / -0.00145539 | 0.000553486 / -0.000553533 | 0.000635939 / -0.000635906 | 0.00216355 / -0.00216354 | 0.000743357 / -0.00074338 | 0.000489116 / -0.00048913 |
 | JES EffectiveNP Detector2 | -2.70665e-05 / 2.70979e-05 | 5.77791e-05 / -5.78072e-05 | 2.2173e-05 / -2.21246e-05 | 0.000166729 / -0.000166768 | -1.80319e-05 / 1.80536e-05 | -0.000111048 / 0.000111081 | 0.000101387 / -0.000101354 | -1.15812e-06 / 1.16773e-06 | 0.000212401 / -0.000212424 | -7.79271e-06 / 7.7783e-06 |
 | JES EffectiveNP Mixed1 | 0.000510706 / -0.000510676 | 0.000540109 / -0.000540139 | 0.00047456 / -0.000474513 | 0.00315184 / -0.00315187 | -0.000465998 / 0.000465927 | 0.00066457 / -0.000664539 | 0.000491022 / -0.00049099 | 0.00155054 / -0.00155054 | 0.00120751 / -0.00120754 | 0.000954359 / -0.000954308 |
 | JES EffectiveNP Mixed2 | -0.00028262 / 0.00028257 | -0.00118821 / 0.00118817 | -0.00116566 / 0.00116559 | -0.00332892 / 0.00332888 | -0.00552963 / 0.00552947 | -0.000768718 / 0.000768748 | 7.73237e-05 / -7.73853e-05 | -0.00214612 / 0.00214611 | -0.000660066 / 0.000660041 | -0.00193133 / 0.0019313 |
 | JES EffectiveNP Mixed3 | -2.41387e-05 / 2.41701e-05 | 0.000141232 / -0.000141261 | 0.000173151 / -0.000173103 | 0.000268184 / -0.000268161 | 0.000396079 / -0.000396149 | -4.2621e-07 / 3.79481e-07 | 0.000511749 / -0.000511812 | -1.02522e-06 / 1.03483e-06 | 7.36744e-05 / -7.36974e-05 | 0.00052851 / -0.000528453 |
 | JES EffectiveNP Modelling1 | 0.031797 / -0.0317768 | 0.0286794 / -0.0286631 | 0.0211098 / -0.0211013 | 0.0249471 / -0.0249349 | 0.032681 / -0.0326595 | 0.0143833 / -0.0143794 | 0.0318724 / -0.031852 | 0.0457623 / -0.045718 | 0.0270191 / -0.0270048 | 0.0414295 / -0.0413939 |
 | JES EffectiveNP Modelling2 | -0.00221105 / 0.002211 | -0.00154363 / 0.0015436 | -0.00139547 / 0.0013954 | -0.000888423 / 0.000888446 | -0.00817289 / 0.00817291 | -0.000461201 / 0.000461235 | -0.000935473 / 0.000935506 | -0.00199721 / 0.00199722 | -0.0059959 / 0.00599588 | -0.00500264 / 0.00500263 |
 | JES EffectiveNP Modelling3 | 0.000464669 / -0.00046472 | 0.000186589 / -0.000186618 | 0.000390963 / -0.00039103 | 0.000625522 / -0.000625563 | 0.00145958 / -0.00145957 | 0.000656202 / -0.000656251 | 0.000922944 / -0.000922917 | 0.000745183 / -0.000745177 | 0.00527952 / -0.00527973 | 6.38892e-05 / -6.38323e-05 |
 | JES EffectiveNP Modelling4 | -0.000421181 / 0.000421213 | 0.000143236 / -0.000143264 | 4.86142e-05 / -4.86803e-05 | 0.000254859 / -0.000254836 | -1.38082e-05 / 1.3738e-05 | 3.67967e-05 / -3.67629e-05 | 0.00021046 / -0.000210522 | 1.63291e-06 / -1.6233e-06 | -7.11137e-05 / 7.11901e-05 | 0.000166574 / -0.000166588 |
 | JES EffectiveNP Stat1 | 0.000343951 / -0.000344001 | 0.000726254 / -0.000726282 | 0.000836357 / -0.000836423 | 0.0014515 / -0.00145148 | 0.00556658 / -0.00556656 | 0.00093482 / -0.000934786 | 0.000662825 / -0.000662791 | 0.001463 / -0.00146299 | 0.00055385 / -0.000553873 | -6.92874e-05 / 6.9273e-05 |
 | JES EffectiveNP Stat2 | -0.00254488 / 0.00254479 | -0.00241573 / 0.00241574 | -0.00170901 / 0.00170893 | -0.00332362 / 0.00332356 | -0.00809378 / 0.00809327 | -0.000697795 / 0.000697746 | -0.00197137 / 0.00197128 | -0.0029214 / 0.00292135 | -0.00545093 / 0.0054507 | -0.00748292 / 0.00748253 |
 | JES EffectiveNP Stat3 | 0.000683089 / -0.000683057 | -8.64449e-06 / 8.61641e-06 | 3.03e-05 / -3.03661e-05 | -0.000513527 / 0.00051355 | 1.87881e-05 / -1.88583e-05 | 0.000238219 / -0.000238266 | 0.000572888 / -0.000572854 | -1.89011e-05 / 1.89107e-05 | 0.000402503 / -0.000402427 | -0.000186895 / 0.000186881 |
 | JES EffectiveNP Stat4 | -0.000435129 / 0.000435159 | -2.27998e-05 / 2.2772e-05 | -8.26094e-05 / 8.26572e-05 | -0.000418308 / 0.00041833 | -0.000858773 / 0.000858791 | -0.000412878 / 0.000412831 | -0.000260931 / 0.000260964 | -0.000749646 / 0.000749653 | -0.000746131 / 0.000746106 | 0.000114169 / -0.000114183 |
 | JES EffectiveNP Stat5 | 0.000184549 / -0.000184517 | 0.000218213 / -0.000218241 | 1.98837e-05 / -1.99498e-05 | 8.74605e-05 / -8.74375e-05 | 1.51153e-05 / -1.50936e-05 | 0.000299533 / -0.000299499 | 0.000197161 / -0.000197127 | 4.3675e-07 / -4.2714e-07 | 0.000809838 / -0.000809861 | -0.000436462 / 0.000436519 |
 | JES EffectiveNP Stat6 | -0.000499582 / 0.000499532 | 0.000217442 / -0.000217471 | 0.000211039 / -0.000210991 | 0.000356315 / -0.000356354 | -5.63613e-06 / 5.65779e-06 | -0.000126275 / 0.000126228 | 0.000581977 / -0.000581943 | 1.8512e-05 / -1.85024e-05 | 0.000104977 / -0.000105 | 0.000520689 / -0.000520703 |
 | JES EtaIntercalibration Modeling | 0.0140333 / -0.0140334 | 0.0125704 / -0.0125705 | 0.00864609 / -0.0086461 | 0.0112088 / -0.0112089 | 0.0215266 / -0.0215267 | 0.00441052 / -0.00441058 | 0.0127248 / -0.0127248 | 0.0192011 / -0.0192012 | 0.0118809 / -0.0118809 | 0.012069 / -0.0120691 |
 | JES EtaIntercalibration Nonclosure HighE | 1.56957e-08 / 1.56957e-08 | -1.40419e-08 / -1.40419e-08 | -3.30454e-08 / -3.30454e-08 | 1.14986e-08 / 1.14986e-08 | -3.50835e-08 / -3.50835e-08 | -2.33641e-08 / -2.33641e-08 | -3.1049e-08 / -3.1049e-08 | 3.08058e-05 / -3.07962e-05 | 3.81906e-08 / 3.81906e-08 | 2.86723e-08 / 2.86723e-08 |
 | JES EtaIntercalibration Nonclosure NegEta | 0.000525801 / -0.000525769 | 0.000165429 / -0.00016538 | 0.000108708 / -0.00010866 | 0.000147826 / -0.000147803 | 0.00161674 / -0.00161681 | -0.000970478 / 0.000970512 | 0.000137267 / -0.000137233 | 0.000211758 / -0.000211748 | 0.000395945 / -0.000395968 | -0.000300915 / 0.000300901 |
 | JES EtaIntercalibration Nonclosure PosEta | 0.000130222 / -0.00013019 | 0.000115572 / -0.0001156 | -1.04493e-05 / 1.03832e-05 | -8.42147e-05 / 8.42377e-05 | 1.52586e-06 / -1.59603e-06 | -3.23316e-05 / 3.23654e-05 | 3.54654e-05 / -3.54318e-05 | -4.14952e-05 / 4.14383e-05 | -0.000886677 / 0.000886654 | 0.00195631 / -0.00195632 |
 | JES EtaIntercalibration TotalStat | 0.00300759 / -0.00300759 | 0.00336861 / -0.0033686 | 0.00227689 / -0.00227686 | 0.00453777 / -0.00453781 | 0.00993638 / -0.0099368 | 0.00137145 / -0.0013715 | 0.00340003 / -0.00340004 | 0.00438501 / -0.00438507 | 0.00601869 / -0.00601873 | 0.00811795 / -0.00811819 |
 | JES Flavor Composition | 0.048627 / -0.0485985 | 0.0473313 / -0.0473044 | 0.033837 / -0.0338243 | 0.0400632 / -0.0400447 | 0.0431175 / -0.0430958 | 0.0226524 / -0.022647 | 0.0614934 / -0.0614449 | 0.0760848 / -0.0760053 | 0.0482137 / -0.0481857 | 0.0552138 / -0.0551758 |
 | JES Flavor Response | -0.0222849 / 0.0222963 | -0.0205348 / 0.0205444 | -0.0161294 / 0.0161352 | -0.0184426 / 0.0184502 | -0.0234759 / 0.0234886 | -0.0111485 / 0.0111512 | -0.0250029 / 0.0250174 | -0.0381616 / 0.0381966 | -0.0174153 / 0.0174221 | -0.0237526 / 0.0237655 |
 | JER DataVsMC AFII | 1.56957e-08 / 1.56957e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | 1.56957e-08 / 1.56957e-08 | -1.40419e-08 / -1.40419e-08 | -3.30454e-08 / -3.30454e-08 | 1.14986e-08 / 1.14986e-08 | -3.50835e-08 / -3.50835e-08 | -2.33641e-08 / -2.33641e-08 | -3.1049e-08 / -3.1049e-08 | -2.84216e-08 / -2.84216e-08 | 3.81906e-08 / 3.81906e-08 | 2.86723e-08 / 2.86723e-08 |
 | JER Effective NP2 | 1.56957e-08 / 1.56957e-08 | -1.40419e-08 / -1.40419e-08 | -3.30454e-08 / -3.30454e-08 | 1.14986e-08 / 1.14986e-08 | -3.50835e-08 / -3.50835e-08 | -2.33641e-08 / -2.33641e-08 | -3.1049e-08 / -3.1049e-08 | -2.84216e-08 / -2.84216e-08 | 3.81906e-08 / 3.81906e-08 | 2.86723e-08 / 2.86723e-08 |
 | JER Effective NP3 | 1.56957e-08 / 1.56957e-08 | -1.40419e-08 / -1.40419e-08 | -3.30454e-08 / -3.30454e-08 | 1.14986e-08 / 1.14986e-08 | -3.50835e-08 / -3.50835e-08 | -2.33641e-08 / -2.33641e-08 | -3.1049e-08 / -3.1049e-08 | -2.84216e-08 / -2.84216e-08 | 3.81906e-08 / 3.81906e-08 | 2.86723e-08 / 2.86723e-08 |
 | JER Effective NP4 | 1.56957e-08 / 1.56957e-08 | -1.40419e-08 / -1.40419e-08 | -3.30454e-08 / -3.30454e-08 | 1.14986e-08 / 1.14986e-08 | -3.50835e-08 / -3.50835e-08 | -2.33641e-08 / -2.33641e-08 | -3.1049e-08 / -3.1049e-08 | -2.84216e-08 / -2.84216e-08 | 3.81906e-08 / 3.81906e-08 | 2.86723e-08 / 2.86723e-08 |
 | JER Effective NP5 | 1.56957e-08 / 1.56957e-08 | -1.40419e-08 / -1.40419e-08 | -3.30454e-08 / -3.30454e-08 | 1.14986e-08 / 1.14986e-08 | -3.50835e-08 / -3.50835e-08 | -2.33641e-08 / -2.33641e-08 | -3.1049e-08 / -3.1049e-08 | -2.84216e-08 / -2.84216e-08 | 3.81906e-08 / 3.81906e-08 | 2.86723e-08 / 2.86723e-08 |
 | JER Effective NP6 | 1.56957e-08 / 1.56957e-08 | -1.40419e-08 / -1.40419e-08 | -3.30454e-08 / -3.30454e-08 | 1.14986e-08 / 1.14986e-08 | -3.50835e-08 / -3.50835e-08 | -2.33641e-08 / -2.33641e-08 | -3.1049e-08 / -3.1049e-08 | -2.84216e-08 / -2.84216e-08 | 3.81906e-08 / 3.81906e-08 | 2.86723e-08 / 2.86723e-08 |
 | JER Effective NP7 RestTerm | 1.56957e-08 / 1.56957e-08 | -1.40419e-08 / -1.40419e-08 | -3.30454e-08 / -3.30454e-08 | 1.14986e-08 / 1.14986e-08 | -3.50835e-08 / -3.50835e-08 | -2.33641e-08 / -2.33641e-08 | -3.1049e-08 / -3.1049e-08 | -2.84216e-08 / -2.84216e-08 | 3.81906e-08 / 3.81906e-08 | 2.86723e-08 / 2.86723e-08 |
