 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | b-tag Eigenvar. 15 | 0.00125972 / -0.00125972 | 0.00150679 / -0.00150679 | 0.00179784 / -0.00179784 | 0.000636799 / -0.000636799 | 0.0018477 / -0.0018477 | 0.0027866 / -0.0027866 | 0.000855247 / -0.000855247 | 0.000571206 / -0.000571206 | 0.000157497 / -0.000157497 | 0.00056708 / -0.00056708 |
 | b-tag Eigenvar. 16 | 0.000647989 / -0.000647989 | -0.00086902 / 0.00086902 | 0.000439218 / -0.000439218 | 0.000128899 / -0.000128899 | 0.00116668 / -0.00116668 | 0.00139169 / -0.00139169 | 0.000434468 / -0.000434468 | 0.000187991 / -0.000187991 | -6.26275e-05 / 6.26275e-05 | 0.000211152 / -0.000211152 |
 | b-tag Eigenvar. 17 | -0.00043271 / 0.00043271 | -0.00131215 / 0.00131215 | -0.000934556 / 0.000934556 | -1.09856e-05 / 1.09856e-05 | -0.00222842 / 0.00222842 | -0.00150027 / 0.00150027 | -0.000276179 / 0.000276179 | -0.000270163 / 0.000270163 | -6.00426e-05 / 6.00426e-05 | -0.000293422 / 0.000293422 |
 | b-tag Eigenvar. 18 | 0.00113143 / -0.00113143 | 0.00243498 / -0.00243498 | 0.00197167 / -0.00197167 | 0.00130531 / -0.00130531 | 0.00162412 / -0.00162412 | 0.00221557 / -0.00221557 | 0.0010849 / -0.0010849 | 0.000931848 / -0.000931848 | 0.000220147 / -0.000220147 | 0.00092358 / -0.00092358 |
 | b-tag Eigenvar. 19 | 0.00136837 / -0.00136837 | 0.00215517 / -0.00215517 | 0.00166983 / -0.00166983 | 0.00098004 / -0.00098004 | 0.00306236 / -0.00306236 | 0.00177995 / -0.00177995 | 0.00169067 / -0.00169067 | 0.00104479 / -0.00104479 | 0.000220079 / -0.000220079 | 0.00136242 / -0.00136242 |
 | b-tag Eigenvar. 20 | 0.000448072 / -0.000448072 | 0.000209166 / -0.000209166 | 0.000417716 / -0.000417716 | -4.01767e-05 / 4.01767e-05 | 0.00201888 / -0.00201888 | -0.000963443 / 0.000963443 | -2.91726e-05 / 2.91726e-05 | -9.12622e-05 / 9.12622e-05 | 5.65498e-05 / -5.65498e-05 | 2.05912e-05 / -2.05912e-05 |
 | b-tag Eigenvar. 21 | -6.59923e-05 / 6.59923e-05 | -3.68331e-05 / 3.68331e-05 | -0.000157034 / 0.000157034 | 0.000163057 / -0.000163057 | 0.000301457 / -0.000301457 | -0.000778827 / 0.000778827 | 0.000154654 / -0.000154654 | -2.37715e-05 / 2.37715e-05 | 5.87266e-05 / -5.87266e-05 | 9.67469e-05 / -9.67469e-05 |
 | b-tag Eigenvar. 22 | -0.0010501 / 0.0010501 | -0.000619947 / 0.000619947 | -0.000793205 / 0.000793205 | -0.000524712 / 0.000524712 | -0.00171204 / 0.00171204 | -0.000873688 / 0.000873688 | -0.000541177 / 0.000541177 | 0.000155743 / -0.000155743 | -0.000166908 / 0.000166908 | -0.000830979 / 0.000830979 |
 | b-tag Eigenvar. 23 | -0.000308653 / 0.000308653 | 0.000505058 / -0.000505058 | 0.000575489 / -0.000575489 | -0.000566107 / 0.000566107 | -7.27005e-05 / 7.27005e-05 | 0.000880549 / -0.000880549 | -0.000364441 / 0.000364441 | 0.000393304 / -0.000393304 | 0.000261641 / -0.000261641 | -0.000372555 / 0.000372555 |
 | b-tag Eigenvar. 24 | -1.68544e-05 / 1.68544e-05 | -0.000619869 / 0.000619869 | -0.00042395 / 0.00042395 | -3.22657e-05 / 3.22657e-05 | 0.00017583 / -0.00017583 | -0.000342666 / 0.000342666 | -4.15547e-05 / 4.15547e-05 | -3.18335e-05 / 3.18335e-05 | 4.78428e-05 / -4.78428e-05 | -3.19734e-05 / 3.19734e-05 |
 | b-tag Eigenvar. 25 | 2.19175e-05 / -2.19175e-05 | 0.000832321 / -0.000832321 | 0.000709219 / -0.000709219 | -1.35613e-05 / 1.35613e-05 | -0.00128204 / 0.00128204 | -0.000415863 / 0.000415863 | -0.000504877 / 0.000504877 | -7.05313e-05 / 7.05313e-05 | 0.000158109 / -0.000158109 | 2.43704e-05 / -2.43704e-05 |
 | b-tag Eigenvar. 26 | 0.00156357 / -0.00156357 | 0.00234583 / -0.00234583 | 0.00187741 / -0.00187741 | 0.000243516 / -0.000243516 | 0.00194243 / -0.00194243 | 0.00146991 / -0.00146991 | 0.000858951 / -0.000858951 | 0.000965094 / -0.000965094 | 0.00023035 / -0.00023035 | 0.000894378 / -0.000894378 |
 | b-tag Eigenvar. 27 | 7.38153e-05 / -7.38153e-05 | 0.000311317 / -0.000311317 | 2.65957e-05 / -2.65957e-05 | 8.61544e-05 / -8.61544e-05 | 0.000511524 / -0.000511524 | -0.000638392 / 0.000638392 | 0.000194022 / -0.000194022 | 0.000298633 / -0.000298633 | -0.000203028 / 0.000203028 | 0.000299676 / -0.000299676 |
 | b-tag Eigenvar. 28 | 0.000148532 / -0.000148532 | 0.000631013 / -0.000631013 | 0.000362827 / -0.000362827 | -8.49446e-05 / 8.49446e-05 | 0.000328412 / -0.000328412 | -2.88348e-05 / 2.88348e-05 | 2.61764e-05 / -2.61764e-05 | 0.000110596 / -0.000110596 | 3.28737e-06 / -3.28737e-06 | 0.000156297 / -0.000156297 |
 | b-tag Eigenvar. 29 | -0.000273583 / 0.000273583 | 0.000196239 / -0.000196239 | 5.28155e-05 / -5.28155e-05 | -9.10772e-05 / 9.10772e-05 | -6.83392e-05 / 6.83392e-05 | -0.000732944 / 0.000732944 | 4.26961e-06 / -4.26961e-06 | 5.90755e-05 / -5.90755e-05 | 1.21304e-05 / -1.21304e-05 | 0.000152976 / -0.000152976 |
 | b-tag Eigenvar. 30 | 0.000497008 / -0.000497008 | -0.00079083 / 0.00079083 | -0.000410341 / 0.000410341 | -1.00044e-05 / 1.00044e-05 | 3.62122e-06 / -3.62122e-06 | -0.000629494 / 0.000629494 | 1.1466e-05 / -1.1466e-05 | 0.00037457 / -0.00037457 | 0.000105187 / -0.000105187 | -1.58261e-05 / 1.58261e-05 |
 | b-tag Eigenvar. 31 | 9.60957e-05 / -9.60957e-05 | -0.000664245 / 0.000664245 | -0.000233516 / 0.000233516 | 4.04667e-05 / -4.04667e-05 | -0.000747239 / 0.000747239 | 9.89881e-05 / -9.89881e-05 | -4.28246e-05 / 4.28246e-05 | -6.54637e-05 / 6.54637e-05 | -2.55546e-05 / 2.55546e-05 | 0.000114612 / -0.000114612 |
 | b-tag Eigenvar. 32 | 0.00108666 / -0.00108666 | 0.00104254 / -0.00104254 | 0.000973776 / -0.000973776 | 0.000241799 / -0.000241799 | 0.000186551 / -0.000186551 | 0.000917921 / -0.000917921 | 0.000199631 / -0.000199631 | 0.000346852 / -0.000346852 | 0.000281844 / -0.000281844 | 0.000294752 / -0.000294752 |
 | b-tag Eigenvar. 33 | -0.000456875 / 0.000456875 | -0.000709566 / 0.000709566 | -0.000659021 / 0.000659021 | -2.4416e-05 / 2.4416e-05 | 1.8401e-05 / -1.8401e-05 | -0.000781071 / 0.000781071 | -5.29843e-05 / 5.29843e-05 | 2.18055e-06 / -2.18055e-06 | -0.000153983 / 0.000153983 | -0.000108931 / 0.000108931 |
 | b-tag Eigenvar. 34 | 0.000323073 / -0.000323073 | -0.000548773 / 0.000548773 | -0.000652398 / 0.000652398 | 4.53115e-05 / -4.53115e-05 | -9.9413e-05 / 9.9413e-05 | -0.000134915 / 0.000134915 | -9.16053e-07 / 9.16053e-07 | 0.000159121 / -0.000159121 | 8.11744e-05 / -8.11744e-05 | 3.399e-05 / -3.399e-05 |
 | b-tag Eigenvar. 35 | 0.000550319 / -0.000550319 | 0.000485747 / -0.000485747 | 0.000516517 / -0.000516517 | -1.72545e-06 / 1.72545e-06 | 0.000563738 / -0.000563738 | 2.78034e-05 / -2.78034e-05 | 0.000313081 / -0.000313081 | 1.56941e-05 / -1.56941e-05 | 0.000253954 / -0.000253954 | 7.32704e-05 / -7.32704e-05 |
 | b-tag Eigenvar. 36 | -0.00074026 / 0.00074026 | -0.000761273 / 0.000761273 | -0.000841925 / 0.000841925 | -0.000249727 / 0.000249727 | -0.00030421 / 0.00030421 | -0.00152526 / 0.00152526 | -0.000214481 / 0.000214481 | -0.00015023 / 0.00015023 | -0.000122828 / 0.000122828 | -0.000558307 / 0.000558307 |
 | b-tag Eigenvar. 37 | -0.00172322 / 0.00172322 | -0.00196841 / 0.00196841 | -0.00184037 / 0.00184037 | -0.000713228 / 0.000713228 | -0.00234424 / 0.00234424 | -0.00133275 / 0.00133275 | -0.000329094 / 0.000329094 | -0.000428486 / 0.000428486 | -0.000409276 / 0.000409276 | -0.000554642 / 0.000554642 |
 | b-tag Eigenvar. 38 | 0.000585456 / -0.000585456 | 0.000549198 / -0.000549198 | 0.000509168 / -0.000509168 | 0.000603008 / -0.000603008 | -0.000272772 / 0.000272772 | 0.000158567 / -0.000158567 | 0.000134229 / -0.000134229 | 0.000532432 / -0.000532432 | 0.000433468 / -0.000433468 | 0.000435726 / -0.000435726 |
 | b-tag Eigenvar. 39 | 0.00141575 / -0.00141575 | 0.00166593 / -0.00166593 | 0.00126083 / -0.00126083 | 0.000217637 / -0.000217637 | 0.000938804 / -0.000938804 | 0.000399279 / -0.000399279 | 0.000487488 / -0.000487488 | 0.00128781 / -0.00128781 | 0.000657742 / -0.000657742 | 0.000753862 / -0.000753862 |
 | b-tag Eigenvar. 40 | 0.000458169 / -0.000458169 | 0.000396128 / -0.000396128 | 0.000763382 / -0.000763382 | 0.000991078 / -0.000991078 | 0.000192972 / -0.000192972 | 0.0010801 / -0.0010801 | 9.46482e-05 / -9.46482e-05 | -0.000168427 / 0.000168427 | 0.000176475 / -0.000176475 | 5.13103e-06 / -5.13103e-06 |
 | b-tag Eigenvar. 41 | -0.00111391 / 0.00111391 | -0.00112077 / 0.00112077 | -0.00122606 / 0.00122606 | 0.000178082 / -0.000178082 | -0.000838643 / 0.000838643 | -0.00107448 / 0.00107448 | -0.000159026 / 0.000159026 | -0.000218873 / 0.000218873 | -0.000274657 / 0.000274657 | -0.000338543 / 0.000338543 |
 | b-tag Eigenvar. 42 | -0.00234997 / 0.00234997 | -0.00254356 / 0.00254356 | -0.0021775 / 0.0021775 | 0.000587616 / -0.000587616 | -0.00168012 / 0.00168012 | -0.00220082 / 0.00220082 | -0.000817922 / 0.000817922 | -0.000250353 / 0.000250353 | -0.000759189 / 0.000759189 | -0.00113262 / 0.00113262 |
 | b-tag Eigenvar. 43 | 0.000627863 / -0.000627863 | 0.000489767 / -0.000489767 | 0.000661406 / -0.000661406 | 0.000255475 / -0.000255475 | 0.000954977 / -0.000954977 | 0.000665989 / -0.000665989 | -0.000128758 / 0.000128758 | -0.000133953 / 0.000133953 | 0.000161714 / -0.000161714 | -1.90327e-05 / 1.90327e-05 |
 | b-tag Eigenvar. 44 | 0.000432051 / -0.000432051 | 0.000458318 / -0.000458318 | 0.000465438 / -0.000465438 | 0.000102038 / -0.000102038 | 0.00130848 / -0.00130848 | 0.000211955 / -0.000211955 | -4.54704e-05 / 4.54704e-05 | -0.00011422 / 0.00011422 | -6.03827e-05 / 6.03827e-05 | -0.000182796 / 0.000182796 |
 | b-tag Eigenvar. 45 | -0.00122255 / 0.00122255 | -0.00155996 / 0.00155996 | -0.00123332 / 0.00123332 | -8.81335e-05 / 8.81335e-05 | -0.00121595 / 0.00121595 | -0.00100081 / 0.00100081 | -0.000202416 / 0.000202416 | -6.47727e-05 / 6.47727e-05 | -0.000183982 / 0.000183982 | -0.000250134 / 0.000250134 |
 | b-tag Eigenvar. 45 | -0.00122255 / 0.00122255 | -0.00155996 / 0.00155996 | -0.00123332 / 0.00123332 | -8.81335e-05 / 8.81335e-05 | -0.00121595 / 0.00121595 | -0.00100081 / 0.00100081 | -0.000202416 / 0.000202416 | -6.47727e-05 / 6.47727e-05 | -0.000183982 / 0.000183982 | -0.000250134 / 0.000250134 |
 | Muon momentum resolution (ID) | -0.000490243 / 0.000490256 | 0.000274982 / -0.000274952 | -0.00066135 / 0.000661373 | 0.0163326 / -0.0163343 | 0.00529688 / -0.0052971 | 0.000342335 / -0.000342361 | 0.0365653 / -0.036574 | 0.00186979 / -0.00186983 | -1.63183e-05 / 1.63624e-05 | 0.0274628 / -0.0274678 |
 | Muon momentum resolution (MS) | -0.000806207 / 0.000806218 | 0.00736744 / -0.00736777 | -0.00180127 / 0.00180128 | 0.00150128 / -0.00150131 | -9.94108e-06 / 9.91497e-06 | 0.0112579 / -0.0112586 | 0.0026815 / -0.00268147 | -8.82898e-05 / 8.82745e-05 | 0.00889454 / -0.00889509 | 0.00160461 / -0.00160456 |
 | Muon momentum scale | -0.00145067 / 0.00145069 | 0.00385154 / -0.00385151 | 0.000525317 / -0.000525382 | 0.00187429 / -0.00187425 | -1.3141e-08 / -1.3141e-08 | 0.00543582 / -0.00543585 | 0.00839816 / -0.00839819 | 0.0042964 / -0.00429642 | -7.8685e-06 / 7.84495e-06 | -0.00219915 / 0.0021991 |
 | Muon Sagitta ResBias | 0.000636142 / -0.000636195 | 0.00252917 / -0.00252914 | 0.000806931 / -0.000806905 | 0.00265963 / -0.00265965 | 0.00705877 / -0.00705874 | 0.00110277 / -0.00110279 | -0.00380835 / 0.00380843 | 1.48952e-06 / -1.42817e-06 | 2.22372e-08 / 2.22372e-08 | 0.00110647 / -0.0011064 |
 | Muon Sagitta Rho | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | Met ResoPara | 0.00186079 / -0.00186081 | 0.00311853 / -0.00311859 | 0.000450263 / -0.000450265 | -0.0418467 / 0.0418353 | 0.0151101 / -0.0151117 | -0.0288149 / 0.0288094 | -0.00899309 / 0.00899256 | -0.0271425 / 0.0271377 | 0.0320193 / -0.0320262 | 0.053532 / -0.0535515 |
 | Met ResoPerp | 8.86173e-05 / -8.86174e-05 | 0.0149205 / -0.0149211 | 0.00221184 / -0.00221185 | -0.0311522 / 0.0311481 | 0.00267841 / -0.00267844 | 0.00470539 / -0.00470546 | 0.0300053 / -0.0300074 | -0.000473679 / 0.000473678 | 0.0223485 / -0.0223498 | 0.0135838 / -0.0135843 |
 | MET Scale | -0.000142454 / 0.000142469 | 0.00495047 / -0.0049506 | 0.000933996 / -0.000934066 | -0.00926744 / 0.00926685 | -4.27357e-05 / 4.27698e-05 | 0.000942141 / -0.000942172 | -0.00806962 / 0.00806927 | 0.0215345 / -0.0215375 | -0.0167153 / 0.0167134 | -0.0156455 / 0.0156438 |
 | Electron energy resolution | -0.000101243 / 0.00010119 | 0.0014875 / -0.00148756 | 0.000203476 / -0.00020345 | -0.0021697 / 0.00216971 | 0.00271538 / -0.00271545 | 0.00936637 / -0.00936691 | -0.0220433 / 0.02204 | 0.0130332 / -0.0130343 | 0.00495025 / -0.00495037 | 0.00818786 / -0.00818836 |
 | Electron energy scale | 0.00566742 / -0.00566622 | 0.0329113 / -0.0328682 | 0.0137851 / -0.0137779 | 0.0155747 / -0.0155655 | 0.0124239 / -0.0124181 | 0.00224735 / -0.00224718 | 0.020818 / -0.0208013 | 0.00894403 / -0.00894105 | -0.062893 / 0.0630132 | 0.0107255 / -0.0107211 |
 | AF2 Electron energy scale | 0.00168584 / -0.00168584 | -2.40128e-08 / -2.33866e-08 | 1.30442e-08 / 1.2704e-08 | -8.3769e-09 / -8.15843e-09 | -1.32204e-08 / -1.28756e-08 | 2.60883e-08 / 2.54079e-08 | 3.66353e-08 / 3.56798e-08 | 3.08622e-08 / 3.00573e-08 | 2.23715e-08 / 2.17881e-08 | -2.2501e-08 / -2.19141e-08 |
 | BJES Response | 0.00440515 / -0.00440524 | -0.00324189 / 0.00324186 | -0.00447892 / 0.00447883 | -0.000496642 / 0.000496624 | 0.00490422 / -0.00490438 | -0.00432395 / 0.00701773 | -0.00310777 / 0.00310768 | 0.0495701 / -0.0495832 | -0.00500119 / 0.00500102 | -0.00420767 / 0.00420752 |
 | JES EffectiveNP Detector1 | 0.000161119 / -0.000161105 | -0.000715872 / 0.000715903 | -0.00104279 / 0.00104282 | -0.00274005 / 0.00274009 | 1.19803e-05 / -1.20065e-05 | 0.00255331 / -0.00255326 | -0.00805213 / 0.0080521 | 0.00192593 / -0.00192595 | 5.60017e-06 / -5.62372e-06 | -0.00546766 / 0.00546761 |
 | JES EffectiveNP Detector2 | -1.71236e-05 / 1.71384e-05 | 4.72685e-05 / -4.72374e-05 | -0.000241863 / 0.000241889 | 2.50603e-06 / -2.52269e-06 | -1.34287e-07 / 1.08005e-07 | 5.67554e-07 / -5.93065e-07 | -0.0033753 / 0.00337527 | -4.61044e-08 / 3.06769e-08 | 8.3852e-07 / -8.62069e-07 | -7.09485e-07 / 6.64753e-07 |
 | JES EffectiveNP Mixed1 | -0.000756271 / 0.000756215 | -0.00227971 / 0.00227971 | -0.00145545 / 0.00145546 | -0.00198918 / 0.0019892 | -0.00402718 / 0.00402706 | -0.003061 / 0.00306092 | -0.014252 / 0.0142509 | -0.000509937 / 0.000509921 | 0.000131551 / -0.000131574 | -0.00637616 / 0.00637598 |
 | JES EffectiveNP Mixed2 | 0.000411608 / -0.000411661 | 0.00097543 / -0.000975405 | 0.000615385 / -0.000615452 | 0.00199124 / -0.00199122 | -3.24408e-05 / 3.24748e-05 | -0.00264316 / 0.0026431 | 0.0135978 / -0.0135988 | -0.00191065 / 0.00191061 | -0.00272321 / 0.00272315 | -0.0156555 / 0.0156541 |
 | JES EffectiveNP Mixed3 | -5.50877e-05 / 5.51025e-05 | 0.000734268 / -0.000734237 | -0.000649314 / 0.00064934 | 2.26073e-06 / -2.27738e-06 | 1.08005e-07 / -7.37138e-08 | -1.28944e-06 / 1.26393e-06 | -0.00337456 / 0.00337452 | -4.61044e-08 / 1.07458e-07 | 9.06544e-07 / -9.30093e-07 | 3.29871e-06 / -3.34344e-06 |
 | JES EffectiveNP Modelling1 | 0.00202221 / -0.00202212 | -0.0111107 / 0.0111127 | -0.0126624 / 0.0126651 | -0.0130431 / 0.0130459 | 0.0157898 / -0.0157852 | -0.0325319 / 0.0388046 | -0.0113487 / 0.0113509 | 0.0357521 / -0.035726 | -0.00336806 / 0.00336823 | -0.02195 / 0.0219575 |
 | JES EffectiveNP Modelling2 | 1.98308e-05 / -1.98161e-05 | -0.0026681 / 0.00266813 | -0.000798921 / 0.000798947 | -0.00583357 / 0.00583361 | -7.76645e-06 / 7.80074e-06 | 0.000687112 / -0.000687061 | -0.00652299 / 0.00652296 | -0.00192449 / 0.00192448 | 3.53945e-05 / -3.535e-05 | -0.00309824 / 0.0030982 |
 | JES EffectiveNP Modelling3 | -0.000127929 / 0.000127943 | 0.00320363 / -0.00320366 | -0.000278806 / 0.000278741 | 0.00282571 / -0.00282572 | -1.37911e-05 / 1.38251e-05 | 0.00230512 / -0.0023051 | 0.0127156 / -0.0127167 | 0.00191794 / -0.00191798 | -3.89668e-06 / 3.87329e-06 | 0.00486403 / -0.00486424 |
 | JES EffectiveNP Modelling4 | 0.000117838 / -0.000117823 | 0.000318805 / -0.000318774 | -0.000628265 / 0.000628291 | 2.81266e-06 / -2.82931e-06 | -2.49662e-06 / 2.47034e-06 | 9.85251e-06 / -9.87802e-06 | -0.00337572 / 0.00337569 | -1.99667e-07 / 2.61021e-07 | -2.49464e-06 / 2.47109e-06 | 0.000483939 / -0.000483869 |
 | JES EffectiveNP Stat1 | 6.77226e-06 / -6.75751e-06 | 0.00227742 / -0.00227739 | -0.00129202 / 0.00129204 | -6.93814e-06 / 6.98282e-06 | 6.04413e-06 / -6.00984e-06 | -1.03423e-05 / 1.03168e-05 | -0.00338546 / 0.00338543 | 0.00192878 / -0.00192879 | -1.1381e-07 / 9.02608e-08 | 0.00304128 / -0.00304133 |
 | JES EffectiveNP Stat2 | 3.58113e-05 / -3.57967e-05 | 9.18128e-05 / -9.1782e-05 | 0.000180789 / -0.000180763 | 0.00145555 / -0.00145558 | 0.00036959 / -0.000369617 | 0.00153314 / -0.00153319 | 0.0108896 / -0.0108903 | -0.00190534 / 0.0019053 | -1.72076e-05 / 1.71842e-05 | 0.00786088 / -0.00786122 |
 | JES EffectiveNP Stat3 | -0.000313904 / 0.000313918 | -0.000692305 / 0.000692336 | -0.000256379 / 0.000256314 | -1.9326e-05 / 1.93093e-05 | 1.80404e-06 / -1.83032e-06 | -4.14469e-05 / 4.14213e-05 | 0.00337886 / -0.00337879 | 5.68146e-07 / -5.83573e-07 | 3.69551e-06 / -3.71906e-06 | -0.000484212 / 0.000484282 |
 | JES EffectiveNP Stat4 | 9.40206e-05 / -9.40061e-05 | -0.000496133 / 0.000496163 | 6.19541e-05 / -6.20181e-05 | -0.00282287 / 0.00282288 | 3.53242e-06 / -3.49853e-06 | 0.0025395 / -0.00253954 | -0.00764914 / 0.00764898 | -0.00191586 / 0.00191583 | -2.61156e-06 / 2.65551e-06 | -0.000670713 / 0.00067078 |
 | JES EffectiveNP Stat5 | -0.000357522 / 0.000357537 | -0.00232381 / 0.00232384 | 0.000221566 / -0.00022154 | 7.84138e-06 / -7.85803e-06 | -6.31271e-06 / 6.347e-06 | 1.41081e-05 / -1.41336e-05 | 0.00337029 / -0.00337032 | 4.14583e-07 / -4.30011e-07 | -6.37198e-06 / 6.34843e-06 | 0.00163681 / -0.00163685 |
 | JES EffectiveNP Stat6 | 0.000107539 / -0.000107591 | 0.00112719 / -0.00112716 | -0.00108208 / 0.0010821 | -1.6028e-06 / 1.64747e-06 | -3.76578e-07 / 3.50296e-07 | 3.63146e-05 / -3.63401e-05 | 0.00337558 / -0.00337562 | -2.76448e-07 / 2.61021e-07 | -5.21951e-07 / 4.98402e-07 | -0.000635264 / 0.000635219 |
 | JES EtaIntercalibration Modeling | 0.00115393 / -0.00115392 | -0.00468701 / 0.00468694 | -0.0051819 / 0.00518189 | -0.00492754 / 0.00492749 | 0.00734417 / -0.00734424 | 0.013919 / -0.0100386 | 0.0363097 / -0.0363093 | 0.0112474 / -0.0112475 | -0.0213804 / 0.0213796 | 0.0138056 / -0.0138057 |
 | JES EtaIntercalibration Nonclosure HighE | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | 0.000609567 / -0.000609612 |
 | JES EtaIntercalibration Nonclosure NegEta | 4.88752e-06 / -4.87277e-06 | 0.000461392 / -0.000461439 | -0.000369605 / 0.000369631 | -5.1597e-06 / 5.14304e-06 | -1.3141e-08 / -1.3141e-08 | 0.00787529 / -0.00787532 | -1.26632e-05 / 1.26302e-05 | 5.68146e-07 / -5.06792e-07 | 2.22372e-08 / 2.22372e-08 | -0.00031667 / 0.000316625 |
 | JES EtaIntercalibration Nonclosure PosEta | -5.13856e-05 / 5.1333e-05 | 0.000907437 / -0.000907406 | -0.000195592 / 0.000195528 | -8.32661e-09 / -8.32661e-09 | 1.27071e-05 / -1.27334e-05 | 0.0040926 / -0.00409255 | 1.42245e-07 / -1.75244e-07 | -1.22886e-07 / 1.07458e-07 | 2.22372e-08 / 2.22372e-08 | -8.24005e-07 / 7.79273e-07 |
 | JES EtaIntercalibration TotalStat | 0.000498552 / -0.000498538 | 0.00110004 / -0.00110002 | 0.000799689 / -0.000799665 | -0.00149855 / 0.00149852 | -0.000354893 / 0.000354867 | 0.0106139 / -0.0095184 | -0.0122892 / 0.0122887 | 0.00186099 / -0.00186101 | -0.219944 / 0.22008 | -0.00706233 / 0.00706225 |
 | JES Flavor Composition | -0.00262096 / 0.00262097 | 0.00782407 / -0.00782346 | -0.0134276 / 0.0134291 | -0.0101403 / 0.0101411 | 0.026512 / -0.0265045 | -0.00695835 / 0.00764732 | 0.0280803 / -0.0280717 | 0.00308159 / -0.00308152 | -0.00586103 / 0.00586131 | 0.241697 / -0.240302 |
 | JES Flavor Response | 0.000744296 / -0.000744271 | -0.000650806 / 0.000650845 | 0.00744422 / -0.00744314 | 0.0116739 / -0.0114628 | -0.00285468 / 0.00285489 | 0.0158584 / -0.0158535 | 0.00410766 / -0.00410734 | -0.0136979 / 0.0137022 | -0.0122114 / 0.0122147 | 0.0198486 / -0.0198409 |
 | JER DataVsMC AFII | -2.62826e-08 / -2.62826e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER Effective NP1 | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JER Effective NP2 | 2.53505e-05 / -2.53357e-05 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JER Effective NP3 | 4.10297e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JER Effective NP4 | -2.5403e-05 / 2.53505e-05 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JER Effective NP5 | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
 | JER Effective NP6 | -2.62826e-08 / -2.62826e-08 | -2.38687e-08 / -2.38687e-08 | 1.29659e-08 / 1.29659e-08 | -8.32661e-09 / -8.32661e-09 | -1.3141e-08 / -1.3141e-08 | 2.59316e-08 / 2.59316e-08 | 3.64153e-08 / 3.64153e-08 | 3.06769e-08 / 3.06769e-08 | 2.22372e-08 / 2.22372e-08 | -2.23659e-08 / -2.23659e-08 |
